order_id|order_date|customer_email|product_code|quantity|unit_price|total_amount|payment_method|country_code|vat_rate|vat_amount
EU250645|04-02-2025|carlos.de_vries5208@example.es|WID135|1|€262,01|€317,04|credit_card|ES|21%|€55,02
EU253671|04-02-2025|jan.de_vries8435@example.fr|WID111|4|€37,07|€180,90|credit_card|IT|22%|€32,62
EU254409|04-02-2025|carlos.garcia3137@example.fr|WID149|2|€9,46|€22,51|bank_transfer|DE|19%|€3,59
EU255719|04-02-2025|lucia.rossi4332@example.es|WID103|2|€296,39|€717,26|carte_bancaire|NL|21%|€124,48
EU253828|04-02-2025|hans.garcia4231@example.fr|WID174|4|€276,97|€1340,54|bank_transfer|ES|21%|€232,66
EU253891|04-02-2025|pierre.garcia9801@example.nl|WID142|2|€227,38|€550,26|credit_card|ES|21%|€95,50
EU251907|04-02-2025|pierre.dupont666@example.de|WID137|1|€149,55|€177,97|bank_transfer|DE|19%|€28,41
EU254584|04-02-2025|lucia.dupont3780@example.fr|WID159|3|€241,41|€861,82|carte_bancaire|DE|19%|€137,60
EU254399|04-02-2025|hans.dupont152@example.nl|WID127|2|€264,03|€633,66|carte_bancaire|FR|20%|€105,61
EU254100|04-02-2025|carlos.schmidt1166@example.fr|WID148|3|€234,51|€858,29|credit_card|IT|22%|€154,77
EU250483|04-02-2025|marie.garcia922@example.nl|WID158|2|€252,84|€611,87|credit_card|ES|21%|€106,19
EU255157|04-02-2025|sofia.de_vries7980@example.nl|WID172|2|€126,67|€301,48|carte_bancaire|DE|19%|€48,14
EU253920|04-02-2025|anna.schmidt8742@example.fr|WID190|4|€296,77|€1436,37|credit_card|NL|21%|€249,29
EU251122|04-02-2025|carlos.schmidt7218@example.de|WID147|2|€129,75|€314,00|bank_transfer|ES|21%|€54,50
EU255955|04-02-2025|sofia.de_vries3778@example.fr|WID191|1|€59,34|€70,62|bank_transfer|DE|19%|€11,28
EU252471|04-02-2025|jan.schmidt400@example.es|WID151|3|€136,86|€496,81|carte_bancaire|NL|21%|€86,22
EU254159|04-02-2025|anna.de_vries284@example.fr|WID145|3|€258,68|€939,01|carte_bancaire|NL|21%|€162,97
EU256964|04-02-2025|carlos.garcia9674@example.it|WID145|3|€259,99|€943,76|bank_transfer|ES|21%|€163,79
EU257125|04-02-2025|jan.de_vries380@example.nl|WID189|1|€232,69|€276,90|bank_transfer|DE|19%|€44,21
EU256185|04-02-2025|lucia.garcia1162@example.nl|WID153|1|€100,17|€119,21|carte_bancaire|DE|19%|€19,03
EU256840|04-02-2025|jan.garcia8153@example.es|WID154|5|€66,12|€403,34|credit_card|IT|22%|€72,73
EU257199|04-02-2025|pierre.de_vries6662@example.fr|WID119|3|€229,35|€825,67|bank_transfer|FR|20%|€137,61
EU252323|04-02-2025|pierre.dupont3061@example.de|WID154|5|€285,33|€1697,69|carte_bancaire|DE|19%|€271,06
EU251440|04-02-2025|anna.dupont5194@example.nl|WID192|4|€135,77|€657,14|credit_card|ES|21%|€114,05
