order_id|order_date|customer_email|product_code|quantity|unit_price|total_amount|payment_method|country_code|vat_rate|vat_amount
EU16967|03-01-2025|anna.schmidt7805@example.nl|WID120|5|€39,68|€242,05|carte_bancaire|IT|22%|€43,65
EU19573|03-01-2025|sofia.schmidt6877@example.de|WID182|2|€12,61|€30,76|bank_transfer|IT|22%|€5,55
EU21461|03-01-2025|jan.rossi6965@example.it|WID100|2|€187,82|€454,52|credit_card|NL|21%|€78,88
EU17158|03-01-2025|marie.de_vries2163@example.it|WID172|2|€211,44|€511,69|paypal|NL|21%|€88,81
EU21948|03-01-2025|sofia.dupont9720@example.de|WID142|5|€66,84|€397,67|bank_transfer|DE|19%|€63,49
EU16986|03-01-2025|anna.dupont4120@example.es|WID134|4|€239,71|€1160,18|carte_bancaire|ES|21%|€201,35
EU16458|03-01-2025|lucia.schmidt6675@example.nl|WID156|1|€137,18|€165,99|bank_transfer|ES|21%|€28,81
EU17772|03-01-2025|marie.dupont891@example.es|WID174|1|€247,86|€299,91|paypal|ES|21%|€52,05
EU15044|03-01-2025|sofia.rossi7882@example.es|WID178|2|€47,29|€115,39|paypal|IT|22%|€20,81
EU19166|03-01-2025|carlos.schmidt9129@example.it|WID143|1|€9,38|€11,35|paypal|NL|21%|€1,97
EU22032|03-01-2025|marie.de_vries4845@example.es|WID130|1|€251,95|€302,34|bank_transfer|FR|20%|€50,39
EU20471|03-01-2025|jan.rossi9579@example.de|WID192|3|€239,88|€863,57|carte_bancaire|FR|20%|€143,93
EU17120|03-01-2025|jan.rossi2677@example.nl|WID153|5|€211,99|€1282,53|carte_bancaire|ES|21%|€222,59
EU19183|03-01-2025|hans.dupont1259@example.fr|WID139|4|€43,11|€210,39|bank_transfer|IT|22%|€37,94
EU17030|03-01-2025|hans.rossi9108@example.de|WID180|1|€5,21|€6,31|carte_bancaire|NL|21%|€1,09
EU16454|03-01-2025|sofia.dupont1006@example.de|WID148|4|€133,12|€644,29|bank_transfer|NL|21%|€111,82
EU18224|03-01-2025|hans.rossi8055@example.nl|WID181|1|€226,02|€273,48|carte_bancaire|ES|21%|€47,46
EU21245|03-01-2025|lucia.schmidt8652@example.fr|WID193|3|€139,32|€509,92|credit_card|IT|22%|€91,95
EU17272|03-01-2025|marie.dupont3267@example.de|WID169|2|€250,57|€611,39|credit_card|IT|22%|€110,25
EU17464|03-01-2025|carlos.de_vries2824@example.de|WID107|4|€150,90|€730,37|bank_transfer|ES|21%|€126,76
EU17206|03-01-2025|hans.dupont6611@example.de|WID192|2|€120,10|€288,25|bank_transfer|FR|20%|€48,04
EU15968|03-01-2025|pierre.rossi710@example.de|WID160|1|€240,90|€291,49|carte_bancaire|ES|21%|€50,59
EU18548|03-01-2025|sofia.schmidt2498@example.it|WID137|2|€266,78|€645,62|bank_transfer|ES|21%|€112,05
EU16557|03-01-2025|marie.schmidt6279@example.de|WID144|5|€67,44|€404,66|carte_bancaire|FR|20%|€67,44
EU21134|03-01-2025|lucia.rossi2046@example.it|WID150|2|€76,38|€186,36|bank_transfer|IT|22%|€33,61
EU18924|03-01-2025|marie.dupont4944@example.nl|WID164|5|€104,73|€633,63|paypal|NL|21%|€109,97
EU18128|03-01-2025|sofia.de_vries7590@example.fr|WID136|5|€173,45|€1032,06|paypal|DE|19%|€164,78
EU16723|03-01-2025|pierre.schmidt9058@example.de|WID133|4|€262,07|€1268,44|bank_transfer|ES|21%|€220,14
EU20014|03-01-2025|anna.de_vries5800@example.es|WID140|1|€277,25|€338,24|credit_card|IT|22%|€60,99
EU20100|03-01-2025|sofia.de_vries9597@example.it|WID198|5|€115,64|€699,63|paypal|ES|21%|€121,42
EU20942|03-01-2025|carlos.schmidt108@example.it|WID163|3|€50,06|€181,72|bank_transfer|ES|21%|€31,54
EU16827|03-01-2025|pierre.rossi6256@example.nl|WID121|1|€220,97|€267,38|credit_card|NL|21%|€46,40
EU18339|03-01-2025|carlos.garcia4615@example.it|WID191|3|€290,90|€1064,70|carte_bancaire|IT|22%|€191,99
EU19074|03-01-2025|pierre.schmidt4040@example.fr|WID156|5|€271,74|€1630,43|carte_bancaire|FR|20%|€271,74
EU19489|03-01-2025|anna.garcia8158@example.fr|WID158|4|€25,98|€125,76|paypal|NL|21%|€21,83
EU16359|03-01-2025|lucia.dupont5755@example.nl|WID105|4|€260,25|€1270,02|credit_card|IT|22%|€229,02
EU21570|03-01-2025|marie.garcia4494@example.fr|WID107|5|€38,72|€236,17|credit_card|IT|22%|€42,59
EU15905|03-01-2025|sofia.garcia20@example.it|WID150|4|€105,75|€507,59|bank_transfer|FR|20%|€84,60
EU16752|03-01-2025|marie.dupont5035@example.es|WID157|5|€51,04|€311,32|carte_bancaire|IT|22%|€56,14
EU19186|03-01-2025|marie.rossi5109@example.it|WID123|1|€165,26|€199,97|paypal|NL|21%|€34,71
EU15785|03-01-2025|hans.garcia2572@example.it|WID199|2|€269,66|€652,58|credit_card|ES|21%|€113,26
EU17616|03-01-2025|anna.schmidt1782@example.es|WID179|4|€278,17|€1324,08|paypal|DE|19%|€211,41
EU17860|03-01-2025|carlos.de_vries8675@example.nl|WID143|2|€148,99|€357,58|credit_card|FR|20%|€59,60
EU21994|03-01-2025|lucia.de_vries571@example.de|WID130|5|€224,18|€1333,88|bank_transfer|DE|19%|€212,97
EU17737|03-01-2025|lucia.de_vries2855@example.fr|WID160|5|€165,58|€1010,05|credit_card|IT|22%|€182,14
EU16052|03-01-2025|pierre.schmidt607@example.es|WID130|3|€12,16|€44,14|carte_bancaire|NL|21%|€7,66
EU15623|03-01-2025|jan.dupont9799@example.it|WID125|1|€125,25|€151,55|credit_card|ES|21%|€26,30
EU20161|03-01-2025|hans.dupont3013@example.de|WID117|3|€11,79|€42,10|paypal|DE|19%|€6,72
EU20034|03-01-2025|carlos.dupont580@example.it|WID101|2|€32,95|€79,74|credit_card|NL|21%|€13,84
EU20495|03-01-2025|hans.schmidt3449@example.fr|WID132|1|€21,71|€26,27|carte_bancaire|ES|21%|€4,56
EU18468|03-01-2025|hans.rossi9008@example.fr|WID113|2|€253,09|€602,35|credit_card|DE|19%|€96,17
EU21991|03-01-2025|carlos.de_vries9800@example.it|WID108|5|€94,93|€569,59|credit_card|FR|20%|€94,93
EU18430|03-01-2025|pierre.garcia9059@example.fr|WID140|5|€250,32|€1514,43|paypal|ES|21%|€262,83
EU19299|03-01-2025|sofia.rossi7214@example.de|WID167|4|€6,26|€30,31|paypal|ES|21%|€5,26
EU15377|03-01-2025|hans.de_vries8962@example.fr|WID109|4|€239,11|€1157,29|carte_bancaire|NL|21%|€200,85
EU21171|03-01-2025|sofia.dupont1573@example.de|WID175|1|€186,88|€224,26|carte_bancaire|FR|20%|€37,38
EU16366|03-01-2025|jan.de_vries2258@example.it|WID111|1|€74,97|€89,96|credit_card|FR|20%|€14,99
EU15524|03-01-2025|carlos.schmidt9660@example.es|WID174|2|€69,34|€169,20|carte_bancaire|IT|22%|€30,51
EU16996|03-01-2025|hans.rossi6332@example.es|WID152|2|€192,20|€465,13|paypal|ES|21%|€80,72
EU21346|03-01-2025|hans.garcia9283@example.fr|WID198|4|€94,10|€451,70|credit_card|FR|20%|€75,28
EU18274|03-01-2025|sofia.schmidt8293@example.de|WID154|3|€146,50|€522,99|carte_bancaire|DE|19%|€83,50
EU15090|03-01-2025|carlos.rossi3699@example.it|WID146|4|€194,25|€940,17|paypal|NL|21%|€163,17
EU20148|03-01-2025|pierre.schmidt5377@example.de|WID136|1|€279,93|€333,11|credit_card|DE|19%|€53,19
EU20262|03-01-2025|lucia.garcia2069@example.nl|WID130|4|€17,35|€83,29|carte_bancaire|FR|20%|€13,88
EU20395|03-01-2025|hans.dupont1552@example.it|WID188|3|€294,11|€1067,60|carte_bancaire|ES|21%|€185,29
EU21918|03-01-2025|anna.de_vries6898@example.it|WID168|1|€127,39|€151,60|paypal|DE|19%|€24,20
EU20969|03-01-2025|sofia.garcia4547@example.fr|WID173|5|€53,03|€320,84|paypal|NL|21%|€55,68
EU16748|03-01-2025|hans.garcia902@example.es|WID192|4|€130,10|€619,27|paypal|DE|19%|€98,88
EU19982|03-01-2025|lucia.dupont2936@example.fr|WID190|3|€291,65|€1041,17|credit_card|DE|19%|€166,24
EU21903|03-01-2025|pierre.de_vries3743@example.fr|WID175|1|€152,84|€181,88|carte_bancaire|DE|19%|€29,04
EU21342|03-01-2025|sofia.schmidt6936@example.de|WID163|1|€7,78|€9,42|carte_bancaire|ES|21%|€1,63
EU20578|03-01-2025|marie.schmidt4701@example.it|WID104|3|€272,10|€987,73|credit_card|NL|21%|€171,42
EU21892|03-01-2025|jan.dupont1988@example.fr|WID177|5|€8,71|€52,29|paypal|FR|20%|€8,71
EU21421|03-01-2025|lucia.de_vries9434@example.de|WID120|4|€121,38|€587,47|credit_card|NL|21%|€101,96
EU15607|03-01-2025|pierre.de_vries8921@example.it|WID160|2|€161,32|€383,95|bank_transfer|DE|19%|€61,30
EU17296|03-01-2025|jan.schmidt8608@example.es|WID109|5|€215,99|€1295,93|credit_card|FR|20%|€215,99
EU17786|03-01-2025|pierre.dupont6956@example.fr|WID112|3|€27,22|€98,81|credit_card|NL|21%|€17,15
EU17040|03-01-2025|anna.schmidt8091@example.es|WID140|2|€152,31|€368,58|paypal|ES|21%|€63,97
EU21822|03-01-2025|hans.garcia7787@example.es|WID146|2|€152,73|€372,67|credit_card|IT|22%|€67,20
EU19539|03-01-2025|hans.dupont5043@example.es|WID156|5|€273,32|€1667,22|paypal|IT|22%|€300,65
EU18878|03-01-2025|anna.de_vries2080@example.fr|WID174|2|€179,38|€430,50|carte_bancaire|FR|20%|€71,75
EU16078|03-01-2025|sofia.garcia4663@example.fr|WID169|5|€110,96|€671,33|bank_transfer|NL|21%|€116,51
EU16905|03-01-2025|lucia.schmidt4958@example.es|WID185|5|€90,52|€547,62|bank_transfer|ES|21%|€95,04
EU21726|03-01-2025|marie.dupont8325@example.it|WID108|4|€42,82|€208,98|paypal|IT|22%|€37,68
EU21665|03-01-2025|anna.garcia8085@example.es|WID125|5|€278,77|€1686,54|carte_bancaire|ES|21%|€292,71
EU18492|03-01-2025|anna.rossi6697@example.nl|WID101|2|€100,32|€242,77|bank_transfer|NL|21%|€42,13
EU22035|03-01-2025|lucia.garcia7505@example.de|WID192|5|€27,38|€165,65|carte_bancaire|NL|21%|€28,75
EU14932|03-01-2025|hans.rossi3319@example.nl|WID161|5|€39,65|€239,88|credit_card|NL|21%|€41,63
EU17639|03-01-2025|hans.garcia6492@example.de|WID109|5|€134,18|€805,10|paypal|FR|20%|€134,18
EU16136|03-01-2025|lucia.rossi6659@example.de|WID145|2|€134,93|€321,14|paypal|DE|19%|€51,27
EU20064|03-01-2025|jan.garcia6133@example.de|WID159|1|€26,86|€31,96|bank_transfer|DE|19%|€5,10
EU16272|03-01-2025|hans.de_vries8882@example.nl|WID199|2|€278,22|€662,16|paypal|DE|19%|€105,72
EU17266|03-01-2025|marie.de_vries7826@example.it|WID113|2|€51,74|€125,22|credit_card|NL|21%|€21,73
EU14926|03-01-2025|marie.dupont7532@example.nl|WID159|5|€73,68|€445,77|bank_transfer|NL|21%|€77,37
EU18681|03-01-2025|carlos.dupont5641@example.it|WID102|5|€45,57|€273,40|bank_transfer|FR|20%|€45,57
EU19356|03-01-2025|hans.de_vries8649@example.de|WID169|5|€13,36|€79,52|paypal|DE|19%|€12,70
EU17255|03-01-2025|hans.de_vries2768@example.de|WID193|1|€12,59|€15,36|credit_card|IT|22%|€2,77
EU18939|03-01-2025|sofia.garcia6908@example.de|WID159|4|€132,36|€640,62|bank_transfer|NL|21%|€111,18
EU21805|03-01-2025|anna.de_vries5581@example.de|WID193|3|€237,22|€868,24|carte_bancaire|IT|22%|€156,57
EU19972|03-01-2025|sofia.de_vries7282@example.nl|WID169|4|€232,84|€1126,92|credit_card|ES|21%|€195,58
EU21237|03-01-2025|hans.dupont2717@example.fr|WID155|3|€166,50|€594,40|paypal|DE|19%|€94,90
EU17007|03-01-2025|carlos.garcia5509@example.it|WID192|5|€65,19|€387,86|paypal|DE|19%|€61,93
EU16923|03-01-2025|sofia.garcia7274@example.nl|WID137|5|€63,78|€382,66|credit_card|FR|20%|€63,78
EU19482|03-01-2025|anna.de_vries7069@example.it|WID125|2|€74,80|€179,53|bank_transfer|FR|20%|€29,92
EU20004|03-01-2025|lucia.de_vries1300@example.nl|WID178|5|€69,59|€421,04|bank_transfer|ES|21%|€73,07
EU18013|03-01-2025|pierre.schmidt4372@example.es|WID171|5|€164,40|€1002,83|credit_card|IT|22%|€180,84
EU16445|03-01-2025|sofia.schmidt6400@example.nl|WID152|1|€279,52|€335,42|credit_card|FR|20%|€55,90
EU20371|03-01-2025|sofia.rossi2024@example.fr|WID176|4|€189,84|€918,83|credit_card|ES|21%|€159,47
