order_id|order_date|customer_email|product_code|quantity|unit_price|total_amount|payment_method|country_code|vat_rate|vat_amount
EU637030|28-03-2025|jan.rossi5469@example.it|WID135|2|€13,25|€32,07|bank_transfer|ES|21%|€5,57
EU634143|28-03-2025|marie.schmidt9532@example.es|WID150|4|€79,56|€381,88|carte_bancaire|FR|20%|€63,65
EU636860|28-03-2025|sofia.garcia9425@example.fr|WID185|2|€6,31|€15,02|carte_bancaire|DE|19%|€2,40
EU636138|28-03-2025|pierre.garcia9330@example.de|WID131|3|€58,69|€211,30|credit_card|FR|20%|€35,22
EU633196|28-03-2025|pierre.dupont9002@example.it|WID162|4|€254,18|€1230,23|credit_card|NL|21%|€213,51
EU637240|28-03-2025|jan.dupont2881@example.es|WID156|2|€224,50|€534,32|carte_bancaire|DE|19%|€85,31
EU635655|28-03-2025|sofia.schmidt3191@example.fr|WID120|5|€261,39|€1581,40|bank_transfer|NL|21%|€274,46
EU635558|28-03-2025|marie.garcia7256@example.it|WID199|5|€157,44|€944,62|credit_card|FR|20%|€157,44
EU638041|28-03-2025|lucia.de_vries541@example.nl|WID171|5|€168,33|€1009,99|bank_transfer|FR|20%|€168,33
EU637068|28-03-2025|carlos.de_vries3112@example.it|WID151|4|€183,58|€895,88|carte_bancaire|IT|22%|€161,55
EU636809|28-03-2025|anna.schmidt151@example.fr|WID163|3|€155,90|€565,92|credit_card|NL|21%|€98,22
EU635468|28-03-2025|lucia.de_vries6750@example.it|WID166|3|€80,14|€290,90|bank_transfer|ES|21%|€50,49
EU639396|28-03-2025|sofia.schmidt7163@example.fr|WID181|3|€119,89|€435,19|bank_transfer|NL|21%|€75,53
EU633747|28-03-2025|lucia.rossi8743@example.fr|WID160|4|€8,57|€41,13|paypal|FR|20%|€6,86
EU637387|28-03-2025|sofia.dupont3806@example.it|WID179|4|€187,47|€899,84|bank_transfer|FR|20%|€149,97
EU640279|28-03-2025|carlos.rossi1987@example.fr|WID158|3|€199,81|€725,32|credit_card|ES|21%|€125,88
EU637749|28-03-2025|carlos.dupont612@example.es|WID155|5|€144,09|€878,94|carte_bancaire|IT|22%|€158,50
EU635314|28-03-2025|marie.schmidt262@example.fr|WID141|2|€24,84|€59,11|paypal|DE|19%|€9,44
EU633580|28-03-2025|pierre.schmidt1460@example.nl|WID164|1|€173,33|€211,46|paypal|IT|22%|€38,13
EU637408|28-03-2025|pierre.garcia4801@example.fr|WID112|2|€182,12|€440,72|bank_transfer|NL|21%|€76,49
EU635810|28-03-2025|lucia.schmidt6693@example.it|WID123|2|€250,41|€610,99|bank_transfer|IT|22%|€110,18
EU636855|28-03-2025|hans.garcia4299@example.nl|WID146|1|€9,76|€11,81|carte_bancaire|NL|21%|€2,05
EU638633|28-03-2025|anna.garcia4917@example.fr|WID113|3|€18,67|€67,22|paypal|FR|20%|€11,20
EU636175|28-03-2025|anna.schmidt9680@example.de|WID170|2|€224,12|€542,38|credit_card|ES|21%|€94,13
EU637559|28-03-2025|hans.schmidt402@example.de|WID109|4|€245,65|€1179,10|bank_transfer|FR|20%|€196,52
EU633575|28-03-2025|pierre.dupont814@example.es|WID122|5|€245,34|€1484,32|credit_card|ES|21%|€257,61
EU635767|28-03-2025|lucia.garcia5912@example.es|WID121|3|€153,72|€557,99|paypal|NL|21%|€96,84
EU640072|28-03-2025|anna.garcia413@example.es|WID172|3|€196,86|€708,71|bank_transfer|FR|20%|€118,12
EU633704|28-03-2025|anna.dupont7712@example.es|WID102|2|€104,56|€250,95|paypal|FR|20%|€41,82
EU634563|28-03-2025|pierre.rossi8347@example.fr|WID199|4|€151,08|€731,22|credit_card|NL|21%|€126,91
EU639080|28-03-2025|pierre.de_vries7728@example.fr|WID149|2|€139,97|€335,93|credit_card|FR|20%|€55,99
EU634127|28-03-2025|marie.de_vries644@example.es|WID190|1|€115,35|€139,58|paypal|NL|21%|€24,22
EU637987|28-03-2025|hans.garcia3324@example.es|WID154|3|€271,93|€970,77|carte_bancaire|DE|19%|€155,00
EU633782|28-03-2025|marie.de_vries4761@example.es|WID199|4|€86,77|€419,96|credit_card|ES|21%|€72,88
EU635926|28-03-2025|lucia.schmidt3179@example.fr|WID102|5|€287,00|€1736,36|credit_card|ES|21%|€301,35
EU634823|28-03-2025|carlos.garcia5359@example.nl|WID113|4|€70,51|€335,65|credit_card|DE|19%|€53,59
EU636388|28-03-2025|marie.garcia4520@example.nl|WID182|2|€25,44|€61,57|bank_transfer|NL|21%|€10,69
EU640267|28-03-2025|jan.rossi6954@example.it|WID108|3|€221,78|€805,08|paypal|NL|21%|€139,72
EU634953|28-03-2025|marie.rossi5526@example.nl|WID112|1|€119,64|€144,76|carte_bancaire|ES|21%|€25,12
EU639508|28-03-2025|hans.dupont6374@example.it|WID196|2|€196,60|€471,84|bank_transfer|FR|20%|€78,64
EU638028|28-03-2025|pierre.garcia4469@example.nl|WID133|2|€269,98|€642,55|credit_card|DE|19%|€102,59
EU639531|28-03-2025|marie.garcia4081@example.it|WID154|2|€272,26|€658,86|paypal|NL|21%|€114,35
EU639721|28-03-2025|marie.dupont6370@example.nl|WID170|4|€102,76|€501,46|credit_card|IT|22%|€90,43
EU633316|28-03-2025|marie.dupont2597@example.es|WID137|5|€281,78|€1676,57|paypal|DE|19%|€267,69
EU633566|28-03-2025|pierre.de_vries2543@example.nl|WID179|5|€199,84|€1209,01|paypal|ES|21%|€209,83
EU640155|28-03-2025|pierre.garcia8083@example.es|WID152|5|€106,05|€641,57|bank_transfer|NL|21%|€111,35
EU636107|28-03-2025|marie.dupont4701@example.nl|WID151|2|€251,77|€609,28|credit_card|ES|21%|€105,74
