order_id|order_date|customer_email|product_code|quantity|unit_price|total_amount|payment_method|country_code|vat_rate|vat_amount
EU557505|17-03-2025|sofia.de_vries9709@example.fr|WID154|1|€53,49|€65,26|carte_bancaire|IT|22%|€11,77
EU557431|17-03-2025|jan.garcia7331@example.fr|WID192|5|€266,01|€1609,33|credit_card|ES|21%|€279,31
EU553632|17-03-2025|jan.de_vries27@example.nl|WID121|3|€160,61|€583,00|bank_transfer|ES|21%|€101,18
EU553631|17-03-2025|jan.garcia6049@example.fr|WID146|1|€210,80|€252,96|credit_card|FR|20%|€42,16
EU558004|17-03-2025|lucia.dupont1867@example.es|WID145|5|€274,01|€1657,78|paypal|ES|21%|€287,71
EU557303|17-03-2025|pierre.rossi2029@example.es|WID193|3|€149,22|€541,66|bank_transfer|ES|21%|€94,01
EU558757|17-03-2025|hans.dupont1207@example.nl|WID160|5|€11,44|€68,61|credit_card|FR|20%|€11,44
EU552582|17-03-2025|pierre.garcia1076@example.de|WID154|4|€252,47|€1221,94|bank_transfer|NL|21%|€212,07
EU555015|17-03-2025|carlos.rossi2190@example.de|WID160|5|€47,16|€287,71|carte_bancaire|IT|22%|€51,88
EU553185|17-03-2025|marie.dupont8957@example.es|WID185|1|€250,05|€297,56|carte_bancaire|DE|19%|€47,51
EU557878|17-03-2025|anna.garcia2871@example.fr|WID150|1|€117,11|€141,70|paypal|NL|21%|€24,59
EU556667|17-03-2025|hans.dupont6919@example.es|WID182|4|€290,96|€1408,25|carte_bancaire|ES|21%|€244,41
EU553234|17-03-2025|carlos.schmidt6442@example.es|WID188|5|€253,19|€1506,50|bank_transfer|DE|19%|€240,53
EU552804|17-03-2025|jan.schmidt2190@example.es|WID172|3|€63,76|€231,43|bank_transfer|ES|21%|€40,17
EU555975|17-03-2025|marie.schmidt4223@example.de|WID139|5|€280,86|€1713,23|carte_bancaire|IT|22%|€308,94
EU557240|17-03-2025|carlos.dupont8580@example.de|WID182|1|€100,05|€122,06|carte_bancaire|IT|22%|€22,01
EU555524|17-03-2025|marie.rossi7035@example.es|WID188|1|€217,56|€258,90|credit_card|DE|19%|€41,34
EU552781|17-03-2025|carlos.schmidt6888@example.nl|WID122|5|€171,87|€1048,43|paypal|IT|22%|€189,06
EU553426|17-03-2025|carlos.rossi6985@example.it|WID147|5|€186,00|€1106,72|paypal|DE|19%|€176,70
EU558075|17-03-2025|jan.dupont9272@example.es|WID131|3|€284,83|€1033,94|carte_bancaire|NL|21%|€179,44
EU558887|17-03-2025|jan.rossi4786@example.it|WID161|1|€127,49|€155,54|bank_transfer|IT|22%|€28,05
EU552441|17-03-2025|pierre.schmidt3941@example.nl|WID137|5|€202,49|€1214,91|credit_card|FR|20%|€202,49
EU556754|17-03-2025|marie.dupont8251@example.fr|WID150|4|€157,66|€769,39|credit_card|IT|22%|€138,74
EU552797|17-03-2025|jan.rossi7197@example.it|WID175|4|€52,18|€248,39|carte_bancaire|DE|19%|€39,66
EU554812|17-03-2025|anna.garcia1758@example.fr|WID113|1|€125,07|€151,33|paypal|ES|21%|€26,26
EU557336|17-03-2025|lucia.schmidt8692@example.it|WID110|1|€40,92|€49,92|paypal|IT|22%|€9,00
EU557872|17-03-2025|lucia.schmidt9405@example.es|WID100|2|€98,58|€238,57|bank_transfer|NL|21%|€41,41
EU554000|17-03-2025|sofia.garcia5300@example.nl|WID123|4|€181,81|€887,23|credit_card|IT|22%|€159,99
EU559141|17-03-2025|hans.dupont9168@example.fr|WID184|5|€168,67|€1020,43|bank_transfer|ES|21%|€177,10
EU558725|17-03-2025|marie.schmidt6644@example.fr|WID193|1|€249,51|€299,41|bank_transfer|FR|20%|€49,90
EU555848|17-03-2025|anna.schmidt979@example.de|WID192|1|€52,75|€62,77|paypal|DE|19%|€10,02
EU554928|17-03-2025|marie.de_vries4706@example.fr|WID165|3|€172,81|€632,49|carte_bancaire|IT|22%|€114,06
EU555182|17-03-2025|pierre.garcia308@example.it|WID168|2|€20,44|€49,47|bank_transfer|ES|21%|€8,59
EU556881|17-03-2025|jan.garcia1344@example.es|WID123|4|€94,03|€451,32|credit_card|FR|20%|€75,22
EU558730|17-03-2025|marie.de_vries968@example.de|WID127|3|€37,83|€137,31|carte_bancaire|ES|21%|€23,83
EU553057|17-03-2025|sofia.de_vries8826@example.fr|WID107|4|€288,72|€1397,41|carte_bancaire|ES|21%|€242,53
EU557288|17-03-2025|anna.garcia2370@example.fr|WID183|3|€207,66|€741,33|carte_bancaire|DE|19%|€118,36
EU558934|17-03-2025|sofia.schmidt5933@example.it|WID196|5|€161,01|€974,13|credit_card|ES|21%|€169,06
EU555822|17-03-2025|marie.schmidt2250@example.nl|WID170|1|€119,62|€142,35|credit_card|DE|19%|€22,73
EU558753|17-03-2025|hans.schmidt282@example.de|WID154|3|€19,78|€72,41|credit_card|IT|22%|€13,06
EU552796|17-03-2025|carlos.schmidt7179@example.nl|WID129|5|€28,45|€172,12|paypal|NL|21%|€29,87
EU559201|17-03-2025|jan.rossi5153@example.fr|WID178|3|€72,81|€264,32|credit_card|NL|21%|€45,87
EU555990|17-03-2025|hans.de_vries2606@example.de|WID165|3|€146,02|€530,04|credit_card|ES|21%|€91,99
EU555231|17-03-2025|sofia.rossi3199@example.nl|WID107|4|€144,52|€699,46|credit_card|NL|21%|€121,39
EU558133|17-03-2025|hans.dupont4176@example.de|WID122|5|€182,71|€1105,40|carte_bancaire|ES|21%|€191,85
EU553576|17-03-2025|pierre.rossi7980@example.de|WID167|3|€198,78|€709,64|credit_card|DE|19%|€113,30
EU557403|17-03-2025|carlos.rossi6833@example.fr|WID168|2|€86,07|€204,85|bank_transfer|DE|19%|€32,71
EU559181|17-03-2025|marie.dupont6101@example.it|WID133|3|€35,58|€129,16|paypal|ES|21%|€22,42
EU553761|17-03-2025|carlos.garcia3038@example.it|WID108|2|€284,29|€693,67|bank_transfer|IT|22%|€125,09
EU553928|17-03-2025|hans.dupont2814@example.fr|WID108|3|€275,86|€1001,38|carte_bancaire|NL|21%|€173,79
EU552945|17-03-2025|pierre.schmidt1902@example.es|WID184|5|€137,28|€823,70|paypal|FR|20%|€137,28
EU554474|17-03-2025|anna.rossi3487@example.fr|WID120|5|€256,49|€1526,10|carte_bancaire|DE|19%|€243,66
EU559273|17-03-2025|jan.rossi7089@example.fr|WID165|5|€190,61|€1153,17|bank_transfer|NL|21%|€200,14
EU552068|17-03-2025|hans.schmidt9223@example.de|WID184|4|€264,45|€1258,79|bank_transfer|DE|19%|€200,98
EU555069|17-03-2025|sofia.garcia7660@example.fr|WID151|1|€66,98|€79,71|credit_card|DE|19%|€12,73
EU553066|17-03-2025|jan.dupont3312@example.fr|WID166|4|€149,74|€724,75|paypal|ES|21%|€125,78
EU554693|17-03-2025|carlos.de_vries5822@example.it|WID141|4|€48,39|€236,14|bank_transfer|IT|22%|€42,58
EU557122|17-03-2025|anna.rossi6513@example.es|WID139|2|€243,74|€594,71|bank_transfer|IT|22%|€107,24
EU553542|17-03-2025|sofia.de_vries2638@example.nl|WID103|1|€70,73|€85,59|bank_transfer|ES|21%|€14,85
EU556552|17-03-2025|pierre.dupont1148@example.es|WID166|3|€103,08|€374,17|paypal|ES|21%|€64,94
EU557642|17-03-2025|lucia.garcia3902@example.it|WID186|2|€177,16|€432,27|paypal|IT|22%|€77,95
EU552664|17-03-2025|carlos.dupont579@example.es|WID110|5|€183,50|€1110,20|carte_bancaire|ES|21%|€192,68
EU555659|17-03-2025|marie.de_vries1829@example.it|WID120|2|€39,53|€95,67|credit_card|NL|21%|€16,60
EU553976|17-03-2025|pierre.dupont4625@example.it|WID131|4|€291,39|€1410,33|paypal|NL|21%|€244,77
EU556259|17-03-2025|jan.garcia5999@example.it|WID147|1|€233,14|€284,44|bank_transfer|IT|22%|€51,29
EU554557|17-03-2025|pierre.rossi911@example.it|WID123|5|€59,34|€353,09|bank_transfer|DE|19%|€56,38
EU552919|17-03-2025|anna.garcia6056@example.es|WID134|1|€139,62|€166,14|paypal|DE|19%|€26,53
EU554217|17-03-2025|hans.garcia7144@example.de|WID168|1|€197,67|€239,19|credit_card|ES|21%|€41,51
EU555228|17-03-2025|pierre.schmidt2196@example.nl|WID187|2|€103,90|€251,45|carte_bancaire|NL|21%|€43,64
EU556353|17-03-2025|hans.rossi4302@example.de|WID163|5|€5,12|€30,97|carte_bancaire|NL|21%|€5,38
EU558639|17-03-2025|pierre.de_vries9765@example.de|WID159|2|€180,47|€436,75|paypal|NL|21%|€75,80
EU555390|17-03-2025|anna.schmidt4977@example.fr|WID171|5|€24,71|€150,74|carte_bancaire|IT|22%|€27,18
EU557387|17-03-2025|jan.schmidt8082@example.nl|WID187|1|€296,87|€353,28|carte_bancaire|DE|19%|€56,41
EU556875|17-03-2025|anna.de_vries4898@example.it|WID194|4|€138,17|€668,75|carte_bancaire|ES|21%|€116,06
EU558660|17-03-2025|carlos.garcia5719@example.fr|WID103|5|€109,64|€657,87|bank_transfer|FR|20%|€109,64
EU555373|17-03-2025|hans.dupont8498@example.es|WID163|2|€74,54|€180,40|paypal|NL|21%|€31,31
EU553074|17-03-2025|hans.garcia7749@example.nl|WID120|2|€184,85|€443,63|paypal|FR|20%|€73,94
EU556038|17-03-2025|marie.de_vries573@example.es|WID104|1|€188,60|€226,32|bank_transfer|FR|20%|€37,72
