order_id|order_date|customer_email|product_code|quantity|unit_price|total_amount|payment_method|country_code|vat_rate|vat_amount
EU294971|10-02-2025|pierre.dupont9693@example.it|WID132|2|€122,55|€291,66|paypal|DE|19%|€46,57
EU297817|10-02-2025|marie.garcia4500@example.de|WID128|3|€238,31|€865,08|bank_transfer|ES|21%|€150,14
EU301478|10-02-2025|sofia.dupont120@example.fr|WID199|5|€149,39|€896,32|bank_transfer|FR|20%|€149,39
EU298651|10-02-2025|marie.schmidt9350@example.fr|WID160|4|€188,17|€895,68|carte_bancaire|DE|19%|€143,01
EU298903|10-02-2025|jan.rossi5536@example.es|WID194|2|€235,60|€570,15|carte_bancaire|NL|21%|€98,95
EU298498|10-02-2025|marie.de_vries2787@example.nl|WID160|2|€172,07|€412,96|bank_transfer|FR|20%|€68,83
EU296495|10-02-2025|carlos.de_vries2094@example.de|WID134|1|€115,24|€139,44|carte_bancaire|NL|21%|€24,20
EU294987|10-02-2025|lucia.dupont2379@example.fr|WID107|3|€165,50|€600,77|bank_transfer|NL|21%|€104,27
EU299837|10-02-2025|sofia.dupont257@example.fr|WID108|5|€47,77|€289,02|paypal|ES|21%|€50,16
EU300926|10-02-2025|anna.schmidt407@example.nl|WID155|4|€293,89|€1422,41|credit_card|ES|21%|€246,87
EU298401|10-02-2025|jan.dupont4755@example.nl|WID126|3|€239,68|€855,65|carte_bancaire|DE|19%|€136,62
EU299446|10-02-2025|pierre.de_vries3645@example.fr|WID180|2|€166,15|€395,44|paypal|DE|19%|€63,14
EU301549|10-02-2025|hans.garcia4482@example.nl|WID189|5|€284,06|€1690,14|bank_transfer|DE|19%|€269,85
EU300777|10-02-2025|jan.schmidt8677@example.fr|WID151|3|€30,59|€109,20|carte_bancaire|DE|19%|€17,44
EU298577|10-02-2025|sofia.dupont7119@example.it|WID109|2|€157,04|€383,19|paypal|IT|22%|€69,10
EU297065|10-02-2025|marie.de_vries5438@example.nl|WID117|3|€183,16|€659,39|paypal|FR|20%|€109,90
EU300419|10-02-2025|jan.dupont2544@example.nl|WID121|1|€275,72|€330,87|bank_transfer|FR|20%|€55,14
EU296426|10-02-2025|hans.dupont3460@example.it|WID102|4|€234,23|€1114,93|bank_transfer|DE|19%|€178,01
EU298864|10-02-2025|pierre.schmidt1641@example.fr|WID121|1|€104,61|€125,54|credit_card|FR|20%|€20,92
EU294819|10-02-2025|hans.rossi4536@example.es|WID191|2|€219,95|€532,29|carte_bancaire|NL|21%|€92,38
EU299803|10-02-2025|carlos.dupont3094@example.it|WID103|4|€35,04|€169,61|paypal|NL|21%|€29,44
EU300394|10-02-2025|lucia.schmidt3158@example.fr|WID118|5|€233,98|€1427,26|credit_card|IT|22%|€257,38
EU295367|10-02-2025|sofia.rossi1531@example.it|WID164|4|€36,79|€178,06|bank_transfer|ES|21%|€30,90
EU294589|10-02-2025|sofia.schmidt3686@example.it|WID188|4|€156,10|€755,54|carte_bancaire|ES|21%|€131,13
EU300465|10-02-2025|pierre.de_vries8044@example.nl|WID158|2|€70,52|€170,67|bank_transfer|ES|21%|€29,62
EU296996|10-02-2025|hans.de_vries4280@example.nl|WID107|4|€143,60|€695,03|paypal|ES|21%|€120,63
EU295395|10-02-2025|sofia.garcia6728@example.fr|WID149|5|€129,05|€767,84|bank_transfer|DE|19%|€122,60
EU299817|10-02-2025|lucia.dupont2591@example.fr|WID177|4|€115,02|€556,68|credit_card|NL|21%|€96,61
EU299007|10-02-2025|marie.de_vries5000@example.de|WID119|3|€223,53|€818,11|carte_bancaire|IT|22%|€147,53
EU296738|10-02-2025|lucia.garcia3794@example.fr|WID126|4|€103,66|€501,71|carte_bancaire|ES|21%|€87,07
EU296254|10-02-2025|anna.de_vries9164@example.it|WID104|4|€292,16|€1402,35|carte_bancaire|FR|20%|€233,73
EU297276|10-02-2025|pierre.schmidt1162@example.it|WID156|5|€106,59|€650,23|carte_bancaire|IT|22%|€117,25
EU294438|10-02-2025|lucia.garcia6228@example.fr|WID181|3|€203,20|€737,62|credit_card|ES|21%|€128,02
EU301286|10-02-2025|anna.schmidt2823@example.de|WID140|3|€265,45|€963,59|paypal|ES|21%|€167,23
EU298434|10-02-2025|carlos.dupont7935@example.it|WID110|3|€112,14|€400,33|bank_transfer|DE|19%|€63,92
EU295613|10-02-2025|hans.rossi823@example.de|WID129|2|€111,00|€264,19|paypal|DE|19%|€42,18
EU295840|10-02-2025|sofia.de_vries1585@example.de|WID184|5|€135,55|€826,87|bank_transfer|IT|22%|€149,11
EU294568|10-02-2025|jan.rossi631@example.nl|WID131|5|€147,01|€882,06|credit_card|FR|20%|€147,01
EU296374|10-02-2025|sofia.rossi1845@example.it|WID131|2|€238,69|€577,62|bank_transfer|ES|21%|€100,25
EU300217|10-02-2025|marie.de_vries553@example.de|WID110|1|€261,68|€316,64|bank_transfer|ES|21%|€54,95
EU300390|10-02-2025|marie.schmidt4817@example.fr|WID119|4|€191,71|€920,22|carte_bancaire|FR|20%|€153,37
EU301053|10-02-2025|marie.schmidt2560@example.it|WID166|3|€7,84|€28,71|credit_card|IT|22%|€5,18
EU301011|10-02-2025|anna.rossi4116@example.it|WID128|5|€219,54|€1328,20|paypal|ES|21%|€230,51
EU299242|10-02-2025|anna.dupont814@example.es|WID189|2|€165,87|€401,41|carte_bancaire|ES|21%|€69,67
EU298157|10-02-2025|anna.schmidt7295@example.fr|WID112|4|€53,34|€258,16|paypal|ES|21%|€44,80
EU298576|10-02-2025|jan.dupont1607@example.de|WID160|5|€223,82|€1342,94|credit_card|FR|20%|€223,82
EU298397|10-02-2025|marie.dupont3465@example.it|WID170|1|€34,26|€40,77|bank_transfer|DE|19%|€6,51
EU301436|10-02-2025|sofia.rossi5688@example.de|WID154|2|€248,58|€596,58|bank_transfer|FR|20%|€99,43
EU300238|10-02-2025|sofia.de_vries1197@example.es|WID122|2|€289,72|€689,54|paypal|DE|19%|€110,10
EU297129|10-02-2025|hans.garcia3230@example.it|WID137|5|€275,15|€1664,68|credit_card|ES|21%|€288,91
EU298417|10-02-2025|hans.de_vries1595@example.fr|WID199|2|€196,27|€474,97|carte_bancaire|NL|21%|€82,43
EU299466|10-02-2025|anna.rossi421@example.de|WID113|3|€200,74|€734,72|paypal|IT|22%|€132,49
EU295880|10-02-2025|sofia.rossi1294@example.it|WID105|3|€10,17|€36,30|carte_bancaire|DE|19%|€5,80
EU294717|10-02-2025|lucia.rossi579@example.fr|WID111|3|€48,93|€174,67|credit_card|DE|19%|€27,89
EU297388|10-02-2025|pierre.schmidt325@example.fr|WID128|4|€162,75|€787,69|credit_card|ES|21%|€136,71
EU295727|10-02-2025|lucia.dupont2537@example.fr|WID190|5|€242,56|€1443,22|bank_transfer|DE|19%|€230,43
EU299412|10-02-2025|hans.schmidt2192@example.it|WID138|2|€69,78|€166,07|bank_transfer|DE|19%|€26,51
EU296502|10-02-2025|anna.schmidt6193@example.it|WID138|2|€126,09|€305,14|paypal|ES|21%|€52,96
EU300928|10-02-2025|anna.garcia3256@example.es|WID154|4|€242,44|€1163,69|bank_transfer|FR|20%|€193,95
EU296400|10-02-2025|lucia.schmidt820@example.it|WID152|1|€298,08|€360,68|credit_card|ES|21%|€62,60
EU297895|10-02-2025|sofia.garcia3574@example.nl|WID143|2|€118,81|€285,14|bank_transfer|FR|20%|€47,52
EU294413|10-02-2025|marie.garcia5020@example.nl|WID128|2|€240,43|€577,04|bank_transfer|FR|20%|€96,17
EU298004|10-02-2025|marie.garcia6722@example.nl|WID192|1|€145,19|€177,13|carte_bancaire|IT|22%|€31,94
EU301518|10-02-2025|marie.dupont1898@example.nl|WID184|5|€190,59|€1162,62|credit_card|IT|22%|€209,65
EU300235|10-02-2025|hans.schmidt2591@example.de|WID139|5|€127,49|€771,30|credit_card|NL|21%|€133,86
EU298177|10-02-2025|marie.rossi5602@example.fr|WID175|3|€17,42|€62,18|credit_card|DE|19%|€9,93
EU299257|10-02-2025|lucia.rossi3249@example.de|WID198|5|€114,24|€679,73|credit_card|DE|19%|€108,53
EU296429|10-02-2025|lucia.rossi6409@example.de|WID165|3|€201,93|€726,94|paypal|FR|20%|€121,16
EU298458|10-02-2025|carlos.de_vries6126@example.it|WID125|3|€264,43|€959,90|paypal|NL|21%|€166,59
EU298399|10-02-2025|carlos.de_vries865@example.it|WID119|1|€68,05|€81,65|carte_bancaire|FR|20%|€13,61
EU298767|10-02-2025|jan.rossi5622@example.it|WID106|5|€13,46|€81,46|carte_bancaire|ES|21%|€14,14
EU299413|10-02-2025|marie.dupont7536@example.fr|WID113|5|€12,19|€72,54|paypal|DE|19%|€11,58
EU298570|10-02-2025|jan.garcia4632@example.fr|WID127|4|€189,72|€925,83|credit_card|IT|22%|€166,95
EU299293|10-02-2025|marie.de_vries3308@example.nl|WID142|1|€215,19|€262,53|carte_bancaire|IT|22%|€47,34
EU295141|10-02-2025|hans.rossi6993@example.it|WID130|3|€206,78|€756,83|credit_card|IT|22%|€136,48
EU300345|10-02-2025|anna.de_vries4172@example.it|WID103|4|€223,34|€1063,11|bank_transfer|DE|19%|€169,74
EU295250|10-02-2025|anna.dupont9207@example.it|WID180|5|€146,40|€878,41|carte_bancaire|FR|20%|€146,40
EU300571|10-02-2025|hans.rossi8483@example.es|WID123|1|€248,86|€301,12|paypal|NL|21%|€52,26
EU294975|10-02-2025|pierre.rossi1913@example.nl|WID131|2|€64,62|€157,67|carte_bancaire|IT|22%|€28,43
EU298395|10-02-2025|sofia.rossi5995@example.it|WID139|3|€121,01|€439,28|carte_bancaire|NL|21%|€76,24
EU301006|10-02-2025|hans.garcia497@example.fr|WID140|3|€253,84|€921,45|carte_bancaire|NL|21%|€159,92
EU295090|10-02-2025|sofia.de_vries6356@example.fr|WID134|3|€213,35|€774,46|bank_transfer|NL|21%|€134,41
EU295829|10-02-2025|marie.dupont4059@example.fr|WID145|5|€107,23|€648,75|credit_card|NL|21%|€112,59
EU295116|10-02-2025|sofia.garcia8657@example.fr|WID137|3|€258,10|€936,89|paypal|ES|21%|€162,60
EU297813|10-02-2025|pierre.dupont4465@example.it|WID126|3|€41,43|€151,65|carte_bancaire|IT|22%|€27,35
EU300055|10-02-2025|jan.dupont2683@example.nl|WID160|4|€138,59|€676,30|bank_transfer|IT|22%|€121,96
EU300840|10-02-2025|pierre.schmidt2470@example.de|WID106|4|€63,15|€305,63|paypal|ES|21%|€53,04
EU298610|10-02-2025|carlos.de_vries2816@example.fr|WID118|4|€140,11|€683,74|bank_transfer|IT|22%|€123,30
EU296932|10-02-2025|marie.garcia1415@example.nl|WID100|5|€13,43|€79,89|paypal|DE|19%|€12,76
EU298266|10-02-2025|hans.schmidt4735@example.it|WID110|1|€24,71|€29,40|paypal|DE|19%|€4,69
EU297745|10-02-2025|anna.schmidt7488@example.nl|WID128|3|€215,03|€780,56|paypal|NL|21%|€135,47
EU295987|10-02-2025|anna.rossi4927@example.nl|WID153|2|€212,02|€513,08|paypal|NL|21%|€89,05
EU296445|10-02-2025|carlos.garcia8020@example.es|WID194|1|€103,73|€125,51|bank_transfer|NL|21%|€21,78
EU295323|10-02-2025|jan.garcia7112@example.es|WID134|3|€55,54|€199,93|bank_transfer|FR|20%|€33,32
EU298315|10-02-2025|jan.dupont4680@example.de|WID123|3|€9,13|€33,14|credit_card|ES|21%|€5,75
EU296894|10-02-2025|lucia.de_vries1415@example.it|WID143|4|€229,05|€1099,45|bank_transfer|FR|20%|€183,24
EU297807|10-02-2025|marie.rossi7431@example.it|WID198|2|€92,40|€219,91|credit_card|DE|19%|€35,11
