order_id|order_date|customer_email|product_code|quantity|unit_price|total_amount|payment_method|country_code|vat_rate|vat_amount
EU361670|19-02-2025|sofia.garcia5180@example.fr|WID188|4|€274,21|€1305,25|credit_card|DE|19%|€208,40
EU362172|19-02-2025|jan.de_vries9767@example.de|WID155|1|€25,79|€30,69|bank_transfer|DE|19%|€4,90
EU362181|19-02-2025|anna.rossi2458@example.fr|WID135|2|€206,02|€490,33|bank_transfer|DE|19%|€78,29
EU361308|19-02-2025|sofia.schmidt6250@example.nl|WID171|1|€173,45|€211,60|paypal|IT|22%|€38,16
EU365639|19-02-2025|pierre.de_vries8362@example.it|WID100|5|€216,34|€1287,23|carte_bancaire|DE|19%|€205,52
EU362840|19-02-2025|jan.schmidt9201@example.es|WID178|2|€12,09|€29,50|credit_card|IT|22%|€5,32
EU361171|19-02-2025|jan.dupont7958@example.es|WID187|3|€238,48|€872,82|credit_card|IT|22%|€157,39
EU364883|19-02-2025|anna.schmidt4635@example.de|WID161|2|€287,22|€695,08|carte_bancaire|ES|21%|€120,63
EU366091|19-02-2025|lucia.dupont3758@example.fr|WID193|1|€181,96|€218,35|paypal|FR|20%|€36,39
EU367776|19-02-2025|jan.dupont6041@example.fr|WID158|5|€165,08|€998,76|credit_card|ES|21%|€173,34
EU365646|19-02-2025|carlos.schmidt6154@example.it|WID176|5|€254,29|€1538,46|paypal|ES|21%|€267,01
EU362438|19-02-2025|marie.de_vries1523@example.es|WID153|2|€104,70|€253,36|credit_card|NL|21%|€43,97
EU365915|19-02-2025|lucia.garcia6492@example.nl|WID188|4|€192,16|€937,75|credit_card|IT|22%|€169,10
EU364686|19-02-2025|pierre.rossi5183@example.fr|WID117|2|€130,11|€314,87|bank_transfer|NL|21%|€54,65
EU364095|19-02-2025|sofia.dupont2314@example.de|WID191|5|€46,39|€278,36|paypal|FR|20%|€46,39
EU367467|19-02-2025|anna.schmidt6365@example.it|WID103|4|€121,34|€582,44|credit_card|FR|20%|€97,07
EU364484|19-02-2025|hans.de_vries1715@example.es|WID157|3|€287,33|€1051,64|credit_card|IT|22%|€189,64
EU364359|19-02-2025|hans.schmidt3652@example.it|WID162|5|€288,08|€1742,90|paypal|NL|21%|€302,49
EU367554|19-02-2025|sofia.dupont9776@example.es|WID112|2|€256,22|€620,04|carte_bancaire|ES|21%|€107,61
EU363078|19-02-2025|sofia.de_vries2728@example.fr|WID180|3|€150,97|€552,55|carte_bancaire|IT|22%|€99,64
EU364104|19-02-2025|pierre.rossi5908@example.nl|WID198|3|€6,75|€24,10|credit_card|DE|19%|€3,85
EU365431|19-02-2025|sofia.dupont511@example.it|WID127|4|€86,77|€416,50|bank_transfer|FR|20%|€69,42
EU365715|19-02-2025|hans.schmidt8512@example.es|WID188|1|€174,31|€210,92|bank_transfer|ES|21%|€36,61
EU367039|19-02-2025|marie.schmidt2349@example.nl|WID111|5|€249,21|€1507,71|bank_transfer|NL|21%|€261,67
EU360729|19-02-2025|sofia.de_vries9790@example.es|WID177|3|€219,82|€784,75|carte_bancaire|DE|19%|€125,30
EU361923|19-02-2025|lucia.de_vries540@example.fr|WID124|1|€267,90|€324,15|carte_bancaire|ES|21%|€56,26
EU362870|19-02-2025|hans.schmidt2465@example.es|WID138|4|€129,60|€622,09|credit_card|FR|20%|€103,68
EU366645|19-02-2025|anna.dupont8097@example.es|WID198|3|€206,52|€743,48|carte_bancaire|FR|20%|€123,91
EU365984|19-02-2025|carlos.schmidt1049@example.de|WID169|2|€13,24|€32,30|bank_transfer|IT|22%|€5,82
EU366428|19-02-2025|sofia.de_vries3124@example.de|WID160|3|€200,49|€727,78|carte_bancaire|NL|21%|€126,31
EU366304|19-02-2025|anna.garcia5181@example.es|WID168|1|€64,26|€77,75|bank_transfer|NL|21%|€13,49
EU363298|19-02-2025|anna.dupont2106@example.it|WID149|1|€78,59|€94,31|paypal|FR|20%|€15,72
EU363249|19-02-2025|pierre.rossi6988@example.it|WID109|3|€52,50|€190,57|bank_transfer|NL|21%|€33,07
EU364226|19-02-2025|pierre.rossi1915@example.de|WID145|4|€268,31|€1298,62|paypal|NL|21%|€225,38
EU361899|19-02-2025|pierre.dupont5319@example.nl|WID158|5|€69,27|€422,56|carte_bancaire|IT|22%|€76,20
EU361045|19-02-2025|marie.de_vries769@example.fr|WID161|3|€219,03|€781,93|bank_transfer|DE|19%|€124,85
EU365986|19-02-2025|jan.garcia3657@example.fr|WID110|1|€172,22|€210,11|credit_card|IT|22%|€37,89
EU365201|19-02-2025|anna.rossi5536@example.fr|WID116|3|€118,66|€434,29|credit_card|IT|22%|€78,31
EU360736|19-02-2025|lucia.de_vries9720@example.es|WID138|2|€28,20|€67,13|credit_card|DE|19%|€10,72
EU360643|19-02-2025|jan.de_vries5238@example.nl|WID173|1|€273,89|€334,14|paypal|IT|22%|€60,26
EU367498|19-02-2025|hans.garcia3237@example.it|WID137|3|€165,48|€590,78|credit_card|DE|19%|€94,33
EU365301|19-02-2025|hans.schmidt9865@example.it|WID169|4|€239,57|€1140,35|paypal|DE|19%|€182,07
EU363398|19-02-2025|pierre.garcia7567@example.es|WID111|2|€21,00|€50,81|paypal|ES|21%|€8,82
EU360797|19-02-2025|carlos.garcia5577@example.de|WID123|1|€276,57|€329,11|credit_card|DE|19%|€52,55
EU362796|19-02-2025|marie.dupont8222@example.de|WID124|4|€6,06|€29,33|carte_bancaire|ES|21%|€5,09
EU367867|19-02-2025|carlos.de_vries6579@example.it|WID120|2|€248,75|€601,97|carte_bancaire|ES|21%|€104,47
EU362733|19-02-2025|pierre.de_vries131@example.fr|WID112|4|€282,72|€1368,34|carte_bancaire|NL|21%|€237,48
EU361775|19-02-2025|anna.de_vries1866@example.nl|WID131|5|€184,57|€1107,40|credit_card|FR|20%|€184,57
EU367716|19-02-2025|pierre.garcia1881@example.de|WID101|3|€122,12|€435,96|carte_bancaire|DE|19%|€69,61
EU364092|19-02-2025|lucia.dupont1002@example.fr|WID109|3|€221,68|€804,69|carte_bancaire|NL|21%|€139,66
EU363218|19-02-2025|marie.rossi5207@example.it|WID120|2|€175,72|€421,72|paypal|FR|20%|€70,29
EU362960|19-02-2025|anna.de_vries9703@example.nl|WID183|2|€10,13|€24,51|carte_bancaire|NL|21%|€4,25
EU363739|19-02-2025|pierre.schmidt647@example.fr|WID149|3|€142,33|€512,39|credit_card|FR|20%|€85,40
EU364734|19-02-2025|marie.dupont5756@example.de|WID187|4|€38,10|€181,38|carte_bancaire|DE|19%|€28,96
EU360700|19-02-2025|jan.dupont1929@example.de|WID116|5|€110,59|€663,53|paypal|FR|20%|€110,59
EU366076|19-02-2025|pierre.dupont1157@example.nl|WID128|4|€7,54|€36,50|credit_card|NL|21%|€6,34
EU366150|19-02-2025|anna.dupont8812@example.fr|WID134|1|€31,08|€37,30|paypal|FR|20%|€6,22
EU366276|19-02-2025|sofia.rossi94@example.nl|WID102|4|€5,73|€27,30|carte_bancaire|DE|19%|€4,36
EU367496|19-02-2025|pierre.de_vries8718@example.es|WID159|2|€186,25|€450,73|carte_bancaire|ES|21%|€78,23
EU367532|19-02-2025|hans.dupont2484@example.fr|WID130|3|€201,22|€718,34|carte_bancaire|DE|19%|€114,69
EU367220|19-02-2025|sofia.schmidt9786@example.es|WID167|3|€224,04|€819,99|paypal|IT|22%|€147,87
EU365502|19-02-2025|hans.de_vries2719@example.de|WID107|1|€295,33|€357,35|credit_card|NL|21%|€62,02
EU364536|19-02-2025|marie.de_vries6016@example.es|WID120|5|€216,56|€1310,18|paypal|ES|21%|€227,39
EU367537|19-02-2025|anna.rossi6984@example.es|WID173|2|€92,14|€222,99|bank_transfer|NL|21%|€38,70
EU366654|19-02-2025|carlos.de_vries4511@example.fr|WID194|2|€278,57|€674,13|bank_transfer|NL|21%|€117,00
EU362362|19-02-2025|carlos.schmidt1644@example.it|WID107|5|€225,87|€1366,50|credit_card|ES|21%|€237,16
EU361336|19-02-2025|sofia.dupont1710@example.fr|WID166|4|€231,01|€1127,33|credit_card|IT|22%|€203,29
EU365384|19-02-2025|anna.rossi3456@example.de|WID195|5|€298,28|€1804,59|bank_transfer|NL|21%|€313,19
EU364719|19-02-2025|hans.dupont463@example.it|WID138|4|€154,14|€733,72|paypal|DE|19%|€117,15
EU367017|19-02-2025|jan.de_vries4811@example.fr|WID190|4|€53,10|€259,11|carte_bancaire|IT|22%|€46,73
EU367821|19-02-2025|hans.dupont5455@example.es|WID151|5|€274,09|€1630,85|credit_card|DE|19%|€260,39
EU364418|19-02-2025|marie.rossi1339@example.es|WID148|2|€151,68|€367,07|carte_bancaire|ES|21%|€63,71
EU363484|19-02-2025|anna.de_vries6975@example.es|WID190|4|€213,05|€1031,18|carte_bancaire|NL|21%|€178,97
EU363897|19-02-2025|lucia.garcia8810@example.it|WID146|3|€32,28|€115,24|credit_card|DE|19%|€18,40
EU364721|19-02-2025|jan.schmidt8180@example.fr|WID138|5|€79,78|€486,65|credit_card|IT|22%|€87,76
EU365956|19-02-2025|carlos.garcia9868@example.es|WID101|3|€81,52|€291,03|bank_transfer|DE|19%|€46,47
EU367106|19-02-2025|carlos.rossi4240@example.de|WID155|4|€116,14|€557,45|carte_bancaire|FR|20%|€92,91
EU367241|19-02-2025|anna.rossi8817@example.fr|WID147|4|€284,75|€1378,17|paypal|ES|21%|€239,19
EU367523|19-02-2025|hans.rossi3799@example.nl|WID158|1|€266,82|€325,52|paypal|IT|22%|€58,70
EU366171|19-02-2025|pierre.schmidt7485@example.es|WID199|5|€284,37|€1706,23|credit_card|FR|20%|€284,37
EU362050|19-02-2025|hans.schmidt4962@example.es|WID132|2|€72,95|€176,54|paypal|ES|21%|€30,64
EU364766|19-02-2025|jan.garcia6422@example.nl|WID171|3|€228,65|€829,99|credit_card|NL|21%|€144,05
EU362501|19-02-2025|hans.dupont5202@example.es|WID148|4|€6,87|€33,53|credit_card|IT|22%|€6,05
EU365975|19-02-2025|sofia.schmidt9390@example.fr|WID176|5|€38,21|€227,33|paypal|DE|19%|€36,30
EU362871|19-02-2025|marie.schmidt8053@example.es|WID163|5|€46,51|€281,40|bank_transfer|NL|21%|€48,84
EU367443|19-02-2025|hans.garcia2263@example.de|WID115|5|€256,75|€1527,66|carte_bancaire|DE|19%|€243,91
EU365482|19-02-2025|hans.de_vries5628@example.es|WID120|3|€104,54|€373,22|credit_card|DE|19%|€59,59
EU366457|19-02-2025|hans.dupont1238@example.de|WID113|4|€22,35|€108,17|credit_card|ES|21%|€18,77
