order_number	created_at	customer_info	line_items	payment_details	device_type
C76881	2025-01-08T21:35:07Z	"{""email"":""yamada6355@example.jp"",""country"":""JP"",""phone"":""+81-90-3032-7973""}"	"[{""sku"":""WIDGET-374"",""qty"":1,""price"":6594}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":6594,""status"":""settled""}"	mobile
C77081	2025-01-08T11:45:19Z	"{""email"":""lee5224@example.jp"",""country"":""JP"",""phone"":""+81-90-9981-9457""}"	"[{""sku"":""WIDGET-352"",""qty"":2,""price"":20644}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":41288,""status"":""completed""}"	desktop
C77285	2025-01-08T19:45:15Z	"{""email"":""kim3404@example.jp"",""country"":""JP"",""phone"":""+81-90-1443-1558""}"	"[{""sku"":""WIDGET-168"",""qty"":2,""price"":6793}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":13586,""status"":""completed""}"	mobile
C75961	2025-01-08T04:10:44Z	"{""email"":""lee4627@example.jp"",""country"":""JP"",""phone"":""+81-90-7679-3768""}"	"[{""sku"":""WIDGET-217"",""qty"":1,""price"":23845}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":23845,""status"":""completed""}"	mobile
C82439	2025-01-08T19:55:11Z	"{""email"":""park4802@example.jp"",""country"":""JP"",""phone"":""+81-90-8316-4494""}"	"[{""sku"":""WIDGET-355"",""qty"":3,""price"":15504}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":46512,""status"":""completed""}"	mobile
C79526	2025-01-08T23:15:07Z	"{""email"":""kim9929@example.kr"",""country"":""KR"",""phone"":""+82-10-9157-8727""}"	"[{""sku"":""WIDGET-387"",""qty"":5,""price"":163401}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":817005,""status"":""settled""}"	mobile
C81403	2025-01-08T09:35:20Z	"{""email"":""park6783@example.kr"",""country"":""KR"",""phone"":""+82-10-8318-8108""}"	"[{""sku"":""WIDGET-313"",""qty"":3,""price"":204359}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":613077,""status"":""settled""}"	desktop
C77556	2025-01-08T13:25:32Z	"{""email"":""kim405@example.jp"",""country"":""JP"",""phone"":""+81-90-6022-9462""}"	"[{""sku"":""WIDGET-156"",""qty"":5,""price"":15850}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":79250,""status"":""settled""}"	desktop
C81443	2025-01-08T14:50:57Z	"{""email"":""lee9011@example.kr"",""country"":""KR"",""phone"":""+82-10-9459-3666""}"	"[{""sku"":""WIDGET-294"",""qty"":2,""price"":233561}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":467122,""status"":""settled""}"	tablet
C82549	2025-01-08T11:45:57Z	"{""email"":""yamada6486@example.jp"",""country"":""JP"",""phone"":""+81-90-8031-6718""}"	"[{""sku"":""WIDGET-238"",""qty"":5,""price"":2509}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":12545,""status"":""completed""}"	tablet
C79923	2025-01-08T01:15:51Z	"{""email"":""lee9325@example.kr"",""country"":""KR"",""phone"":""+82-10-6310-1814""}"	"[{""sku"":""WIDGET-132"",""qty"":3,""price"":134307}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":402921,""status"":""settled""}"	tablet
C84323	2025-01-08T03:00:10Z	"{""email"":""park8070@example.kr"",""country"":""KR"",""phone"":""+82-10-6792-3213""}"	"[{""sku"":""WIDGET-312"",""qty"":1,""price"":83373}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":83373,""status"":""completed""}"	tablet
C80394	2025-01-08T19:35:48Z	"{""email"":""yamada1684@example.jp"",""country"":""JP"",""phone"":""+81-90-4959-7022""}"	"[{""sku"":""WIDGET-228"",""qty"":4,""price"":1909}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":7636,""status"":""pending""}"	desktop
C78273	2025-01-08T13:55:39Z	"{""email"":""yamada779@example.jp"",""country"":""JP"",""phone"":""+81-90-9448-5103""}"	"[{""sku"":""WIDGET-148"",""qty"":3,""price"":22470}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":67410,""status"":""settled""}"	mobile
C78669	2025-01-08T09:15:45Z	"{""email"":""yamada7569@example.kr"",""country"":""KR"",""phone"":""+82-10-3999-9233""}"	"[{""sku"":""WIDGET-126"",""qty"":2,""price"":136721}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":273442,""status"":""settled""}"	tablet
C81355	2025-01-08T16:05:59Z	"{""email"":""suzuki9381@example.kr"",""country"":""KR"",""phone"":""+82-10-8461-4786""}"	"[{""sku"":""WIDGET-153"",""qty"":3,""price"":166811}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":500433,""status"":""settled""}"	tablet
C79072	2025-01-08T03:35:44Z	"{""email"":""yamada4853@example.kr"",""country"":""KR"",""phone"":""+82-10-1675-3636""}"	"[{""sku"":""WIDGET-288"",""qty"":1,""price"":163541}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":163541,""status"":""settled""}"	tablet
C74237	2025-01-08T23:10:32Z	"{""email"":""park5406@example.jp"",""country"":""JP"",""phone"":""+81-90-6803-7698""}"	"[{""sku"":""WIDGET-190"",""qty"":3,""price"":29235}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":87705,""status"":""completed""}"	mobile
C84098	2025-01-08T12:35:54Z	"{""email"":""park5287@example.kr"",""country"":""KR"",""phone"":""+82-10-5765-2143""}"	"[{""sku"":""WIDGET-113"",""qty"":4,""price"":182415}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":729660,""status"":""settled""}"	desktop
