order_number	created_at	customer_info	line_items	payment_details	device_type
C65724	2025-01-07T14:20:33Z	"{""email"":""tanaka1910@example.jp"",""country"":""JP"",""phone"":""+81-90-9400-8516""}"	"[{""sku"":""WIDGET-227"",""qty"":2,""price"":29932}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":59864,""status"":""pending""}"	tablet
C64557	2025-01-07T04:25:14Z	"{""email"":""yamada8894@example.kr"",""country"":""KR"",""phone"":""+82-10-1413-9430""}"	"[{""sku"":""WIDGET-242"",""qty"":2,""price"":115159}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":230318,""status"":""settled""}"	desktop
C66300	2025-01-07T23:30:14Z	"{""email"":""tanaka429@example.jp"",""country"":""JP"",""phone"":""+81-90-6500-9432""}"	"[{""sku"":""WIDGET-321"",""qty"":1,""price"":16921}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":16921,""status"":""settled""}"	desktop
C73314	2025-01-07T15:25:41Z	"{""email"":""suzuki5698@example.kr"",""country"":""KR"",""phone"":""+82-10-4901-8745""}"	"[{""sku"":""WIDGET-339"",""qty"":3,""price"":167853}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":503559,""status"":""settled""}"	desktop
C68904	2025-01-07T07:55:09Z	"{""email"":""yamada2273@example.jp"",""country"":""JP"",""phone"":""+81-90-9956-6288""}"	"[{""sku"":""WIDGET-343"",""qty"":1,""price"":15667}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":15667,""status"":""settled""}"	tablet
C67429	2025-01-07T14:25:38Z	"{""email"":""lee7658@example.jp"",""country"":""JP"",""phone"":""+81-90-1899-5318""}"	"[{""sku"":""WIDGET-262"",""qty"":3,""price"":785}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":2355,""status"":""settled""}"	desktop
C63676	2025-01-07T23:45:38Z	"{""email"":""suzuki2491@example.jp"",""country"":""JP""}"	"[{""sku"":""WIDGET-370"",""qty"":5,""price"":6134}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":30670,""status"":""settled""}"	mobile
C73699	2025-01-07T07:20:27Z	"{""email"":""tanaka2662@example.jp"",""country"":""JP"",""phone"":""+81-90-5371-1701""}"	"[{""sku"":""WIDGET-374"",""qty"":1,""price"":25824}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":25824,""status"":""completed""}"	mobile
C72412	2025-01-07T03:00:29Z	"{""email"":""kim7665@example.kr"",""country"":""KR"",""phone"":""+82-10-5869-5137""}"	"[{""sku"":""WIDGET-237"",""qty"":1,""price"":204780}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":204780,""status"":""settled""}"	desktop
C69935	2025-01-07T19:25:00Z	"{""email"":""suzuki1309@example.jp"",""country"":""JP"",""phone"":""+81-90-2835-4647""}"	"[{""sku"":""WIDGET-259"",""qty"":4,""price"":28763}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":115052,""status"":""completed""}"	desktop
C72577	2025-01-07T10:05:45Z	"{""email"":""yamada9884@example.kr"",""country"":""KR"",""phone"":""+82-10-6107-7240""}"	"[{""sku"":""WIDGET-210"",""qty"":4,""price"":90748}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":362992,""status"":""completed""}"	mobile
C69220	2025-01-07T09:15:02Z	"{""email"":""tanaka1080@example.kr"",""country"":""KR"",""phone"":""+82-10-8727-5534""}"	"[{""sku"":""WIDGET-346"",""qty"":3,""price"":101421}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":304263,""status"":""settled""}"	tablet
C71021	2025-01-07T08:00:57Z	"{""email"":""suzuki1957@example.jp"",""country"":""JP"",""phone"":""+81-90-2624-4681""}"	"[{""sku"":""WIDGET-310"",""qty"":2,""price"":10380}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":20760,""status"":""pending""}"	mobile
C70048	2025-01-07T15:05:35Z	"{""email"":""yamada2317@example.jp"",""country"":""JP"",""phone"":""+81-90-1673-3135""}"	"[{""sku"":""WIDGET-253"",""qty"":3,""price"":15354}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":46062,""status"":""settled""}"	tablet
C63854	2025-01-07T04:15:28Z	"{""email"":""lee7827@example.kr"",""country"":""KR"",""phone"":""+82-10-8218-5617""}"	"[{""sku"":""WIDGET-118"",""qty"":2,""price"":205848}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":411696,""status"":""completed""}"	desktop
C68336	2025-01-07T17:25:40Z	"{""email"":""kim753@example.kr"",""country"":""KR"",""phone"":""+82-10-4688-4619""}"	"[{""sku"":""WIDGET-255"",""qty"":4,""price"":65947}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":263788,""status"":""settled""}"	tablet
