order_number	created_at	customer_info	line_items	payment_details	device_type
C195866	2025-01-19T05:45:56Z	"{""email"":""kim1212@example.kr"",""country"":""KR"",""phone"":""+82-10-3812-8087""}"	"[{""sku"":""WIDGET-211"",""qty"":5,""price"":172797}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":863985,""status"":""settled""}"	mobile
C191155	2025-01-19T18:10:13Z	"{""email"":""kim3261@example.jp"",""country"":""JP"",""phone"":""+81-90-5633-6197""}"	"[{""sku"":""WIDGET-285"",""qty"":1,""price"":15111}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":15111,""status"":""completed""}"	desktop
C199638	2025-01-19T15:40:12Z	"{""email"":""suzuki4789@example.jp"",""country"":""JP"",""phone"":""+81-90-5677-7813""}"	"[{""sku"":""WIDGET-351"",""qty"":3,""price"":13104}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":39312,""status"":""settled""}"	desktop
C193752	2025-01-19T17:25:32Z	"{""email"":""suzuki1742@example.jp"",""country"":""JP"",""phone"":""+81-90-9711-2126""}"	"[{""sku"":""WIDGET-136"",""qty"":4,""price"":14677}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":58708,""status"":""settled""}"	mobile
C195686	2025-01-19T22:35:22Z	"{""email"":""lee3759@example.jp"",""country"":""JP"",""phone"":""+81-90-2049-6703""}"	"[{""sku"":""WIDGET-253"",""qty"":2,""price"":15492}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":30984,""status"":""pending""}"	desktop
C195056	2025-01-19T13:45:50Z	"{""email"":""lee6653@example.jp"",""country"":""JP"",""phone"":""+81-90-8776-9577""}"	"[{""sku"":""WIDGET-332"",""qty"":4,""price"":3167}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":12668,""status"":""pending""}"	tablet
C191010	2025-01-19T14:05:45Z	"{""email"":""kim433@example.jp"",""country"":""JP"",""phone"":""+81-90-2846-5701""}"	"[{""sku"":""WIDGET-213"",""qty"":4,""price"":26551}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":106204,""status"":""settled""}"	mobile
C197974	2025-01-19T11:40:46Z	"{""email"":""tanaka39@example.kr"",""country"":""KR"",""phone"":""+82-10-7903-4834""}"	"[{""sku"":""WIDGET-234"",""qty"":5,""price"":21992}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":109960,""status"":""settled""}"	mobile
C195999	2025-01-19T07:50:50Z	"{""email"":""kim6205@example.jp"",""country"":""JP"",""phone"":""+81-90-1201-8954""}"	"[{""sku"":""WIDGET-265"",""qty"":5,""price"":16218}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":81090,""status"":""completed""}"	tablet
C199869	2025-01-19T18:55:56Z	"{""email"":""park610@example.kr"",""country"":""KR"",""phone"":""+82-10-1279-9493""}"	"[{""sku"":""WIDGET-122"",""qty"":2,""price"":191400}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":382800,""status"":""pending""}"	tablet
C195816	2025-01-19T11:30:22Z	"{""email"":""lee9364@example.jp"",""country"":""JP"",""phone"":""+81-90-2036-7525""}"	"[{""sku"":""WIDGET-309"",""qty"":4,""price"":12560}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":50240,""status"":""settled""}"	mobile
C194924	2025-01-19T06:15:07Z	"{""email"":""kim8570@example.kr"",""country"":""KR"",""phone"":""+82-10-9483-9997""}"	"[{""sku"":""WIDGET-322"",""qty"":5,""price"":128530}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":642650,""status"":""settled""}"	desktop
C192717	2025-01-19T03:40:13Z	"{""email"":""kim143@example.jp"",""country"":""JP"",""phone"":""+81-90-3863-8070""}"	"[{""sku"":""WIDGET-101"",""qty"":2,""price"":1193}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":2386,""status"":""pending""}"	tablet
C191408	2025-01-19T07:35:30Z	"{""email"":""lee8295@example.kr"",""country"":""KR"",""phone"":""+82-10-4837-4415""}"	"[{""sku"":""WIDGET-109"",""qty"":2,""price"":40425}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":80850,""status"":""settled""}"	tablet
C195228	2025-01-19T15:30:50Z	"{""email"":""tanaka4178@example.jp"",""country"":""JP"",""phone"":""+81-90-3467-8132""}"	"[{""sku"":""WIDGET-179"",""qty"":2,""price"":25219}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":50438,""status"":""completed""}"	mobile
C192033	2025-01-19T13:30:45Z	"{""email"":""yamada9980@example.jp"",""country"":""JP"",""phone"":""+81-90-6816-2597""}"	"[{""sku"":""WIDGET-283"",""qty"":3,""price"":19578}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":58734,""status"":""settled""}"	tablet
C198552	2025-01-19T23:00:22Z	"{""email"":""yamada5006@example.kr"",""country"":""KR"",""phone"":""+82-10-1197-4155""}"	"[{""sku"":""WIDGET-207"",""qty"":4,""price"":194232}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":776928,""status"":""settled""}"	desktop
