order_number	created_at	customer_info	line_items	payment_details	device_type
C859478	2025-03-23T23:05:31Z	"{""email"":""yamada3679@example.kr"",""country"":""KR"",""phone"":""+82-10-4006-7146""}"	"[{""sku"":""WIDGET-385"",""qty"":2,""price"":114638}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":229276,""status"":""settled""}"	mobile
C859260	2025-03-23T16:30:35Z	"{""email"":""kim414@example.jp"",""country"":""JP"",""phone"":""+81-90-8582-2765""}"	"[{""sku"":""WIDGET-309"",""qty"":3,""price"":29392}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":88176,""status"":""completed""}"	mobile
C858880	2025-03-23T14:55:03Z	"{""email"":""lee802@example.jp"",""country"":""JP"",""phone"":""+81-90-3407-6467""}"	"[{""sku"":""WIDGET-376"",""qty"":1,""price"":10286}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":10286,""status"":""settled""}"	tablet
C856837	2025-03-23T08:55:34Z	"{""email"":""yamada3530@example.jp"",""country"":""JP"",""phone"":""+81-90-2957-7153""}"	"[{""sku"":""WIDGET-395"",""qty"":5,""price"":22267}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":111335,""status"":""completed""}"	desktop
C857910	2025-03-23T06:00:01Z	"{""email"":""park5451@example.jp"",""country"":""JP"",""phone"":""+81-90-7155-9816""}"	"[{""sku"":""WIDGET-380"",""qty"":3,""price"":12944}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":38832,""status"":""settled""}"	mobile
C862590	2025-03-23T16:00:55Z	"{""email"":""lee5724@example.jp"",""country"":""JP"",""phone"":""+81-90-9774-8356""}"	"[{""sku"":""WIDGET-129"",""qty"":2,""price"":6356}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":12712,""status"":""settled""}"	tablet
C863702	2025-03-23T09:10:42Z	"{""email"":""park346@example.jp"",""country"":""JP"",""phone"":""+81-90-6715-5848""}"	"[{""sku"":""WIDGET-296"",""qty"":4,""price"":10216}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":40864,""status"":""completed""}"	mobile
C862433	2025-03-23T12:50:00Z	"{""email"":""lee1013@example.kr"",""country"":""KR"",""phone"":""+82-10-7401-5000""}"	"[{""sku"":""WIDGET-312"",""qty"":4,""price"":195504}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":782016,""status"":""pending""}"	mobile
C859761	2025-03-23T08:35:46Z	"{""email"":""tanaka342@example.kr"",""country"":""KR"",""phone"":""+82-10-1731-4003""}"	"[{""sku"":""WIDGET-224"",""qty"":1,""price"":9003}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":9003,""status"":""completed""}"	tablet
C865647	2025-03-23T10:25:41Z	"{""email"":""park8372@example.jp"",""country"":""JP"",""phone"":""+81-90-7596-2309""}"	"[{""sku"":""WIDGET-173"",""qty"":3,""price"":10841}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":32523,""status"":""settled""}"	desktop
C863593	2025-03-23T00:35:04Z	"{""email"":""suzuki8924@example.jp"",""country"":""JP"",""phone"":""+81-90-9335-6101""}"	"[{""sku"":""WIDGET-253"",""qty"":5,""price"":8782}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":43910,""status"":""settled""}"	tablet
C862448	2025-03-23T02:20:42Z	"{""email"":""lee2243@example.jp"",""country"":""JP"",""phone"":""+81-90-3667-4103""}"	"[{""sku"":""WIDGET-225"",""qty"":1,""price"":23727}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":23727,""status"":""settled""}"	mobile
C862929	2025-03-23T09:45:16Z	"{""email"":""lee7339@example.jp"",""country"":""JP"",""phone"":""+81-90-3580-2190""}"	"[{""sku"":""WIDGET-356"",""qty"":3,""price"":18477}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":55431,""status"":""completed""}"	desktop
C860104	2025-03-23T10:45:36Z	"{""email"":""suzuki7245@example.kr"",""country"":""KR"",""phone"":""+82-10-8312-5305""}"	"[{""sku"":""WIDGET-314"",""qty"":3,""price"":29384}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":88152,""status"":""settled""}"	desktop
C859422	2025-03-23T00:50:26Z	"{""email"":""lee9515@example.jp"",""country"":""JP"",""phone"":""+81-90-4609-4784""}"	"[{""sku"":""WIDGET-258"",""qty"":3,""price"":29790}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":89370,""status"":""completed""}"	tablet
C855715	2025-03-23T20:20:08Z	"{""email"":""lee5767@example.jp"",""country"":""JP"",""phone"":""+81-90-9428-1091""}"	"[{""sku"":""WIDGET-331"",""qty"":5,""price"":16718}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":83590,""status"":""settled""}"	desktop
