order_number	created_at	customer_info	line_items	payment_details	device_type
C354218	2025-02-03T00:10:01Z	"{""email"":""kim4831@example.kr"",""country"":""KR"",""phone"":""+82-10-1838-9743""}"	"[{""sku"":""WIDGET-219"",""qty"":1,""price"":6962}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":6962,""status"":""settled""}"	desktop
C356026	2025-02-03T07:45:03Z	"{""email"":""kim6543@example.kr"",""country"":""KR"",""phone"":""+82-10-8644-7856""}"	"[{""sku"":""WIDGET-261"",""qty"":4,""price"":222052}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":888208,""status"":""settled""}"	desktop
C352845	2025-02-03T10:20:05Z	"{""email"":""lee6074@example.kr"",""country"":""KR"",""phone"":""+82-10-6982-3069""}"	"[{""sku"":""WIDGET-332"",""qty"":1,""price"":104166}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":104166,""status"":""settled""}"	mobile
C356991	2025-02-03T15:00:53Z	"{""email"":""lee559@example.jp"",""country"":""JP"",""phone"":""+81-90-7206-3641""}"	"[{""sku"":""WIDGET-260"",""qty"":3,""price"":24286}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":72858,""status"":""completed""}"	tablet
C351629	2025-02-03T00:35:40Z	"{""email"":""kim9334@example.jp"",""country"":""JP"",""phone"":""+81-90-8768-5539""}"	"[{""sku"":""WIDGET-342"",""qty"":2,""price"":25349}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":50698,""status"":""settled""}"	desktop
C350602	2025-02-03T09:50:01Z	"{""email"":""kim4998@example.kr"",""country"":""KR"",""phone"":""+82-10-1004-3966""}"	"[{""sku"":""WIDGET-111"",""qty"":4,""price"":192025}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":768100,""status"":""completed""}"	desktop
C358182	2025-02-03T07:45:06Z	"{""email"":""yamada4727@example.jp"",""country"":""JP"",""phone"":""+81-90-4293-7193""}"	"[{""sku"":""WIDGET-319"",""qty"":3,""price"":9094}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":27282,""status"":""settled""}"	desktop
C355259	2025-02-03T00:20:52Z	"{""email"":""suzuki534@example.jp"",""country"":""JP"",""phone"":""+81-90-6833-9928""}"	"[{""sku"":""WIDGET-245"",""qty"":4,""price"":22564}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":90256,""status"":""settled""}"	desktop
C351500	2025-02-03T14:55:09Z	"{""email"":""park3704@example.jp"",""country"":""JP"",""phone"":""+81-90-8389-8994""}"	"[{""sku"":""WIDGET-285"",""qty"":2,""price"":5834}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":11668,""status"":""settled""}"	tablet
C350822	2025-02-03T01:25:52Z	"{""email"":""tanaka3124@example.kr"",""country"":""KR"",""phone"":""+82-10-5044-6287""}"	"[{""sku"":""WIDGET-293"",""qty"":2,""price"":113922}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":227844,""status"":""pending""}"	tablet
