order_number	created_at	customer_info	line_items	payment_details	device_type
C436962	2025-02-11T19:20:44Z	"{""email"":""tanaka3329@example.kr"",""country"":""KR"",""phone"":""+82-10-5645-2255""}"	"[{""sku"":""WIDGET-127"",""qty"":3,""price"":50882}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":152646,""status"":""settled""}"	desktop
C435528	2025-02-11T21:00:14Z	"{""email"":""tanaka1408@example.jp"",""country"":""JP"",""phone"":""+81-90-2610-6794""}"	"[{""sku"":""WIDGET-382"",""qty"":2,""price"":21472}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":42944,""status"":""settled""}"	tablet
C437707	2025-02-11T07:45:39Z	"{""email"":""tanaka5374@example.kr"",""country"":""KR"",""phone"":""+82-10-2024-7681""}"	"[{""sku"":""WIDGET-253"",""qty"":3,""price"":235908}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":707724,""status"":""settled""}"	desktop
C440687	2025-02-11T14:40:14Z	"{""email"":""kim8284@example.jp"",""country"":""JP"",""phone"":""+81-90-3037-5141""}"	"[{""sku"":""WIDGET-360"",""qty"":3,""price"":4069}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":12207,""status"":""settled""}"	tablet
C433777	2025-02-11T15:05:07Z	"{""email"":""park3961@example.jp"",""country"":""JP"",""phone"":""+81-90-6627-2780""}"	"[{""sku"":""WIDGET-349"",""qty"":1,""price"":29970}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":29970,""status"":""completed""}"	desktop
C441071	2025-02-11T07:00:50Z	"{""email"":""lee7937@example.jp"",""country"":""JP"",""phone"":""+81-90-6061-2320""}"	"[{""sku"":""WIDGET-351"",""qty"":2,""price"":8599}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":17198,""status"":""completed""}"	desktop
C433023	2025-02-11T01:00:01Z	"{""email"":""yamada3380@example.jp"",""country"":""JP"",""phone"":""+81-90-5745-3105""}"	"[{""sku"":""WIDGET-394"",""qty"":5,""price"":11490}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":57450,""status"":""settled""}"	tablet
C437343	2025-02-11T09:30:57Z	"{""email"":""kim281@example.kr"",""country"":""KR"",""phone"":""+82-10-2232-8708""}"	"[{""sku"":""WIDGET-121"",""qty"":4,""price"":202584}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":810336,""status"":""settled""}"	mobile
C440504	2025-02-11T05:20:50Z	"{""email"":""yamada3518@example.jp"",""country"":""JP"",""phone"":""+81-90-5278-6132""}"	"[{""sku"":""WIDGET-291"",""qty"":1,""price"":4971}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":4971,""status"":""settled""}"	tablet
C435202	2025-02-11T09:15:45Z	"{""email"":""park7577@example.jp"",""country"":""JP"",""phone"":""+81-90-8267-4215""}"	"[{""sku"":""WIDGET-255"",""qty"":5,""price"":7242}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":36210,""status"":""completed""}"	mobile
C433985	2025-02-11T15:25:38Z	"{""email"":""tanaka1879@example.jp"",""country"":""JP"",""phone"":""+81-90-8432-2429""}"	"[{""sku"":""WIDGET-109"",""qty"":2,""price"":29183}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":58366,""status"":""completed""}"	desktop
C439208	2025-02-11T15:00:44Z	"{""email"":""yamada1348@example.kr"",""country"":""KR"",""phone"":""+82-10-9223-7821""}"	"[{""sku"":""WIDGET-239"",""qty"":3,""price"":257104}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":771312,""status"":""completed""}"	desktop
