order_number	created_at	customer_info	line_items	payment_details	device_type
C419603	2025-02-09T03:20:34Z	"{""email"":""kim6530@example.jp"",""country"":""JP"",""phone"":""+81-90-5833-6784""}"	"[{""sku"":""WIDGET-208"",""qty"":5,""price"":20810}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":104050,""status"":""settled""}"	mobile
C413564	2025-02-09T19:25:24Z	"{""email"":""tanaka9802@example.kr"",""country"":""KR"",""phone"":""+82-10-3797-4575""}"	"[{""sku"":""WIDGET-195"",""qty"":3,""price"":60493}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":181479,""status"":""settled""}"	mobile
C417194	2025-02-09T04:35:03Z	"{""email"":""kim8831@example.kr"",""country"":""KR"",""phone"":""+82-10-6777-3857""}"	"[{""sku"":""WIDGET-159"",""qty"":2,""price"":259864}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":519728,""status"":""settled""}"	desktop
C422123	2025-02-09T19:05:44Z	"{""email"":""park2978@example.kr"",""country"":""KR"",""phone"":""+82-10-1338-7510""}"	"[{""sku"":""WIDGET-211"",""qty"":1,""price"":141169}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":141169,""status"":""settled""}"	mobile
C413195	2025-02-09T03:40:37Z	"{""email"":""kim1178@example.jp"",""country"":""JP"",""phone"":""+81-90-2845-8396""}"	"[{""sku"":""WIDGET-341"",""qty"":4,""price"":24886}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":99544,""status"":""settled""}"	desktop
C415602	2025-02-09T03:30:41Z	"{""email"":""park5342@example.jp"",""country"":""JP"",""phone"":""+81-90-4510-1708""}"	"[{""sku"":""WIDGET-235"",""qty"":5,""price"":1466}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":7330,""status"":""settled""}"	desktop
C416918	2025-02-09T15:10:56Z	"{""email"":""lee9423@example.kr"",""country"":""KR"",""phone"":""+82-10-3276-2445""}"	"[{""sku"":""WIDGET-176"",""qty"":1,""price"":58854}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":58854,""status"":""settled""}"	desktop
C421419	2025-02-09T12:45:28Z	"{""email"":""tanaka6720@example.jp"",""country"":""JP"",""phone"":""+81-90-7844-6948""}"	"[{""sku"":""WIDGET-368"",""qty"":4,""price"":764}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":3056,""status"":""settled""}"	desktop
C416714	2025-02-09T02:10:54Z	"{""email"":""kim1413@example.kr"",""country"":""KR"",""phone"":""+82-10-6573-3131""}"	"[{""sku"":""WIDGET-260"",""qty"":1,""price"":195948}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":195948,""status"":""settled""}"	desktop
C414291	2025-02-09T09:15:53Z	"{""email"":""suzuki9402@example.kr"",""country"":""KR"",""phone"":""+82-10-1074-5994""}"	"[{""sku"":""WIDGET-317"",""qty"":5,""price"":114838}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":574190,""status"":""completed""}"	desktop
C419401	2025-02-09T07:10:36Z	"{""email"":""lee6912@example.kr"",""country"":""KR"",""phone"":""+82-10-8709-9558""}"	"[{""sku"":""WIDGET-233"",""qty"":2,""price"":197731}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":395462,""status"":""pending""}"	mobile
C411946	2025-02-09T21:20:05Z	"{""email"":""kim4327@example.jp"",""country"":""JP"",""phone"":""+81-90-4362-2386""}"	"[{""sku"":""WIDGET-362"",""qty"":3,""price"":9205}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":27615,""status"":""completed""}"	mobile
C412233	2025-02-09T00:25:57Z	"{""email"":""yamada6734@example.kr"",""country"":""KR"",""phone"":""+82-10-8233-1332""}"	"[{""sku"":""WIDGET-357"",""qty"":2,""price"":55118}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":110236,""status"":""completed""}"	desktop
C417889	2025-02-09T05:05:24Z	"{""email"":""lee9203@example.kr"",""country"":""KR"",""phone"":""+82-10-9068-8784""}"	"[{""sku"":""WIDGET-194"",""qty"":1,""price"":44231}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":44231,""status"":""completed""}"	desktop
C412799	2025-02-09T06:55:40Z	"{""email"":""yamada8651@example.jp"",""country"":""JP"",""phone"":""+81-90-2926-5757""}"	"[{""sku"":""WIDGET-183"",""qty"":1,""price"":26976}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":26976,""status"":""settled""}"	desktop
C420795	2025-02-09T14:00:25Z	"{""email"":""kim9693@example.kr"",""country"":""KR"",""phone"":""+82-10-2913-8554""}"	"[{""sku"":""WIDGET-154"",""qty"":1,""price"":50762}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":50762,""status"":""settled""}"	desktop
C417848	2025-02-09T21:00:25Z	"{""email"":""tanaka4751@example.kr"",""country"":""KR"",""phone"":""+82-10-4813-9162""}"	"[{""sku"":""WIDGET-236"",""qty"":4,""price"":233473}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":933892,""status"":""settled""}"	tablet
C412103	2025-02-09T10:35:20Z	"{""email"":""suzuki8991@example.kr"",""country"":""KR"",""phone"":""+82-10-5527-2895""}"	"[{""sku"":""WIDGET-388"",""qty"":4,""price"":66517}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":266068,""status"":""completed""}"	tablet
C419154	2025-02-09T03:45:04Z	"{""email"":""suzuki7682@example.jp"",""country"":""JP"",""phone"":""+81-90-8707-7939""}"	"[{""sku"":""WIDGET-335"",""qty"":1,""price"":4604}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":4604,""status"":""pending""}"	desktop
C416238	2025-02-09T10:50:18Z	"{""email"":""kim2388@example.jp"",""country"":""JP"",""phone"":""+81-90-4985-1256""}"	"[{""sku"":""WIDGET-212"",""qty"":1,""price"":17574}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":17574,""status"":""settled""}"	desktop
C413731	2025-02-09T03:35:12Z	"{""email"":""tanaka3908@example.jp"",""country"":""JP"",""phone"":""+81-90-1257-4776""}"	"[{""sku"":""WIDGET-279"",""qty"":4,""price"":10573}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":42292,""status"":""settled""}"	tablet
C413839	2025-02-09T10:30:07Z	"{""email"":""lee174@example.jp"",""country"":""JP"",""phone"":""+81-90-1298-5916""}"	"[{""sku"":""WIDGET-288"",""qty"":1,""price"":23328}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":23328,""status"":""settled""}"	mobile
C418799	2025-02-09T02:40:55Z	"{""email"":""kim8235@example.kr"",""country"":""KR"",""phone"":""+82-10-3537-2115""}"	"[{""sku"":""WIDGET-297"",""qty"":3,""price"":186886}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":560658,""status"":""settled""}"	desktop
C413294	2025-02-09T16:25:06Z	"{""email"":""tanaka979@example.kr"",""country"":""KR"",""phone"":""+82-10-6778-3691""}"	"[{""sku"":""WIDGET-315"",""qty"":5,""price"":220021}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":1100105,""status"":""settled""}"	tablet
C413889	2025-02-09T23:05:28Z	"{""email"":""park908@example.jp"",""country"":""JP"",""phone"":""+81-90-9738-5158""}"	"[{""sku"":""WIDGET-176"",""qty"":1,""price"":26242}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":26242,""status"":""completed""}"	mobile
C413323	2025-02-09T04:25:04Z	"{""email"":""tanaka7296@example.jp"",""country"":""JP"",""phone"":""+81-90-8668-7003""}"	"[{""sku"":""WIDGET-114"",""qty"":5,""price"":26916}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":134580,""status"":""settled""}"	tablet
C421948	2025-02-09T07:40:42Z	"{""email"":""suzuki3167@example.kr"",""country"":""KR"",""phone"":""+82-10-9860-5192""}"	"[{""sku"":""WIDGET-366"",""qty"":5,""price"":60273}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":301365,""status"":""settled""}"	desktop
C421488	2025-02-09T23:20:28Z	"{""email"":""park4434@example.jp"",""country"":""JP"",""phone"":""+81-90-6513-1561""}"	"[{""sku"":""WIDGET-374"",""qty"":3,""price"":22296}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":66888,""status"":""settled""}"	desktop
C418264	2025-02-09T07:00:12Z	"{""email"":""yamada7983@example.kr"",""country"":""KR"",""phone"":""+82-10-6495-7403""}"	"[{""sku"":""WIDGET-135"",""qty"":4,""price"":163040}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":652160,""status"":""completed""}"	mobile
C420555	2025-02-09T18:45:19Z	"{""email"":""park8622@example.jp"",""country"":""JP"",""phone"":""+81-90-6116-2193""}"	"[{""sku"":""WIDGET-310"",""qty"":4,""price"":4755}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":19020,""status"":""completed""}"	mobile
C420896	2025-02-09T20:00:07Z	"{""email"":""lee7548@example.jp"",""country"":""JP"",""phone"":""+81-90-8696-6121""}"	"[{""sku"":""WIDGET-263"",""qty"":2,""price"":27740}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":55480,""status"":""completed""}"	desktop
C420224	2025-02-09T21:30:13Z	"{""email"":""park3026@example.kr"",""country"":""KR"",""phone"":""+82-10-4969-5410""}"	"[{""sku"":""WIDGET-364"",""qty"":3,""price"":56011}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":168033,""status"":""settled""}"	desktop
C413635	2025-02-09T23:50:29Z	"{""email"":""yamada6957@example.jp"",""country"":""JP"",""phone"":""+81-90-2836-3200""}"	"[{""sku"":""WIDGET-230"",""qty"":3,""price"":10494}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":31482,""status"":""completed""}"	desktop
C415533	2025-02-09T07:25:56Z	"{""email"":""yamada6275@example.jp"",""country"":""JP"",""phone"":""+81-90-9279-9806""}"	"[{""sku"":""WIDGET-158"",""qty"":4,""price"":4229}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":16916,""status"":""pending""}"	desktop
