order_number	created_at	customer_info	line_items	payment_details	device_type
C672608	2025-03-05T02:35:44Z	"{""email"":""kim8604@example.kr"",""country"":""KR"",""phone"":""+82-10-9774-3692""}"	"[{""sku"":""WIDGET-169"",""qty"":5,""price"":87902}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":439510,""status"":""settled""}"	desktop
C667192	2025-03-05T17:25:40Z	"{""email"":""yamada94@example.jp"",""country"":""JP"",""phone"":""+81-90-7378-7780""}"	"[{""sku"":""WIDGET-251"",""qty"":4,""price"":25380}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":101520,""status"":""settled""}"	desktop
C665627	2025-03-05T21:50:50Z	"{""email"":""lee8219@example.jp"",""country"":""JP"",""phone"":""+81-90-9584-2045""}"	"[{""sku"":""WIDGET-368"",""qty"":1,""price"":19202}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":19202,""status"":""completed""}"	tablet
C669155	2025-03-05T03:20:45Z	"{""email"":""suzuki697@example.kr"",""country"":""KR"",""phone"":""+82-10-3119-6878""}"	"[{""sku"":""WIDGET-334"",""qty"":2,""price"":46913}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":93826,""status"":""settled""}"	tablet
C675092	2025-03-05T05:00:12Z	"{""email"":""tanaka5637@example.jp"",""country"":""JP"",""phone"":""+81-90-1486-5063""}"	"[{""sku"":""WIDGET-165"",""qty"":1,""price"":8551}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":8551,""status"":""settled""}"	mobile
C665777	2025-03-05T07:40:02Z	"{""email"":""yamada3432@example.kr"",""country"":""KR"",""phone"":""+82-10-7796-5246""}"	"[{""sku"":""WIDGET-361"",""qty"":1,""price"":175581}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":175581,""status"":""completed""}"	desktop
C673014	2025-03-05T18:30:40Z	"{""email"":""suzuki7959@example.kr"",""country"":""KR"",""phone"":""+82-10-2141-4607""}"	"[{""sku"":""WIDGET-183"",""qty"":5,""price"":255603}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":1278015,""status"":""settled""}"	tablet
C669386	2025-03-05T13:30:31Z	"{""email"":""kim6260@example.kr"",""country"":""KR"",""phone"":""+82-10-4745-1179""}"	"[{""sku"":""WIDGET-390"",""qty"":3,""price"":101565}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":304695,""status"":""completed""}"	tablet
C675082	2025-03-05T18:25:11Z	"{""email"":""tanaka487@example.jp"",""country"":""JP"",""phone"":""+81-90-6243-6687""}"	"[{""sku"":""WIDGET-240"",""qty"":4,""price"":26762}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":107048,""status"":""completed""}"	mobile
C667274	2025-03-05T06:10:37Z	"{""email"":""park648@example.kr"",""country"":""KR"",""phone"":""+82-10-3080-2635""}"	"[{""sku"":""WIDGET-238"",""qty"":4,""price"":105821}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":423284,""status"":""settled""}"	mobile
C665640	2025-03-05T13:50:40Z	"{""email"":""tanaka552@example.jp"",""country"":""JP"",""phone"":""+81-90-1772-9858""}"	"[{""sku"":""WIDGET-162"",""qty"":1,""price"":2659}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":2659,""status"":""completed""}"	desktop
C672529	2025-03-05T07:45:26Z	"{""email"":""lee614@example.jp"",""country"":""JP"",""phone"":""+81-90-4163-7568""}"	"[{""sku"":""WIDGET-260"",""qty"":3,""price"":19894}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":59682,""status"":""pending""}"	mobile
C669994	2025-03-05T04:05:44Z	"{""email"":""kim3660@example.kr"",""country"":""KR"",""phone"":""+82-10-8193-6880""}"	"[{""sku"":""WIDGET-162"",""qty"":3,""price"":250228}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":750684,""status"":""completed""}"	desktop
C667459	2025-03-05T13:20:44Z	"{""email"":""park5553@example.kr"",""country"":""KR"",""phone"":""+82-10-9956-3213""}"	"[{""sku"":""WIDGET-239"",""qty"":4,""price"":47741}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":190964,""status"":""completed""}"	desktop
C672408	2025-03-05T04:25:03Z	"{""email"":""suzuki4766@example.jp"",""country"":""JP"",""phone"":""+81-90-5091-5984""}"	"[{""sku"":""WIDGET-237"",""qty"":4,""price"":27365}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":109460,""status"":""settled""}"	desktop
C666941	2025-03-05T00:50:11Z	"{""email"":""kim3610@example.jp"",""country"":""JP"",""phone"":""+81-90-5768-5903""}"	"[{""sku"":""WIDGET-394"",""qty"":2,""price"":13681}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":27362,""status"":""settled""}"	desktop
C667220	2025-03-05T20:00:11Z	"{""email"":""lee452@example.kr"",""country"":""KR"",""phone"":""+82-10-3857-8555""}"	"[{""sku"":""WIDGET-265"",""qty"":3,""price"":201068}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":603204,""status"":""settled""}"	mobile
C669895	2025-03-05T23:30:30Z	"{""email"":""park3362@example.kr"",""country"":""KR"",""phone"":""+82-10-8872-9470""}"	"[{""sku"":""WIDGET-345"",""qty"":1,""price"":89517}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":89517,""status"":""settled""}"	tablet
