order_number	created_at	customer_info	line_items	payment_details	device_type
C461646	2025-02-13T15:10:39Z	"{""email"":""tanaka4308@example.jp"",""country"":""JP"",""phone"":""+81-90-7689-7624""}"	"[{""sku"":""WIDGET-360"",""qty"":4,""price"":15486}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":61944,""status"":""completed""}"	tablet
C455136	2025-02-13T09:10:16Z	"{""email"":""park1844@example.jp"",""country"":""JP"",""phone"":""+81-90-8369-4917""}"	"[{""sku"":""WIDGET-278"",""qty"":2,""price"":949}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":1898,""status"":""settled""}"	mobile
C456816	2025-02-13T07:50:11Z	"{""email"":""lee8264@example.jp"",""country"":""JP"",""phone"":""+81-90-3517-2303""}"	"[{""sku"":""WIDGET-388"",""qty"":4,""price"":16791}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":67164,""status"":""pending""}"	tablet
C456893	2025-02-13T14:45:41Z	"{""email"":""park2680@example.jp"",""country"":""JP"",""phone"":""+81-90-8155-2115""}"	"[{""sku"":""WIDGET-327"",""qty"":3,""price"":2527}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":7581,""status"":""settled""}"	tablet
C461245	2025-02-13T07:00:03Z	"{""email"":""yamada9712@example.kr"",""country"":""KR"",""phone"":""+82-10-8203-3806""}"	"[{""sku"":""WIDGET-250"",""qty"":1,""price"":112833}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":112833,""status"":""settled""}"	desktop
C460105	2025-02-13T12:50:21Z	"{""email"":""yamada3729@example.kr"",""country"":""KR"",""phone"":""+82-10-5329-6543""}"	"[{""sku"":""WIDGET-341"",""qty"":1,""price"":238545}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":238545,""status"":""settled""}"	tablet
C461574	2025-02-13T14:40:47Z	"{""email"":""tanaka407@example.kr"",""country"":""KR"",""phone"":""+82-10-6553-9407""}"	"[{""sku"":""WIDGET-327"",""qty"":1,""price"":196075}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":196075,""status"":""settled""}"	tablet
C456649	2025-02-13T19:20:31Z	"{""email"":""suzuki5865@example.jp"",""country"":""JP"",""phone"":""+81-90-6305-3781""}"	"[{""sku"":""WIDGET-236"",""qty"":5,""price"":21730}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":108650,""status"":""completed""}"	tablet
C463104	2025-02-13T00:20:16Z	"{""email"":""park4310@example.jp"",""country"":""JP"",""phone"":""+81-90-5435-8620""}"	"[{""sku"":""WIDGET-294"",""qty"":2,""price"":16473}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":32946,""status"":""settled""}"	mobile
C455803	2025-02-13T22:25:50Z	"{""email"":""park5518@example.kr"",""country"":""KR"",""phone"":""+82-10-9438-2175""}"	"[{""sku"":""WIDGET-173"",""qty"":2,""price"":21558}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":43116,""status"":""settled""}"	desktop
C459595	2025-02-13T12:25:21Z	"{""email"":""yamada547@example.jp"",""country"":""JP"",""phone"":""+81-90-8481-4262""}"	"[{""sku"":""WIDGET-250"",""qty"":1,""price"":12859}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":12859,""status"":""settled""}"	tablet
C455202	2025-02-13T07:00:37Z	"{""email"":""kim6842@example.jp"",""country"":""JP"",""phone"":""+81-90-2450-6509""}"	"[{""sku"":""WIDGET-140"",""qty"":2,""price"":12373}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":24746,""status"":""settled""}"	desktop
C459888	2025-02-13T22:55:49Z	"{""email"":""suzuki1275@example.jp"",""country"":""JP"",""phone"":""+81-90-5957-9666""}"	"[{""sku"":""WIDGET-244"",""qty"":3,""price"":1785}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":5355,""status"":""settled""}"	tablet
C459057	2025-02-13T13:55:52Z	"{""email"":""yamada384@example.jp"",""country"":""JP"",""phone"":""+81-90-4711-3642""}"	"[{""sku"":""WIDGET-386"",""qty"":2,""price"":22198}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":44396,""status"":""settled""}"	tablet
C462136	2025-02-13T17:00:49Z	"{""email"":""yamada6183@example.jp"",""country"":""JP"",""phone"":""+81-90-3224-8596""}"	"[{""sku"":""WIDGET-294"",""qty"":5,""price"":27244}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":136220,""status"":""completed""}"	desktop
C456568	2025-02-13T13:55:28Z	"{""email"":""tanaka6545@example.kr"",""country"":""KR"",""phone"":""+82-10-8744-4520""}"	"[{""sku"":""WIDGET-183"",""qty"":1,""price"":68082}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":68082,""status"":""completed""}"	tablet
C456767	2025-02-13T21:20:50Z	"{""email"":""park1064@example.kr"",""country"":""KR"",""phone"":""+82-10-1317-6026""}"	"[{""sku"":""WIDGET-315"",""qty"":1,""price"":228580}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":228580,""status"":""pending""}"	mobile
C458572	2025-02-13T03:05:59Z	"{""email"":""yamada6751@example.kr"",""country"":""KR"",""phone"":""+82-10-1860-4418""}"	"[{""sku"":""WIDGET-330"",""qty"":1,""price"":165388}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":165388,""status"":""settled""}"	mobile
C457518	2025-02-13T01:00:33Z	"{""email"":""suzuki1454@example.kr"",""country"":""KR"",""phone"":""+82-10-6923-1659""}"	"[{""sku"":""WIDGET-211"",""qty"":4,""price"":85608}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":342432,""status"":""settled""}"	tablet
C459300	2025-02-13T00:40:57Z	"{""email"":""lee6342@example.jp"",""country"":""JP"",""phone"":""+81-90-6796-1891""}"	"[{""sku"":""WIDGET-280"",""qty"":4,""price"":19378}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":77512,""status"":""completed""}"	mobile
C460395	2025-02-13T23:35:20Z	"{""email"":""yamada7565@example.kr"",""country"":""KR"",""phone"":""+82-10-1140-5379""}"	"[{""sku"":""WIDGET-247"",""qty"":4,""price"":195318}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":781272,""status"":""pending""}"	tablet
C463153	2025-02-13T10:00:44Z	"{""email"":""lee2284@example.kr"",""country"":""KR"",""phone"":""+82-10-2922-9081""}"	"[{""sku"":""WIDGET-313"",""qty"":5,""price"":15099}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":75495,""status"":""settled""}"	mobile
C454654	2025-02-13T14:35:35Z	"{""email"":""suzuki8964@example.jp"",""country"":""JP"",""phone"":""+81-90-6740-4355""}"	"[{""sku"":""WIDGET-264"",""qty"":4,""price"":25560}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":102240,""status"":""settled""}"	desktop
C461243	2025-02-13T18:05:37Z	"{""email"":""park4627@example.jp"",""country"":""JP"",""phone"":""+81-90-7138-5359""}"	"[{""sku"":""WIDGET-372"",""qty"":5,""price"":12856}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":64280,""status"":""completed""}"	desktop
C456400	2025-02-13T09:15:56Z	"{""email"":""lee887@example.jp"",""country"":""JP"",""phone"":""+81-90-4855-8281""}"	"[{""sku"":""WIDGET-311"",""qty"":2,""price"":29462}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":58924,""status"":""settled""}"	tablet
C462170	2025-02-13T14:55:13Z	"{""email"":""yamada4279@example.jp"",""country"":""JP"",""phone"":""+81-90-7164-9957""}"	"[{""sku"":""WIDGET-203"",""qty"":3,""price"":15440}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":46320,""status"":""completed""}"	desktop
C462499	2025-02-13T06:40:07Z	"{""email"":""yamada8928@example.kr"",""country"":""KR"",""phone"":""+82-10-4523-9809""}"	"[{""sku"":""WIDGET-178"",""qty"":4,""price"":51131}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":204524,""status"":""settled""}"	mobile
C461237	2025-02-13T20:00:50Z	"{""email"":""park4212@example.kr"",""country"":""KR"",""phone"":""+82-10-9255-2960""}"	"[{""sku"":""WIDGET-107"",""qty"":2,""price"":162170}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":324340,""status"":""settled""}"	tablet
