order_number	created_at	customer_info	line_items	payment_details	device_type
C719520	2025-03-10T01:30:02Z	"{""email"":""park5908@example.kr"",""country"":""KR"",""phone"":""+82-10-4222-2673""}"	"[{""sku"":""WIDGET-355"",""qty"":4,""price"":150969}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":603876,""status"":""settled""}"	tablet
C727373	2025-03-10T20:00:41Z	"{""email"":""kim177@example.kr"",""country"":""KR"",""phone"":""+82-10-9327-5151""}"	"[{""sku"":""WIDGET-385"",""qty"":2,""price"":155032}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":310064,""status"":""completed""}"	desktop
C719221	2025-03-10T05:00:29Z	"{""email"":""lee8649@example.jp"",""country"":""JP"",""phone"":""+81-90-6937-8374""}"	"[{""sku"":""WIDGET-192"",""qty"":5,""price"":16346}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":81730,""status"":""settled""}"	desktop
C724735	2025-03-10T04:40:57Z	"{""email"":""suzuki1477@example.kr"",""country"":""KR"",""phone"":""+82-10-8468-9111""}"	"[{""sku"":""WIDGET-149"",""qty"":1,""price"":112668}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":112668,""status"":""completed""}"	desktop
C720389	2025-03-10T13:40:58Z	"{""email"":""tanaka9423@example.jp"",""country"":""JP"",""phone"":""+81-90-1038-5545""}"	"[{""sku"":""WIDGET-203"",""qty"":5,""price"":18760}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":93800,""status"":""pending""}"	tablet
C723607	2025-03-10T13:05:00Z	"{""email"":""park9026@example.kr"",""country"":""KR"",""phone"":""+82-10-8700-6401""}"	"[{""sku"":""WIDGET-398"",""qty"":2,""price"":87371}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":174742,""status"":""settled""}"	desktop
C721061	2025-03-10T01:45:57Z	"{""email"":""park9776@example.jp"",""country"":""JP"",""phone"":""+81-90-4222-2640""}"	"[{""sku"":""WIDGET-224"",""qty"":4,""price"":7425}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":29700,""status"":""settled""}"	mobile
C727146	2025-03-10T01:05:59Z	"{""email"":""park3420@example.kr"",""country"":""KR"",""phone"":""+82-10-2803-1954""}"	"[{""sku"":""WIDGET-180"",""qty"":2,""price"":114350}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":228700,""status"":""settled""}"	mobile
C724537	2025-03-10T05:55:07Z	"{""email"":""suzuki6811@example.kr"",""country"":""KR"",""phone"":""+82-10-5879-9697""}"	"[{""sku"":""WIDGET-210"",""qty"":2,""price"":118902}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":237804,""status"":""settled""}"	mobile
C719039	2025-03-10T01:30:57Z	"{""email"":""suzuki1912@example.kr"",""country"":""KR"",""phone"":""+82-10-6814-7408""}"	"[{""sku"":""WIDGET-175"",""qty"":5,""price"":143667}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":718335,""status"":""completed""}"	tablet
