order_number	created_at	customer_info	line_items	payment_details	device_type
C252857	2025-01-24T02:00:25Z	"{""email"":""suzuki8844@example.kr"",""country"":""KR"",""phone"":""+82-10-2542-2990""}"	"[{""sku"":""WIDGET-185"",""qty"":5,""price"":245597}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":1227985,""status"":""settled""}"	tablet
C250693	2025-01-24T00:40:16Z	"{""email"":""lee6924@example.jp"",""country"":""JP""}"	"[{""sku"":""WIDGET-206"",""qty"":1,""price"":9114}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":9114,""status"":""settled""}"	tablet
C242895	2025-01-24T06:00:48Z	"{""email"":""suzuki6459@example.kr"",""country"":""KR"",""phone"":""+82-10-1313-3827""}"	"[{""sku"":""WIDGET-289"",""qty"":1,""price"":186622}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":186622,""status"":""completed""}"	mobile
C251105	2025-01-24T10:25:37Z	"{""email"":""lee1749@example.kr"",""country"":""KR"",""phone"":""+82-10-4822-3154""}"	"[{""sku"":""WIDGET-386"",""qty"":3,""price"":27831}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":83493,""status"":""settled""}"	desktop
C252795	2025-01-24T16:15:25Z	"{""email"":""park3413@example.jp"",""country"":""JP"",""phone"":""+81-90-1611-6048""}"	"[{""sku"":""WIDGET-287"",""qty"":2,""price"":10880}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":21760,""status"":""completed""}"	mobile
C244210	2025-01-24T00:40:11Z	"{""email"":""tanaka1784@example.kr"",""country"":""KR"",""phone"":""+82-10-5800-5523""}"	"[{""sku"":""WIDGET-168"",""qty"":2,""price"":257286}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":514572,""status"":""settled""}"	desktop
C245103	2025-01-24T18:40:19Z	"{""email"":""kim2612@example.jp"",""country"":""JP"",""phone"":""+81-90-9752-9283""}"	"[{""sku"":""WIDGET-308"",""qty"":2,""price"":24194}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":48388,""status"":""completed""}"	mobile
C247089	2025-01-24T16:45:52Z	"{""email"":""suzuki5153@example.kr"",""country"":""KR"",""phone"":""+82-10-8363-4529""}"	"[{""sku"":""WIDGET-326"",""qty"":4,""price"":162608}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":650432,""status"":""settled""}"	desktop
C243220	2025-01-24T22:50:25Z	"{""email"":""tanaka8241@example.kr"",""country"":""KR"",""phone"":""+82-10-3386-2505""}"	"[{""sku"":""WIDGET-108"",""qty"":1,""price"":159939}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":159939,""status"":""settled""}"	mobile
C246208	2025-01-24T12:00:19Z	"{""email"":""suzuki2695@example.kr"",""country"":""KR"",""phone"":""+82-10-3338-1162""}"	"[{""sku"":""WIDGET-378"",""qty"":5,""price"":179357}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":896785,""status"":""settled""}"	mobile
C243243	2025-01-24T22:00:06Z	"{""email"":""tanaka9855@example.jp"",""country"":""JP"",""phone"":""+81-90-3091-7487""}"	"[{""sku"":""WIDGET-129"",""qty"":4,""price"":13904}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":55616,""status"":""settled""}"	desktop
C251049	2025-01-24T14:45:32Z	"{""email"":""suzuki3168@example.jp"",""country"":""JP"",""phone"":""+81-90-5265-4384""}"	"[{""sku"":""WIDGET-247"",""qty"":1,""price"":5765}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":5765,""status"":""completed""}"	desktop
