order_number	created_at	customer_info	line_items	payment_details	device_type
C630144	2025-03-01T11:05:19Z	"{""email"":""lee2328@example.jp"",""country"":""JP"",""phone"":""+81-90-9469-7949""}"	"[{""sku"":""WIDGET-397"",""qty"":2,""price"":26225}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":52450,""status"":""settled""}"	mobile
C626918	2025-03-01T23:45:46Z	"{""email"":""kim2637@example.jp"",""country"":""JP"",""phone"":""+81-90-2886-2807""}"	"[{""sku"":""WIDGET-362"",""qty"":4,""price"":20714}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":82856,""status"":""pending""}"	tablet
C625628	2025-03-01T01:20:14Z	"{""email"":""yamada2640@example.jp"",""country"":""JP"",""phone"":""+81-90-9344-4911""}"	"[{""sku"":""WIDGET-247"",""qty"":3,""price"":8595}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":25785,""status"":""settled""}"	tablet
C626089	2025-03-01T19:05:00Z	"{""email"":""yamada8892@example.kr"",""country"":""KR"",""phone"":""+82-10-2318-6421""}"	"[{""sku"":""WIDGET-230"",""qty"":3,""price"":45415}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":136245,""status"":""pending""}"	mobile
C625081	2025-03-01T06:45:36Z	"{""email"":""park1067@example.jp"",""country"":""JP"",""phone"":""+81-90-9625-3394""}"	"[{""sku"":""WIDGET-362"",""qty"":2,""price"":12752}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":25504,""status"":""settled""}"	tablet
C625837	2025-03-01T03:20:50Z	"{""email"":""park7559@example.kr"",""country"":""KR"",""phone"":""+82-10-4623-8246""}"	"[{""sku"":""WIDGET-375"",""qty"":3,""price"":194542}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":583626,""status"":""completed""}"	tablet
C630642	2025-03-01T14:50:25Z	"{""email"":""suzuki5195@example.kr"",""country"":""KR"",""phone"":""+82-10-5982-5864""}"	"[{""sku"":""WIDGET-314"",""qty"":2,""price"":173615}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":347230,""status"":""settled""}"	mobile
C624473	2025-03-01T12:50:05Z	"{""email"":""park2146@example.kr"",""country"":""KR"",""phone"":""+82-10-6071-3533""}"	"[{""sku"":""WIDGET-225"",""qty"":1,""price"":99161}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":99161,""status"":""settled""}"	mobile
C632804	2025-03-01T02:00:11Z	"{""email"":""lee7446@example.kr"",""country"":""KR"",""phone"":""+82-10-7156-7727""}"	"[{""sku"":""WIDGET-358"",""qty"":4,""price"":92367}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":369468,""status"":""completed""}"	tablet
C625345	2025-03-01T00:30:58Z	"{""email"":""lee7269@example.kr"",""country"":""KR"",""phone"":""+82-10-4747-4685""}"	"[{""sku"":""WIDGET-370"",""qty"":4,""price"":135592}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":542368,""status"":""settled""}"	tablet
C631205	2025-03-01T06:20:14Z	"{""email"":""park7899@example.kr"",""country"":""KR"",""phone"":""+82-10-8333-6365""}"	"[{""sku"":""WIDGET-171"",""qty"":1,""price"":131937}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":131937,""status"":""settled""}"	tablet
