order_number	created_at	customer_info	line_items	payment_details	device_type
C847770	2025-03-22T14:00:49Z	"{""email"":""suzuki7256@example.kr"",""country"":""KR"",""phone"":""+82-10-5743-3368""}"	"[{""sku"":""WIDGET-314"",""qty"":5,""price"":171729}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":858645,""status"":""settled""}"	desktop
C849717	2025-03-22T12:40:19Z	"{""email"":""yamada987@example.kr"",""country"":""KR"",""phone"":""+82-10-1557-8562""}"	"[{""sku"":""WIDGET-219"",""qty"":3,""price"":151347}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":454041,""status"":""settled""}"	mobile
C854852	2025-03-22T07:30:16Z	"{""email"":""lee1599@example.kr"",""country"":""KR"",""phone"":""+82-10-2510-4002""}"	"[{""sku"":""WIDGET-237"",""qty"":4,""price"":38008}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":152032,""status"":""completed""}"	desktop
C846752	2025-03-22T06:55:19Z	"{""email"":""tanaka4481@example.jp"",""country"":""JP"",""phone"":""+81-90-3451-6474""}"	"[{""sku"":""WIDGET-256"",""qty"":4,""price"":10504}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":42016,""status"":""completed""}"	desktop
C846852	2025-03-22T02:50:38Z	"{""email"":""lee8561@example.kr"",""country"":""KR"",""phone"":""+82-10-7606-9644""}"	"[{""sku"":""WIDGET-364"",""qty"":3,""price"":140022}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":420066,""status"":""settled""}"	desktop
C848036	2025-03-22T20:45:02Z	"{""email"":""park7240@example.jp"",""country"":""JP"",""phone"":""+81-90-3806-8070""}"	"[{""sku"":""WIDGET-226"",""qty"":5,""price"":27095}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":135475,""status"":""settled""}"	desktop
C853192	2025-03-22T07:30:14Z	"{""email"":""lee2686@example.kr"",""country"":""KR"",""phone"":""+82-10-2514-7645""}"	"[{""sku"":""WIDGET-218"",""qty"":2,""price"":57261}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":114522,""status"":""completed""}"	desktop
C850904	2025-03-22T17:05:19Z	"{""email"":""tanaka3367@example.kr"",""country"":""KR"",""phone"":""+82-10-8797-4437""}"	"[{""sku"":""WIDGET-232"",""qty"":5,""price"":76698}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":383490,""status"":""settled""}"	tablet
C853447	2025-03-22T08:35:48Z	"{""email"":""kim4311@example.jp"",""country"":""JP"",""phone"":""+81-90-9059-8887""}"	"[{""sku"":""WIDGET-368"",""qty"":1,""price"":9275}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":9275,""status"":""pending""}"	desktop
C848540	2025-03-22T14:50:12Z	"{""email"":""yamada8296@example.kr"",""country"":""KR"",""phone"":""+82-10-3693-7135""}"	"[{""sku"":""WIDGET-308"",""qty"":3,""price"":241969}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":725907,""status"":""completed""}"	tablet
