order_number	created_at	customer_info	line_items	payment_details	device_type
C945580	2025-03-31T23:10:47Z	"{""email"":""kim6578@example.jp"",""country"":""JP"",""phone"":""+81-90-6333-4232""}"	"[{""sku"":""WIDGET-313"",""qty"":3,""price"":4797}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":14391,""status"":""settled""}"	tablet
C940038	2025-03-31T06:10:57Z	"{""email"":""yamada226@example.kr"",""country"":""KR"",""phone"":""+82-10-1338-3576""}"	"[{""sku"":""WIDGET-190"",""qty"":5,""price"":21055}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":105275,""status"":""settled""}"	mobile
C940883	2025-03-31T19:05:36Z	"{""email"":""suzuki1149@example.kr"",""country"":""KR"",""phone"":""+82-10-3531-9534""}"	"[{""sku"":""WIDGET-247"",""qty"":3,""price"":116074}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":348222,""status"":""settled""}"	mobile
C949095	2025-03-31T21:20:15Z	"{""email"":""suzuki983@example.jp"",""country"":""JP"",""phone"":""+81-90-1066-6576""}"	"[{""sku"":""WIDGET-124"",""qty"":3,""price"":25547}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":76641,""status"":""pending""}"	desktop
C943608	2025-03-31T02:15:00Z	"{""email"":""tanaka2416@example.jp"",""country"":""JP"",""phone"":""+81-90-3147-9909""}"	"[{""sku"":""WIDGET-155"",""qty"":4,""price"":9728}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":38912,""status"":""settled""}"	desktop
C944763	2025-03-31T16:45:34Z	"{""email"":""kim8106@example.jp"",""country"":""JP"",""phone"":""+81-90-7653-4778""}"	"[{""sku"":""WIDGET-340"",""qty"":3,""price"":1335}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":4005,""status"":""settled""}"	mobile
C949189	2025-03-31T23:55:39Z	"{""email"":""tanaka9717@example.jp"",""country"":""JP"",""phone"":""+81-90-6788-9080""}"	"[{""sku"":""WIDGET-225"",""qty"":4,""price"":19359}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":77436,""status"":""settled""}"	desktop
C944570	2025-03-31T12:35:41Z	"{""email"":""kim978@example.jp"",""country"":""JP"",""phone"":""+81-90-9641-5505""}"	"[{""sku"":""WIDGET-180"",""qty"":2,""price"":7806}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":15612,""status"":""completed""}"	tablet
C949865	2025-03-31T10:15:16Z	"{""email"":""yamada3023@example.jp"",""country"":""JP"",""phone"":""+81-90-2925-5664""}"	"[{""sku"":""WIDGET-242"",""qty"":5,""price"":24005}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":120025,""status"":""pending""}"	tablet
C939919	2025-03-31T12:20:10Z	"{""email"":""suzuki4215@example.jp"",""country"":""JP"",""phone"":""+81-90-8538-7652""}"	"[{""sku"":""WIDGET-227"",""qty"":3,""price"":6124}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":18372,""status"":""settled""}"	tablet
C950196	2025-03-31T07:10:18Z	"{""email"":""tanaka9621@example.jp"",""country"":""JP"",""phone"":""+81-90-9599-6449""}"	"[{""sku"":""WIDGET-311"",""qty"":4,""price"":21151}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":84604,""status"":""settled""}"	tablet
C949402	2025-03-31T06:55:27Z	"{""email"":""suzuki7405@example.kr"",""country"":""KR"",""phone"":""+82-10-7635-6054""}"	"[{""sku"":""WIDGET-286"",""qty"":2,""price"":130313}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":260626,""status"":""settled""}"	desktop
C948796	2025-03-31T17:00:21Z	"{""email"":""kim1133@example.jp"",""country"":""JP"",""phone"":""+81-90-4601-8476""}"	"[{""sku"":""WIDGET-226"",""qty"":4,""price"":16824}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":67296,""status"":""completed""}"	mobile
C941692	2025-03-31T02:55:40Z	"{""email"":""lee5629@example.kr"",""country"":""KR"",""phone"":""+82-10-4575-1041""}"	"[{""sku"":""WIDGET-252"",""qty"":3,""price"":162616}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":487848,""status"":""completed""}"	tablet
C946378	2025-03-31T11:20:09Z	"{""email"":""yamada7654@example.kr"",""country"":""KR"",""phone"":""+82-10-1760-7146""}"	"[{""sku"":""WIDGET-304"",""qty"":5,""price"":236034}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":1180170,""status"":""settled""}"	desktop
C949018	2025-03-31T23:40:01Z	"{""email"":""yamada9395@example.jp"",""country"":""JP"",""phone"":""+81-90-1116-7430""}"	"[{""sku"":""WIDGET-376"",""qty"":1,""price"":1090}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":1090,""status"":""settled""}"	desktop
C942366	2025-03-31T22:55:41Z	"{""email"":""lee4948@example.jp"",""country"":""JP"",""phone"":""+81-90-8404-9561""}"	"[{""sku"":""WIDGET-301"",""qty"":2,""price"":18423}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":36846,""status"":""settled""}"	tablet
C949521	2025-03-31T21:50:05Z	"{""email"":""tanaka6176@example.jp"",""country"":""JP"",""phone"":""+81-90-1302-7392""}"	"[{""sku"":""WIDGET-127"",""qty"":5,""price"":14540}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":72700,""status"":""completed""}"	tablet
C945358	2025-03-31T10:25:41Z	"{""email"":""lee4869@example.jp"",""country"":""JP"",""phone"":""+81-90-5819-8297""}"	"[{""sku"":""WIDGET-291"",""qty"":5,""price"":27458}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":137290,""status"":""settled""}"	mobile
C944701	2025-03-31T20:00:57Z	"{""email"":""lee5005@example.jp"",""country"":""JP"",""phone"":""+81-90-4262-3626""}"	"[{""sku"":""WIDGET-144"",""qty"":1,""price"":14091}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":14091,""status"":""settled""}"	desktop
C940900	2025-03-31T01:50:46Z	"{""email"":""yamada2456@example.kr"",""country"":""KR"",""phone"":""+82-10-2162-1326""}"	"[{""sku"":""WIDGET-374"",""qty"":5,""price"":242353}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":1211765,""status"":""settled""}"	tablet
C948361	2025-03-31T02:00:00Z	"{""email"":""suzuki2878@example.kr"",""country"":""KR"",""phone"":""+82-10-3105-2652""}"	"[{""sku"":""WIDGET-216"",""qty"":3,""price"":253043}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":759129,""status"":""settled""}"	desktop
C943906	2025-03-31T05:15:41Z	"{""email"":""park2649@example.jp"",""country"":""JP"",""phone"":""+81-90-6921-1957""}"	"[{""sku"":""WIDGET-350"",""qty"":2,""price"":24658}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":49316,""status"":""settled""}"	desktop
