order_number	created_at	customer_info	line_items	payment_details	device_type
C381653	2025-02-06T02:10:53Z	"{""email"":""lee2516@example.kr"",""country"":""KR"",""phone"":""+82-10-4415-8106""}"	"[{""sku"":""WIDGET-138"",""qty"":4,""price"":172339}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":689356,""status"":""pending""}"	desktop
C384452	2025-02-06T20:05:39Z	"{""email"":""tanaka1830@example.kr"",""country"":""KR"",""phone"":""+82-10-8701-9813""}"	"[{""sku"":""WIDGET-390"",""qty"":1,""price"":91740}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":91740,""status"":""settled""}"	desktop
C389425	2025-02-06T17:55:25Z	"{""email"":""park9878@example.kr"",""country"":""KR"",""phone"":""+82-10-8182-4988""}"	"[{""sku"":""WIDGET-238"",""qty"":1,""price"":133148}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":133148,""status"":""completed""}"	desktop
C382622	2025-02-06T09:50:39Z	"{""email"":""suzuki3493@example.kr"",""country"":""KR"",""phone"":""+82-10-8661-2495""}"	"[{""sku"":""WIDGET-160"",""qty"":5,""price"":196898}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":984490,""status"":""settled""}"	desktop
C384313	2025-02-06T00:55:58Z	"{""email"":""suzuki9409@example.jp"",""country"":""JP"",""phone"":""+81-90-7812-2000""}"	"[{""sku"":""WIDGET-382"",""qty"":3,""price"":14081}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":42243,""status"":""settled""}"	mobile
C382253	2025-02-06T00:40:57Z	"{""email"":""tanaka1852@example.kr"",""country"":""KR"",""phone"":""+82-10-5391-8445""}"	"[{""sku"":""WIDGET-161"",""qty"":3,""price"":149398}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":448194,""status"":""settled""}"	mobile
C385556	2025-02-06T07:35:26Z	"{""email"":""yamada3334@example.kr"",""country"":""KR"",""phone"":""+82-10-2932-2518""}"	"[{""sku"":""WIDGET-355"",""qty"":2,""price"":120219}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":240438,""status"":""completed""}"	mobile
C388701	2025-02-06T01:25:47Z	"{""email"":""lee5393@example.jp"",""country"":""JP"",""phone"":""+81-90-9976-4486""}"	"[{""sku"":""WIDGET-142"",""qty"":2,""price"":13535}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":27070,""status"":""settled""}"	mobile
C385301	2025-02-06T12:00:46Z	"{""email"":""kim6393@example.jp"",""country"":""JP"",""phone"":""+81-90-3354-4496""}"	"[{""sku"":""WIDGET-253"",""qty"":2,""price"":11042}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":22084,""status"":""settled""}"	mobile
C387389	2025-02-06T07:40:36Z	"{""email"":""tanaka7420@example.kr"",""country"":""KR"",""phone"":""+82-10-7006-6635""}"	"[{""sku"":""WIDGET-382"",""qty"":4,""price"":228719}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":914876,""status"":""settled""}"	mobile
