order_number	created_at	customer_info	line_items	payment_details	device_type
C446017	2025-02-12T08:45:02Z	"{""email"":""lee391@example.kr"",""country"":""KR"",""phone"":""+82-10-2808-2475""}"	"[{""sku"":""WIDGET-189"",""qty"":3,""price"":160092}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":480276,""status"":""completed""}"	mobile
C449612	2025-02-12T20:40:25Z	"{""email"":""kim8551@example.kr"",""country"":""KR"",""phone"":""+82-10-8969-3245""}"	"[{""sku"":""WIDGET-185"",""qty"":2,""price"":184582}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":369164,""status"":""settled""}"	tablet
C444353	2025-02-12T05:55:16Z	"{""email"":""yamada8449@example.kr"",""country"":""KR"",""phone"":""+82-10-2302-8638""}"	"[{""sku"":""WIDGET-197"",""qty"":4,""price"":80794}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":323176,""status"":""settled""}"	mobile
C449686	2025-02-12T09:30:51Z	"{""email"":""park9865@example.kr"",""country"":""KR"",""phone"":""+82-10-3238-7084""}"	"[{""sku"":""WIDGET-172"",""qty"":1,""price"":170941}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":170941,""status"":""settled""}"	desktop
C452325	2025-02-12T12:00:12Z	"{""email"":""park2265@example.kr"",""country"":""KR"",""phone"":""+82-10-2664-7019""}"	"[{""sku"":""WIDGET-302"",""qty"":1,""price"":69667}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":69667,""status"":""settled""}"	desktop
C444625	2025-02-12T23:30:22Z	"{""email"":""lee1729@example.jp"",""country"":""JP"",""phone"":""+81-90-5241-1260""}"	"[{""sku"":""WIDGET-154"",""qty"":3,""price"":23826}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":71478,""status"":""settled""}"	desktop
C448871	2025-02-12T14:05:59Z	"{""email"":""park3742@example.kr"",""country"":""KR"",""phone"":""+82-10-5480-3475""}"	"[{""sku"":""WIDGET-254"",""qty"":2,""price"":20112}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":40224,""status"":""completed""}"	mobile
C447512	2025-02-12T19:25:24Z	"{""email"":""lee2306@example.kr"",""country"":""KR"",""phone"":""+82-10-1911-8904""}"	"[{""sku"":""WIDGET-285"",""qty"":5,""price"":65125}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":325625,""status"":""settled""}"	desktop
C450491	2025-02-12T11:45:53Z	"{""email"":""park4618@example.kr"",""country"":""KR"",""phone"":""+82-10-8108-4826""}"	"[{""sku"":""WIDGET-234"",""qty"":3,""price"":125619}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":376857,""status"":""settled""}"	tablet
C450382	2025-02-12T15:25:12Z	"{""email"":""yamada2145@example.jp"",""country"":""JP"",""phone"":""+81-90-6916-2896""}"	"[{""sku"":""WIDGET-122"",""qty"":3,""price"":8550}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":25650,""status"":""pending""}"	desktop
C446806	2025-02-12T05:00:52Z	"{""email"":""kim6869@example.jp"",""country"":""JP"",""phone"":""+81-90-3887-8385""}"	"[{""sku"":""WIDGET-333"",""qty"":2,""price"":7941}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":15882,""status"":""settled""}"	mobile
