order_number	created_at	customer_info	line_items	payment_details	device_type
C409623	2025-02-08T10:00:36Z	"{""email"":""park7831@example.kr"",""country"":""KR"",""phone"":""+82-10-8890-9965""}"	"[{""sku"":""WIDGET-227"",""qty"":1,""price"":112488}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":112488,""status"":""pending""}"	mobile
C407506	2025-02-08T00:10:53Z	"{""email"":""lee3743@example.jp"",""country"":""JP"",""phone"":""+81-90-5281-5407""}"	"[{""sku"":""WIDGET-123"",""qty"":2,""price"":5416}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":10832,""status"":""settled""}"	desktop
C409956	2025-02-08T19:35:12Z	"{""email"":""tanaka6440@example.jp"",""country"":""JP"",""phone"":""+81-90-7972-7327""}"	"[{""sku"":""WIDGET-344"",""qty"":3,""price"":27927}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":83781,""status"":""settled""}"	tablet
C411235	2025-02-08T11:45:04Z	"{""email"":""suzuki6109@example.jp"",""country"":""JP""}"	"[{""sku"":""WIDGET-103"",""qty"":1,""price"":9729}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":9729,""status"":""settled""}"	tablet
C405178	2025-02-08T11:25:17Z	"{""email"":""park4183@example.kr"",""country"":""KR"",""phone"":""+82-10-5554-6317""}"	"[{""sku"":""WIDGET-373"",""qty"":4,""price"":32512}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":130048,""status"":""completed""}"	mobile
C405372	2025-02-08T08:25:12Z	"{""email"":""suzuki7473@example.jp"",""country"":""JP"",""phone"":""+81-90-6890-6664""}"	"[{""sku"":""WIDGET-280"",""qty"":1,""price"":27641}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":27641,""status"":""completed""}"	desktop
C407822	2025-02-08T06:00:30Z	"{""email"":""lee8575@example.jp"",""country"":""JP"",""phone"":""+81-90-2929-1524""}"	"[{""sku"":""WIDGET-395"",""qty"":1,""price"":10061}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":10061,""status"":""completed""}"	tablet
C410271	2025-02-08T23:55:06Z	"{""email"":""tanaka9957@example.kr"",""country"":""KR"",""phone"":""+82-10-8974-3629""}"	"[{""sku"":""WIDGET-182"",""qty"":1,""price"":262641}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":262641,""status"":""settled""}"	mobile
C409944	2025-02-08T10:00:17Z	"{""email"":""tanaka9177@example.kr"",""country"":""KR"",""phone"":""+82-10-8457-4269""}"	"[{""sku"":""WIDGET-130"",""qty"":5,""price"":101475}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":507375,""status"":""settled""}"	desktop
C409130	2025-02-08T00:05:43Z	"{""email"":""park9668@example.jp"",""country"":""JP"",""phone"":""+81-90-1644-1589""}"	"[{""sku"":""WIDGET-135"",""qty"":3,""price"":20359}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":61077,""status"":""settled""}"	mobile
C410743	2025-02-08T09:10:32Z	"{""email"":""suzuki488@example.kr"",""country"":""KR"",""phone"":""+82-10-4434-9820""}"	"[{""sku"":""WIDGET-327"",""qty"":1,""price"":140014}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":140014,""status"":""pending""}"	tablet
C409748	2025-02-08T05:15:21Z	"{""email"":""suzuki4172@example.jp"",""country"":""JP"",""phone"":""+81-90-5958-4013""}"	"[{""sku"":""WIDGET-152"",""qty"":5,""price"":20448}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":102240,""status"":""settled""}"	tablet
