order_number	created_at	customer_info	line_items	payment_details	device_type
C905027	2025-03-27T04:00:31Z	"{""email"":""lee40@example.kr"",""country"":""KR"",""phone"":""+82-10-9437-8357""}"	"[{""sku"":""WIDGET-369"",""qty"":5,""price"":13437}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":67185,""status"":""settled""}"	desktop
C905267	2025-03-27T10:20:35Z	"{""email"":""park4741@example.jp"",""country"":""JP"",""phone"":""+81-90-6727-7347""}"	"[{""sku"":""WIDGET-296"",""qty"":2,""price"":25628}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":51256,""status"":""settled""}"	mobile
C905425	2025-03-27T05:10:11Z	"{""email"":""kim6201@example.jp"",""country"":""JP"",""phone"":""+81-90-4174-8592""}"	"[{""sku"":""WIDGET-357"",""qty"":4,""price"":18625}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":74500,""status"":""settled""}"	mobile
C902036	2025-03-27T04:10:13Z	"{""email"":""tanaka7090@example.kr"",""country"":""KR"",""phone"":""+82-10-6047-3946""}"	"[{""sku"":""WIDGET-328"",""qty"":4,""price"":11669}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":46676,""status"":""settled""}"	desktop
C902583	2025-03-27T23:35:32Z	"{""email"":""yamada8706@example.kr"",""country"":""KR"",""phone"":""+82-10-3486-3619""}"	"[{""sku"":""WIDGET-204"",""qty"":4,""price"":91317}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":365268,""status"":""pending""}"	tablet
C903354	2025-03-27T03:20:18Z	"{""email"":""lee9360@example.jp"",""country"":""JP"",""phone"":""+81-90-7484-5525""}"	"[{""sku"":""WIDGET-285"",""qty"":4,""price"":19122}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":76488,""status"":""settled""}"	tablet
C898326	2025-03-27T12:00:04Z	"{""email"":""yamada7589@example.jp"",""country"":""JP"",""phone"":""+81-90-1442-3001""}"	"[{""sku"":""WIDGET-274"",""qty"":5,""price"":13350}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":66750,""status"":""settled""}"	tablet
C902931	2025-03-27T11:10:11Z	"{""email"":""kim3377@example.jp"",""country"":""JP"",""phone"":""+81-90-7132-7284""}"	"[{""sku"":""WIDGET-354"",""qty"":2,""price"":20166}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":40332,""status"":""settled""}"	tablet
C906169	2025-03-27T00:40:57Z	"{""email"":""suzuki7184@example.kr"",""country"":""KR"",""phone"":""+82-10-4897-2681""}"	"[{""sku"":""WIDGET-232"",""qty"":3,""price"":131441}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":394323,""status"":""settled""}"	desktop
C904033	2025-03-27T07:40:49Z	"{""email"":""yamada8640@example.kr"",""country"":""KR"",""phone"":""+82-10-7412-6578""}"	"[{""sku"":""WIDGET-113"",""qty"":3,""price"":83908}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":251724,""status"":""completed""}"	tablet
