order_number	created_at	customer_info	line_items	payment_details	device_type
C753508	2025-03-13T17:30:54Z	"{""email"":""tanaka4114@example.jp"",""country"":""JP"",""phone"":""+81-90-6466-9385""}"	"[{""sku"":""WIDGET-156"",""qty"":5,""price"":8592}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":42960,""status"":""completed""}"	desktop
C758080	2025-03-13T12:55:43Z	"{""email"":""suzuki4143@example.jp"",""country"":""JP"",""phone"":""+81-90-2315-1016""}"	"[{""sku"":""WIDGET-188"",""qty"":2,""price"":16852}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":33704,""status"":""settled""}"	desktop
C751383	2025-03-13T19:30:00Z	"{""email"":""lee4343@example.jp"",""country"":""JP"",""phone"":""+81-90-9202-1992""}"	"[{""sku"":""WIDGET-351"",""qty"":3,""price"":10162}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":30486,""status"":""settled""}"	mobile
C752390	2025-03-13T12:20:47Z	"{""email"":""yamada5494@example.kr"",""country"":""KR"",""phone"":""+82-10-9492-5722""}"	"[{""sku"":""WIDGET-347"",""qty"":4,""price"":103390}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":413560,""status"":""pending""}"	desktop
C750410	2025-03-13T06:30:57Z	"{""email"":""tanaka6096@example.jp"",""country"":""JP"",""phone"":""+81-90-9151-4877""}"	"[{""sku"":""WIDGET-285"",""qty"":4,""price"":9714}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":38856,""status"":""settled""}"	desktop
C757398	2025-03-13T07:25:49Z	"{""email"":""tanaka333@example.jp"",""country"":""JP"",""phone"":""+81-90-5969-2720""}"	"[{""sku"":""WIDGET-395"",""qty"":3,""price"":19408}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":58224,""status"":""settled""}"	tablet
C751095	2025-03-13T22:55:11Z	"{""email"":""tanaka8736@example.jp"",""country"":""JP"",""phone"":""+81-90-8018-7507""}"	"[{""sku"":""WIDGET-184"",""qty"":4,""price"":16540}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":66160,""status"":""settled""}"	mobile
C759336	2025-03-13T12:50:30Z	"{""email"":""kim4129@example.kr"",""country"":""KR"",""phone"":""+82-10-2403-9777""}"	"[{""sku"":""WIDGET-348"",""qty"":1,""price"":201961}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":201961,""status"":""completed""}"	mobile
C753758	2025-03-13T13:50:53Z	"{""email"":""kim7178@example.kr"",""country"":""KR"",""phone"":""+82-10-2517-6086""}"	"[{""sku"":""WIDGET-135"",""qty"":1,""price"":97058}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":97058,""status"":""settled""}"	tablet
C759085	2025-03-13T06:50:54Z	"{""email"":""kim3057@example.jp"",""country"":""JP"",""phone"":""+81-90-5160-9943""}"	"[{""sku"":""WIDGET-273"",""qty"":5,""price"":28602}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":143010,""status"":""settled""}"	desktop
C752142	2025-03-13T05:45:28Z	"{""email"":""lee4811@example.kr"",""country"":""KR"",""phone"":""+82-10-1181-6319""}"	"[{""sku"":""WIDGET-160"",""qty"":4,""price"":211571}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":846284,""status"":""settled""}"	mobile
C753030	2025-03-13T04:35:29Z	"{""email"":""lee49@example.jp"",""country"":""JP"",""phone"":""+81-90-7915-6703""}"	"[{""sku"":""WIDGET-388"",""qty"":5,""price"":1610}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":8050,""status"":""settled""}"	mobile
C757208	2025-03-13T16:00:11Z	"{""email"":""suzuki1707@example.kr"",""country"":""KR"",""phone"":""+82-10-1820-7911""}"	"[{""sku"":""WIDGET-378"",""qty"":1,""price"":244056}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":244056,""status"":""settled""}"	desktop
C752790	2025-03-13T22:20:54Z	"{""email"":""tanaka7736@example.kr"",""country"":""KR"",""phone"":""+82-10-3717-2689""}"	"[{""sku"":""WIDGET-115"",""qty"":3,""price"":102899}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":308697,""status"":""completed""}"	tablet
C751693	2025-03-13T03:55:06Z	"{""email"":""suzuki1419@example.kr"",""country"":""KR"",""phone"":""+82-10-4912-8092""}"	"[{""sku"":""WIDGET-206"",""qty"":5,""price"":239570}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":1197850,""status"":""pending""}"	tablet
C756256	2025-03-13T06:10:12Z	"{""email"":""kim7964@example.kr"",""country"":""KR""}"	"[{""sku"":""WIDGET-240"",""qty"":5,""price"":70550}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":352750,""status"":""settled""}"	tablet
