order_number	created_at	customer_info	line_items	payment_details	device_type
C486976	2025-02-16T12:35:24Z	"{""email"":""yamada7423@example.kr"",""country"":""KR"",""phone"":""+82-10-5665-3474""}"	"[{""sku"":""WIDGET-104"",""qty"":1,""price"":105485}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":105485,""status"":""settled""}"	mobile
C487333	2025-02-16T22:10:24Z	"{""email"":""suzuki341@example.kr"",""country"":""KR""}"	"[{""sku"":""WIDGET-338"",""qty"":5,""price"":127339}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":636695,""status"":""settled""}"	mobile
C495578	2025-02-16T11:50:24Z	"{""email"":""park6404@example.jp"",""country"":""JP"",""phone"":""+81-90-5866-4408""}"	"[{""sku"":""WIDGET-298"",""qty"":4,""price"":10803}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":43212,""status"":""pending""}"	tablet
C494901	2025-02-16T20:40:03Z	"{""email"":""yamada8716@example.kr"",""country"":""KR"",""phone"":""+82-10-1290-7224""}"	"[{""sku"":""WIDGET-287"",""qty"":4,""price"":242057}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":968228,""status"":""pending""}"	tablet
C490433	2025-02-16T14:35:56Z	"{""email"":""yamada9605@example.jp"",""country"":""JP"",""phone"":""+81-90-5241-1764""}"	"[{""sku"":""WIDGET-297"",""qty"":2,""price"":6502}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":13004,""status"":""settled""}"	tablet
C488019	2025-02-16T15:50:43Z	"{""email"":""tanaka3696@example.kr"",""country"":""KR"",""phone"":""+82-10-5007-1860""}"	"[{""sku"":""WIDGET-342"",""qty"":3,""price"":96075}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":288225,""status"":""settled""}"	tablet
C495933	2025-02-16T06:45:57Z	"{""email"":""yamada7459@example.jp"",""country"":""JP"",""phone"":""+81-90-8937-4310""}"	"[{""sku"":""WIDGET-258"",""qty"":3,""price"":23062}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":69186,""status"":""settled""}"	mobile
C489150	2025-02-16T12:20:25Z	"{""email"":""park6760@example.kr"",""country"":""KR"",""phone"":""+82-10-1478-5610""}"	"[{""sku"":""WIDGET-167"",""qty"":5,""price"":89950}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":449750,""status"":""settled""}"	mobile
C492784	2025-02-16T10:45:08Z	"{""email"":""park5242@example.jp"",""country"":""JP"",""phone"":""+81-90-2185-7681""}"	"[{""sku"":""WIDGET-108"",""qty"":2,""price"":19834}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":39668,""status"":""settled""}"	mobile
C488780	2025-02-16T09:25:03Z	"{""email"":""kim7070@example.jp"",""country"":""JP"",""phone"":""+81-90-1991-7778""}"	"[{""sku"":""WIDGET-270"",""qty"":3,""price"":8233}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":24699,""status"":""settled""}"	desktop
C491358	2025-02-16T04:05:20Z	"{""email"":""lee7510@example.jp"",""country"":""JP"",""phone"":""+81-90-3156-4131""}"	"[{""sku"":""WIDGET-224"",""qty"":5,""price"":18835}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":94175,""status"":""settled""}"	mobile
C488735	2025-02-16T22:30:05Z	"{""email"":""park1803@example.jp"",""country"":""JP"",""phone"":""+81-90-8027-8351""}"	"[{""sku"":""WIDGET-173"",""qty"":2,""price"":10070}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":20140,""status"":""settled""}"	mobile
C487663	2025-02-16T09:55:12Z	"{""email"":""kim2962@example.kr"",""country"":""KR"",""phone"":""+82-10-4256-6182""}"	"[{""sku"":""WIDGET-136"",""qty"":4,""price"":97251}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":389004,""status"":""settled""}"	desktop
C490636	2025-02-16T12:45:01Z	"{""email"":""tanaka5507@example.jp"",""country"":""JP"",""phone"":""+81-90-4457-8412""}"	"[{""sku"":""WIDGET-252"",""qty"":1,""price"":2798}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":2798,""status"":""settled""}"	mobile
C493285	2025-02-16T05:55:53Z	"{""email"":""park6911@example.jp"",""country"":""JP"",""phone"":""+81-90-4624-3981""}"	"[{""sku"":""WIDGET-129"",""qty"":3,""price"":27934}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":83802,""status"":""completed""}"	mobile
C489609	2025-02-16T18:50:40Z	"{""email"":""lee8489@example.jp"",""country"":""JP"",""phone"":""+81-90-5295-1001""}"	"[{""sku"":""WIDGET-167"",""qty"":1,""price"":4965}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":4965,""status"":""settled""}"	desktop
C492426	2025-02-16T23:25:26Z	"{""email"":""suzuki9576@example.kr"",""country"":""KR"",""phone"":""+82-10-7741-6354""}"	"[{""sku"":""WIDGET-289"",""qty"":2,""price"":194049}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":388098,""status"":""completed""}"	desktop
C487611	2025-02-16T02:50:30Z	"{""email"":""lee5560@example.kr"",""country"":""KR"",""phone"":""+82-10-3420-7297""}"	"[{""sku"":""WIDGET-375"",""qty"":1,""price"":111041}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":111041,""status"":""settled""}"	desktop
C495341	2025-02-16T08:20:06Z	"{""email"":""kim630@example.kr"",""country"":""KR"",""phone"":""+82-10-5112-4803""}"	"[{""sku"":""WIDGET-349"",""qty"":4,""price"":235105}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":940420,""status"":""completed""}"	tablet
C492496	2025-02-16T05:45:47Z	"{""email"":""tanaka9811@example.kr"",""country"":""KR"",""phone"":""+82-10-1996-4736""}"	"[{""sku"":""WIDGET-120"",""qty"":2,""price"":44168}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":88336,""status"":""completed""}"	mobile
C487383	2025-02-16T18:05:45Z	"{""email"":""kim3443@example.kr"",""country"":""KR"",""phone"":""+82-10-7066-6159""}"	"[{""sku"":""WIDGET-282"",""qty"":3,""price"":118433}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":355299,""status"":""settled""}"	mobile
C487942	2025-02-16T03:35:23Z	"{""email"":""park7495@example.kr"",""country"":""KR"",""phone"":""+82-10-1166-6906""}"	"[{""sku"":""WIDGET-151"",""qty"":4,""price"":142997}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":571988,""status"":""settled""}"	desktop
