order_number	created_at	customer_info	line_items	payment_details	device_type
C566086	2025-02-23T20:45:01Z	"{""email"":""lee6981@example.kr"",""country"":""KR"",""phone"":""+82-10-1748-1629""}"	"[{""sku"":""WIDGET-118"",""qty"":5,""price"":124990}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":624950,""status"":""settled""}"	mobile
C567841	2025-02-23T03:00:46Z	"{""email"":""suzuki1425@example.jp"",""country"":""JP"",""phone"":""+81-90-3021-6798""}"	"[{""sku"":""WIDGET-266"",""qty"":1,""price"":21143}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":21143,""status"":""settled""}"	mobile
C565118	2025-02-23T07:50:00Z	"{""email"":""lee573@example.jp"",""country"":""JP"",""phone"":""+81-90-9005-3218""}"	"[{""sku"":""WIDGET-392"",""qty"":3,""price"":19553}]"	"{""method"":""mobile_wallet"",""currency"":""JPY"",""amount"":58659,""status"":""settled""}"	tablet
C565389	2025-02-23T22:30:43Z	"{""email"":""kim9375@example.kr"",""country"":""KR"",""phone"":""+82-10-4116-5027""}"	"[{""sku"":""WIDGET-205"",""qty"":3,""price"":129970}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":389910,""status"":""settled""}"	desktop
C565161	2025-02-23T03:20:21Z	"{""email"":""lee6675@example.kr"",""country"":""KR"",""phone"":""+82-10-3250-2518""}"	"[{""sku"":""WIDGET-299"",""qty"":2,""price"":9993}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":19986,""status"":""pending""}"	tablet
C565033	2025-02-23T12:10:03Z	"{""email"":""park3241@example.kr"",""country"":""KR"",""phone"":""+82-10-7026-5044""}"	"[{""sku"":""WIDGET-359"",""qty"":2,""price"":65463}]"	"{""method"":""bank_transfer"",""currency"":""KRW"",""amount"":130926,""status"":""settled""}"	desktop
C560703	2025-02-23T08:35:32Z	"{""email"":""suzuki1900@example.kr"",""country"":""KR"",""phone"":""+82-10-5607-1793""}"	"[{""sku"":""WIDGET-251"",""qty"":4,""price"":204697}]"	"{""method"":""mobile_wallet"",""currency"":""KRW"",""amount"":818788,""status"":""settled""}"	desktop
C561057	2025-02-23T12:05:53Z	"{""email"":""kim8457@example.jp"",""country"":""JP"",""phone"":""+81-90-8387-8731""}"	"[{""sku"":""WIDGET-219"",""qty"":3,""price"":24403}]"	"{""method"":""credit_card"",""currency"":""JPY"",""amount"":73209,""status"":""settled""}"	mobile
C567477	2025-02-23T20:10:42Z	"{""email"":""yamada6152@example.kr"",""country"":""KR"",""phone"":""+82-10-9241-8860""}"	"[{""sku"":""WIDGET-278"",""qty"":4,""price"":193030}]"	"{""method"":""credit_card"",""currency"":""KRW"",""amount"":772120,""status"":""completed""}"	mobile
C567060	2025-02-23T06:50:56Z	"{""email"":""kim5631@example.jp"",""country"":""JP"",""phone"":""+81-90-8659-2297""}"	"[{""sku"":""WIDGET-306"",""qty"":1,""price"":14679}]"	"{""method"":""bank_transfer"",""currency"":""JPY"",""amount"":14679,""status"":""completed""}"	tablet
