order_id,order_date,email,product_sku,quantity,unit_price,total_amount,payment_method,store_id,promo_code,discount_pct,loyalty_points
US799680,03/27/2025,john.smith3190@gmail.com,GADGET-74,5,223.53,950.0,credit_card,STORE_114,WELCOME15,15.0,150.0
US807686,03/27/2025,maria.smith5579@outlook.com,GADGET-52,2,111.93,167.9,google_pay,STORE_108,VIP25,25.0,250.0
US810501,03/27/2025,sam.williams4799@outlook.com,GADGET-09,1,151.25,136.12,google_pay,STORE_102,SAVE10,10.0,100.0
US798249,03/27/2025,chris.williams7281@gmail.com,GADGET-59,5,264.39,1321.95,paypal,STORE_111,,,
US810655,03/27/2025,lisa.jones3572@email.com,GADGET-06,2,117.44,187.9,apple_pay,STORE_112,SAVE20,20.0,200.0
US811316,03/27/2025,david.jones6759@gmail.com,GADGET-30,3,33.71,101.13,bank_transfer,STORE_108,,,
US801043,03/27/2025,maria.williams2596@gmail.com,GADGET-43,5,75.86,341.37,bank_transfer,STORE_117,SAVE10,10.0,100.0
US809199,03/27/2025,john.johnson5988@gmail.com,GADGET-46,5,282.62,1413.1,google_pay,STORE_118,,,
US802302,03/27/2025,chris.williams6717@email.com,GADGET-49,5,113.78,568.9,google_pay,STORE_115,,,
US810155,03/27/2025,alex.jones2381@yahoo.com,GADGET-77,1,248.59,186.44,google_pay,STORE_104,VIP25,25.0,250.0
US808945,03/27/2025,john.smith3899@outlook.com,GADGET-19,5,56.49,282.45,google_pay,STORE_105,,,
US802598,03/27/2025,chris.smith7627@outlook.com,GADGET-37,4,29.6,118.4,bank_transfer,STORE_111,,,
US806011,03/27/2025,jane.williams236@email.com,GADGET-18,4,142.17,568.68,bank_transfer,STORE_116,,,
US799233,03/27/2025,maria.brown3475@outlook.com,GADGET-45,2,108.09,194.56,paypal,STORE_104,SAVE10,10.0,100.0
US803996,03/27/2025,chris.williams8059@outlook.com,GADGET-19,4,134.79,458.29,paypal,STORE_114,WELCOME15,15.0,150.0
US811012,03/27/2025,jane.williams5200@gmail.com,GADGET-07,2,260.52,521.04,google_pay,STORE_107,,,
US798835,03/27/2025,sam.jones4148@gmail.com,GADGET-22,2,245.31,490.62,google_pay,STORE_102,,,
US798599,03/27/2025,david.williams6321@gmail.com,GADGET-47,1,40.01,32.01,bank_transfer,STORE_101,SAVE20,20.0,200.0
US801475,03/27/2025,sam.williams3964@gmail.com,GADGET-72,1,229.86,195.38,bank_transfer,STORE_115,WELCOME15,15.0,150.0
US805235,03/27/2025,jane.brown5239@gmail.com,GADGET-03,4,164.81,659.24,credit_card,STORE_118,,,
US809356,03/27/2025,john.johnson2434@outlook.com,GADGET-20,2,162.77,325.54,paypal,STORE_108,,,
US811218,03/27/2025,chris.jones1018@yahoo.com,GADGET-47,4,57.53,195.6,paypal,STORE_109,WELCOME15,15.0,150.0
US799018,03/27/2025,lisa.brown2050@gmail.com,GADGET-54,3,123.17,369.51,google_pay,STORE_104,,,
US805866,03/27/2025,maria.brown6830@email.com,GADGET-42,1,91.1,91.1,paypal,STORE_105,,,
US800024,03/27/2025,lisa.brown1156@yahoo.com,GADGET-56,4,198.94,795.76,paypal,STORE_118,,,
US809863,03/27/2025,david.johnson9770@yahoo.com,GADGET-68,2,59.32,100.84,apple_pay,STORE_104,WELCOME15,15.0,150.0
US805953,03/27/2025,chris.brown1028@gmail.com,GADGET-19,1,76.39,64.93,apple_pay,STORE_102,WELCOME15,15.0,150.0
US804605,03/27/2025,chris.johnson297@gmail.com,GADGET-67,4,55.61,177.95,bank_transfer,STORE_111,SAVE20,20.0,200.0
US799459,03/27/2025,sam.williams1872@gmail.com,GADGET-61,4,147.86,473.15,apple_pay,STORE_107,SAVE20,20.0,200.0
US806534,03/27/2025,david.brown4066@gmail.com,GADGET-72,4,50.54,202.16,paypal,STORE_120,,,
US799885,03/27/2025,sam.johnson8122@gmail.com,GADGET-67,3,203.13,609.39,apple_pay,STORE_103,,,
US812050,03/27/2025,john.williams8360@gmail.com,GADGET-73,5,20.61,103.05,google_pay,STORE_114,,,
US802003,03/27/2025,jane.williams1906@email.com,GADGET-70,5,41.07,205.35,apple_pay,STORE_110,,,
US810475,03/27/2025,maria.williams5525@yahoo.com,GADGET-71,3,55.08,165.24,paypal,STORE_102,,,
US800257,03/27/2025,john.smith931@email.com,GADGET-08,2,141.3,240.21,google_pay,STORE_119,WELCOME15,15.0,150.0
US803030,03/27/2025,alex.williams8933@yahoo.com,GADGET-37,3,166.67,400.01,credit_card,STORE_107,SAVE20,20.0,200.0
US804537,03/27/2025,chris.jones5215@yahoo.com,GADGET-75,5,132.91,664.55,bank_transfer,STORE_101,,,
US802081,03/27/2025,john.smith1089@outlook.com,GADGET-27,4,26.41,89.79,google_pay,STORE_108,WELCOME15,15.0,150.0
US798091,03/27/2025,jane.williams4918@outlook.com,GADGET-34,3,275.94,703.65,bank_transfer,STORE_116,WELCOME15,15.0,150.0
US798845,03/27/2025,lisa.johnson8696@email.com,GADGET-62,3,284.54,682.9,apple_pay,STORE_114,SAVE20,20.0,200.0
US809567,03/27/2025,lisa.smith7123@yahoo.com,GADGET-02,3,255.24,612.58,credit_card,STORE_108,SAVE20,20.0,200.0
US811570,03/27/2025,lisa.miller2298@gmail.com,GADGET-49,2,117.64,199.99,apple_pay,STORE_115,WELCOME15,15.0,150.0
US798812,03/27/2025,jane.johnson2845@gmail.com,GADGET-42,3,187.08,561.24,apple_pay,STORE_104,,,
US800853,03/27/2025,john.jones3212@email.com,GADGET-11,4,168.22,504.66,google_pay,STORE_101,VIP25,25.0,250.0
US811557,03/27/2025,chris.smith1943@email.com,GADGET-20,1,209.48,209.48,google_pay,STORE_119,,,
US798877,03/27/2025,david.smith1416@outlook.com,GADGET-12,3,236.64,638.93,credit_card,STORE_109,SAVE10,10.0,100.0
US805256,03/27/2025,david.miller9590@gmail.com,GADGET-72,3,137.75,351.26,bank_transfer,STORE_113,WELCOME15,15.0,150.0
US805129,03/27/2025,david.miller2630@gmail.com,GADGET-35,4,124.45,497.8,paypal,STORE_115,,,
US810317,03/27/2025,john.jones2024@outlook.com,GADGET-67,4,233.07,745.82,credit_card,STORE_113,SAVE20,20.0,200.0
US809747,03/27/2025,sam.williams3764@email.com,GADGET-14,5,78.93,394.65,credit_card,STORE_118,,,
US812182,03/27/2025,maria.williams7533@email.com,GADGET-68,3,25.59,76.77,google_pay,STORE_120,,,
US799712,03/27/2025,sam.johnson9627@yahoo.com,GADGET-56,1,100.6,80.48,bank_transfer,STORE_118,SAVE20,20.0,200.0
US807532,03/27/2025,chris.johnson1906@gmail.com,GADGET-46,4,113.0,384.2,bank_transfer,STORE_111,WELCOME15,15.0,150.0
US805828,03/27/2025,sam.smith6315@yahoo.com,GADGET-75,4,178.72,643.39,bank_transfer,STORE_110,SAVE10,10.0,100.0
US808544,03/27/2025,john.williams3351@outlook.com,GADGET-74,3,142.91,342.98,bank_transfer,STORE_117,SAVE20,20.0,200.0
US811047,03/27/2025,jane.smith7122@outlook.com,GADGET-22,2,108.43,216.86,google_pay,STORE_120,,,
US810356,03/27/2025,lisa.brown5343@gmail.com,GADGET-58,2,82.43,164.86,bank_transfer,STORE_105,,,
US809395,03/27/2025,alex.miller6952@yahoo.com,GADGET-46,4,237.7,713.1,bank_transfer,STORE_116,VIP25,25.0,250.0
US808391,03/27/2025,david.brown5699@outlook.com,GADGET-52,1,65.73,65.73,paypal,STORE_118,,,
US808947,03/27/2025,david.williams4480@gmail.com,GADGET-36,2,149.75,269.55,credit_card,STORE_110,SAVE10,10.0,100.0
US804841,03/27/2025,david.smith6431@gmail.com,GADGET-16,4,262.44,1049.76,apple_pay,STORE_118,,,
US805883,03/27/2025,jane.brown7269@gmail.com,GADGET-25,1,288.38,288.38,credit_card,STORE_112,,,
US798601,03/27/2025,lisa.johnson6053@outlook.com,GADGET-11,3,66.59,199.77,bank_transfer,STORE_103,,,
US803258,03/27/2025,jane.jones2505@yahoo.com,GADGET-44,1,45.33,45.33,paypal,STORE_104,,,
US809637,03/27/2025,chris.jones5397@yahoo.com,GADGET-50,5,109.16,409.35,google_pay,STORE_120,VIP25,25.0,250.0
US811483,03/27/2025,john.smith9172@outlook.com,GADGET-02,2,67.76,101.64,apple_pay,STORE_103,VIP25,25.0,250.0
US802810,03/27/2025,sam.miller157@yahoo.com,GADGET-12,2,250.86,426.46,bank_transfer,STORE_101,WELCOME15,15.0,150.0
US798651,03/27/2025,jane.johnson473@yahoo.com,GADGET-10,3,186.51,475.6,apple_pay,STORE_104,WELCOME15,15.0,150.0
US809279,03/27/2025,lisa.jones465@gmail.com,GADGET-67,2,71.09,142.18,paypal,STORE_101,,,
US801565,03/27/2025,jane.williams3062@outlook.com,GADGET-24,5,249.0,1245.0,apple_pay,STORE_111,,,
US812089,03/27/2025,maria.williams9134@email.com,GADGET-70,2,178.58,267.87,apple_pay,STORE_108,VIP25,25.0,250.0
US811142,03/27/2025,maria.williams4657@gmail.com,GADGET-17,1,92.6,92.6,paypal,STORE_110,,,
US800868,03/27/2025,alex.williams4417@gmail.com,GADGET-03,2,187.89,375.78,google_pay,STORE_120,,,
US803770,03/27/2025,david.johnson6199@outlook.com,GADGET-23,1,21.26,15.95,apple_pay,STORE_104,VIP25,25.0,250.0
US802657,03/27/2025,chris.brown9495@outlook.com,GADGET-09,5,63.82,287.19,bank_transfer,STORE_118,SAVE10,10.0,100.0
US801085,03/27/2025,maria.smith7414@gmail.com,GADGET-05,1,135.73,135.73,credit_card,STORE_119,,,
US806540,03/27/2025,sam.miller4171@gmail.com,GADGET-45,1,138.68,138.68,bank_transfer,STORE_106,,,
US805755,03/27/2025,maria.johnson5514@email.com,GADGET-29,4,42.35,135.52,apple_pay,STORE_107,SAVE20,20.0,200.0
US810409,03/27/2025,alex.smith9362@yahoo.com,GADGET-46,2,217.17,325.75,paypal,STORE_106,VIP25,25.0,250.0
US804203,03/27/2025,chris.williams7738@gmail.com,GADGET-21,1,116.76,116.76,credit_card,STORE_115,,,
US809315,03/27/2025,jane.jones5927@email.com,GADGET-68,5,124.5,529.12,credit_card,STORE_111,WELCOME15,15.0,150.0
US800963,03/27/2025,sam.smith4355@email.com,GADGET-70,4,236.9,947.6,paypal,STORE_108,,,
US808216,03/27/2025,sam.williams8080@gmail.com,GADGET-18,3,240.69,722.07,bank_transfer,STORE_117,,,
US809163,03/27/2025,alex.smith9636@yahoo.com,GADGET-76,1,262.61,262.61,credit_card,STORE_110,,,
US807827,03/27/2025,lisa.miller2978@yahoo.com,GADGET-51,1,113.51,113.51,bank_transfer,STORE_117,,,
US806851,03/27/2025,maria.johnson2548@email.com,GADGET-62,1,205.0,174.25,bank_transfer,STORE_113,WELCOME15,15.0,150.0
US811727,03/27/2025,chris.williams1809@email.com,GADGET-05,5,227.99,1139.95,bank_transfer,STORE_117,,,
US804741,03/27/2025,lisa.miller8977@outlook.com,GADGET-04,5,236.41,1182.05,credit_card,STORE_116,,,
US806056,03/27/2025,john.jones2258@gmail.com,GADGET-24,5,65.89,329.45,paypal,STORE_117,,,
US801137,03/27/2025,jane.smith385@yahoo.com,GADGET-39,4,284.21,909.47,paypal,STORE_106,SAVE20,20.0,200.0
US810507,03/27/2025,alex.miller4178@email.com,GADGET-03,4,202.28,809.12,paypal,STORE_113,,,
US802745,03/27/2025,sam.jones3063@email.com,GADGET-53,4,231.01,739.23,bank_transfer,STORE_112,SAVE20,20.0,200.0
US803172,03/27/2025,alex.miller3969@email.com,GADGET-54,3,194.03,582.09,credit_card,STORE_104,,,
US809604,03/27/2025,maria.johnson6062@gmail.com,GADGET-73,3,108.2,292.14,paypal,STORE_111,SAVE10,10.0,100.0
US801600,03/27/2025,jane.williams7035@gmail.com,GADGET-39,4,186.18,744.72,paypal,STORE_113,,,
US802300,03/27/2025,david.williams8593@outlook.com,GADGET-09,4,33.78,135.12,paypal,STORE_103,,,
US806852,03/27/2025,lisa.miller2921@outlook.com,GADGET-11,2,203.24,304.86,google_pay,STORE_103,VIP25,25.0,250.0
US799906,03/27/2025,lisa.williams6100@gmail.com,GADGET-57,5,210.34,1051.7,google_pay,STORE_105,,,
US804233,03/27/2025,john.brown2283@email.com,GADGET-37,1,226.58,181.26,paypal,STORE_115,SAVE20,20.0,200.0
US809777,03/27/2025,david.jones1026@email.com,GADGET-42,5,156.07,780.35,google_pay,STORE_115,,,
US803660,03/27/2025,alex.johnson5479@email.com,GADGET-57,4,243.1,972.4,apple_pay,STORE_103,,,
US804721,03/27/2025,john.williams8652@gmail.com,GADGET-29,2,199.3,338.81,credit_card,STORE_107,WELCOME15,15.0,150.0
US808208,03/27/2025,maria.williams1531@yahoo.com,GADGET-61,5,42.09,210.45,credit_card,STORE_106,,,
US800474,03/27/2025,maria.johnson5856@yahoo.com,GADGET-43,1,291.5,262.35,bank_transfer,STORE_117,SAVE10,10.0,100.0
US803322,03/27/2025,jane.smith185@outlook.com,GADGET-49,2,280.44,504.79,apple_pay,STORE_117,SAVE10,10.0,100.0
US807548,03/27/2025,maria.williams4711@gmail.com,GADGET-49,4,260.99,782.97,bank_transfer,STORE_105,VIP25,25.0,250.0
