order_id,order_date,email,product_sku,quantity,unit_price,total_amount,payment_method,store_id,promo_code,discount_pct,loyalty_points
US764979,03/24/2025,alex.williams4366@email.com,GADGET-37,5,186.93,934.65,google_pay,STORE_114,,,
US759495,03/24/2025,chris.jones5851@yahoo.com,GADGET-25,2,125.51,251.02,apple_pay,STORE_110,,,
US761849,03/24/2025,alex.jones8119@yahoo.com,GADGET-43,1,70.86,70.86,credit_card,STORE_109,,,
US767441,03/24/2025,chris.johnson6034@yahoo.com,GADGET-67,5,60.86,258.66,google_pay,STORE_116,WELCOME15,15.0,150.0
US755679,03/24/2025,jane.miller7402@yahoo.com,GADGET-47,1,51.55,43.82,bank_transfer,STORE_113,WELCOME15,15.0,150.0
US760702,03/24/2025,david.smith2831@gmail.com,GADGET-54,3,297.48,713.95,google_pay,STORE_105,SAVE20,20.0,200.0
US757385,03/24/2025,john.johnson1053@outlook.com,GADGET-19,3,276.68,830.04,google_pay,STORE_108,,,
US755497,03/24/2025,john.jones6164@outlook.com,GADGET-07,4,227.03,771.9,google_pay,STORE_114,WELCOME15,15.0,150.0
US766831,03/24/2025,lisa.miller4434@email.com,GADGET-26,4,234.5,938.0,google_pay,STORE_108,,,
US766402,03/24/2025,jane.johnson381@yahoo.com,GADGET-32,1,264.61,264.61,credit_card,STORE_120,,,
US768676,03/24/2025,alex.brown9695@email.com,GADGET-37,1,69.89,69.89,credit_card,STORE_102,,,
US763215,03/24/2025,alex.smith300@gmail.com,GADGET-08,2,263.65,527.3,paypal,STORE_119,,,
US767308,03/24/2025,lisa.miller4270@outlook.com,GADGET-11,3,297.25,891.75,google_pay,STORE_115,,,
US764968,03/24/2025,john.johnson2216@email.com,GADGET-26,5,121.41,607.05,apple_pay,STORE_109,,,
US764019,03/24/2025,john.williams2548@outlook.com,GADGET-46,3,134.93,404.79,google_pay,STORE_114,,,
US764753,03/24/2025,sam.johnson3076@email.com,GADGET-57,4,45.62,145.98,credit_card,STORE_117,SAVE20,20.0,200.0
US762986,03/24/2025,maria.jones3018@outlook.com,GADGET-17,2,79.14,158.28,apple_pay,STORE_103,,,
US758661,03/24/2025,maria.brown1875@outlook.com,GADGET-33,1,297.73,297.73,credit_card,STORE_103,,,
US765654,03/24/2025,maria.jones55@yahoo.com,GADGET-45,4,108.68,391.25,credit_card,STORE_115,SAVE10,10.0,100.0
US755754,03/24/2025,sam.miller7742@outlook.com,GADGET-36,2,23.73,47.46,credit_card,STORE_112,,,
US757072,03/24/2025,alex.brown5869@gmail.com,GADGET-24,2,39.44,78.88,bank_transfer,STORE_118,,,
US756849,03/24/2025,sam.brown7760@email.com,GADGET-72,3,89.68,201.78,apple_pay,STORE_110,VIP25,25.0,250.0
US763742,03/24/2025,jane.jones3310@outlook.com,GADGET-79,3,186.45,559.35,apple_pay,STORE_102,,,
US762926,03/24/2025,david.williams7046@outlook.com,GADGET-74,2,105.59,211.18,bank_transfer,STORE_102,,,
US763202,03/24/2025,john.jones9403@gmail.com,GADGET-77,3,115.51,259.9,credit_card,STORE_108,VIP25,25.0,250.0
US760882,03/24/2025,jane.williams2790@gmail.com,GADGET-73,2,126.94,253.88,apple_pay,STORE_119,,,
US767196,03/24/2025,chris.johnson7190@outlook.com,GADGET-02,1,33.88,30.49,google_pay,STORE_106,SAVE10,10.0,100.0
US769426,03/24/2025,chris.johnson5091@email.com,GADGET-62,3,153.07,344.41,credit_card,STORE_115,VIP25,25.0,250.0
US760932,03/24/2025,alex.brown4917@yahoo.com,GADGET-73,1,252.33,252.33,credit_card,STORE_117,,,
US762239,03/24/2025,lisa.jones5734@gmail.com,GADGET-42,4,247.82,991.28,google_pay,STORE_111,,,
US759253,03/24/2025,sam.jones1420@outlook.com,GADGET-48,5,139.37,696.85,apple_pay,STORE_118,,,
US766682,03/24/2025,maria.miller8170@outlook.com,GADGET-46,3,77.47,174.31,google_pay,STORE_107,VIP25,25.0,250.0
US764713,03/24/2025,john.miller96@gmail.com,GADGET-10,2,250.81,501.62,bank_transfer,STORE_114,,,
US760521,03/24/2025,lisa.smith7981@outlook.com,GADGET-55,5,261.36,980.1,apple_pay,STORE_108,VIP25,25.0,250.0
US758081,03/24/2025,alex.jones9983@yahoo.com,GADGET-44,4,294.03,1058.51,apple_pay,STORE_114,SAVE10,10.0,100.0
US760839,03/24/2025,maria.smith8153@yahoo.com,GADGET-72,3,112.45,269.88,paypal,STORE_106,SAVE20,20.0,200.0
US769035,03/24/2025,david.miller763@email.com,GADGET-60,4,159.79,543.29,google_pay,STORE_106,WELCOME15,15.0,150.0
US760642,03/24/2025,sam.johnson5867@yahoo.com,GADGET-36,2,133.84,267.68,bank_transfer,STORE_115,,,
US769323,03/24/2025,lisa.smith2827@outlook.com,GADGET-07,4,60.44,217.58,apple_pay,STORE_111,SAVE10,10.0,100.0
US767023,03/24/2025,david.williams6232@gmail.com,GADGET-64,1,23.87,23.87,paypal,STORE_107,,,
US766772,03/24/2025,lisa.brown8379@email.com,GADGET-58,2,296.58,474.53,credit_card,STORE_117,SAVE20,20.0,200.0
US766054,03/24/2025,alex.williams5159@email.com,GADGET-79,2,291.96,583.92,bank_transfer,STORE_115,,,
US757397,03/24/2025,david.smith5093@yahoo.com,GADGET-70,1,254.5,190.88,paypal,STORE_106,VIP25,25.0,250.0
US758031,03/24/2025,maria.miller2955@yahoo.com,GADGET-67,5,67.46,337.3,paypal,STORE_119,,,
US760812,03/24/2025,maria.johnson9511@outlook.com,GADGET-55,2,69.4,138.8,google_pay,STORE_109,,,
US755386,03/24/2025,lisa.johnson9304@gmail.com,GADGET-41,3,266.79,720.33,credit_card,STORE_111,SAVE10,10.0,100.0
US764039,03/24/2025,david.smith5158@email.com,GADGET-14,2,91.2,182.4,apple_pay,STORE_109,,,
US769427,03/24/2025,lisa.smith9832@yahoo.com,GADGET-72,1,137.22,102.91,credit_card,STORE_108,VIP25,25.0,250.0
US768666,03/24/2025,chris.smith8618@outlook.com,GADGET-34,3,289.25,867.75,paypal,STORE_109,,,
