order_id,order_date,customer_email,product_sku,quantity,unit_price,total_amount,payment_method,store_id
US344172,02/23/2025,david.brown7552@gmail.com,GADGET-39,5,160.08,640.32,bank_transfer,STORE_116
US345562,02/23/2025,david.jones4510@yahoo.com,GADGET-45,5,41.62,208.1,google_pay,STORE_113
US345639,02/23/2025,sam.miller7136@gmail.com,GADGET-34,2,269.4,538.8,google_pay,STORE_117
US343561,02/23/2025,chris.miller1112@yahoo.com,GADGET-68,5,50.22,213.44,google_pay,STORE_107
US351560,02/23/2025,david.miller5154@yahoo.com,GADGET-27,1,277.52,208.14,bank_transfer,STORE_120
US346909,02/23/2025,chris.jones4604@yahoo.com,GADGET-74,3,196.46,589.38,credit_card,STORE_109
US354970,02/23/2025,john.smith5347@gmail.com,GADGET-73,5,138.67,693.35,bank_transfer,STORE_103
US353225,02/23/2025,maria.miller3610@yahoo.com,GADGET-05,5,21.52,107.6,apple_pay,STORE_106
US349495,02/23/2025,chris.smith8649@yahoo.com,GADGET-08,5,266.99,1067.96,credit_card,STORE_109
US350135,02/23/2025,chris.brown5612@gmail.com,GADGET-49,3,190.78,572.34,google_pay,STORE_103
US345451,02/23/2025,chris.williams5314@gmail.com,GADGET-10,3,213.64,512.74,google_pay,STORE_114
US349034,02/23/2025,jane.johnson9258@outlook.com,GADGET-01,2,223.46,446.92,bank_transfer,STORE_108
US346923,02/23/2025,lisa.johnson9326@gmail.com,GADGET-64,2,266.39,479.5,apple_pay,STORE_118
US343264,02/23/2025,sam.jones9219@gmail.com,GADGET-28,1,272.17,231.34,credit_card,STORE_118
US347425,02/23/2025,sam.miller9534@yahoo.com,GADGET-41,1,241.94,241.94,google_pay,STORE_116
US345062,02/23/2025,sam.smith7883@yahoo.com,GADGET-36,2,250.32,500.64,bank_transfer,STORE_110
US355373,02/23/2025,lisa.jones7190@outlook.com,GADGET-11,1,67.94,67.94,paypal,STORE_109
US343060,02/23/2025,maria.williams7059@email.com,GADGET-16,4,63.85,255.4,apple_pay,STORE_102
US346286,02/23/2025,david.miller4380@yahoo.com,GADGET-18,1,279.49,223.59,google_pay,STORE_115
US352340,02/23/2025,sam.brown2874@yahoo.com,GADGET-09,2,106.01,212.02,credit_card,STORE_119
US347764,02/23/2025,sam.smith4072@outlook.com,GADGET-26,5,266.0,1330.0,paypal,STORE_111
US349956,02/23/2025,chris.williams9249@email.com,GADGET-61,3,114.29,308.58,paypal,STORE_101
US344182,02/23/2025,alex.williams2342@email.com,GADGET-25,1,94.8,80.58,apple_pay,STORE_111
US347831,02/23/2025,lisa.smith9080@gmail.com,GADGET-79,4,139.21,556.84,apple_pay,STORE_117
US349091,02/23/2025,david.jones9157@outlook.com,GADGET-27,1,24.08,19.26,apple_pay,STORE_109
US350231,02/23/2025,maria.johnson4503@yahoo.com,GADGET-08,3,67.81,203.43,credit_card,STORE_108
US355560,02/23/2025,maria.brown7421@outlook.com,GADGET-06,4,110.08,440.32,google_pay,STORE_108
US351618,02/23/2025,alex.smith4215@email.com,GADGET-56,4,106.23,424.92,bank_transfer,STORE_119
US350029,02/23/2025,david.smith619@yahoo.com,GADGET-56,4,43.82,175.28,bank_transfer,STORE_114
US344168,02/23/2025,alex.johnson8368@yahoo.com,GADGET-03,5,104.02,520.1,credit_card,STORE_104
US343482,02/23/2025,john.brown6625@outlook.com,GADGET-31,2,73.38,146.76,paypal,STORE_111
US351292,02/23/2025,john.brown2003@email.com,GADGET-29,4,203.0,812.0,google_pay,STORE_112
US353418,02/23/2025,chris.williams2557@yahoo.com,GADGET-49,3,85.19,217.23,bank_transfer,STORE_119
US350549,02/23/2025,sam.jones5246@yahoo.com,GADGET-68,1,228.79,228.79,google_pay,STORE_104
