order_id,order_date,customer_email,product_sku,quantity,unit_price,total_amount,payment_method,store_id
US021042,01/31/2025,maria.brown2436@yahoo.com,GADGET-74,4,105.83,380.99,apple_pay,STORE_119
US014474,01/31/2025,lisa.jones3092@gmail.com,GADGET-29,1,72.49,72.49,bank_transfer,STORE_116
US026030,01/31/2025,david.miller1179@outlook.com,GADGET-50,1,72.56,65.3,paypal,STORE_109
US021128,01/31/2025,jane.smith2126@gmail.com,GADGET-42,5,45.73,228.65,bank_transfer,STORE_109
US025580,01/31/2025,maria.johnson3128@gmail.com,GADGET-46,1,290.01,246.51,credit_card,STORE_103
US020060,01/31/2025,maria.miller8091@email.com,GADGET-57,5,86.16,344.64,google_pay,STORE_113
US026211,01/31/2025,david.brown696@gmail.com,GADGET-16,4,159.63,478.89,credit_card,STORE_104
US027968,01/31/2025,lisa.williams6675@gmail.com,GADGET-74,4,173.55,694.2,paypal,STORE_118
US019022,01/31/2025,maria.jones2843@outlook.com,GADGET-56,1,188.62,160.33,credit_card,STORE_113
US027799,01/31/2025,john.brown8145@outlook.com,GADGET-31,2,235.25,470.5,google_pay,STORE_103
US023784,01/31/2025,sam.johnson615@gmail.com,GADGET-40,3,229.37,619.3,paypal,STORE_120
US022870,01/31/2025,john.williams7243@outlook.com,GADGET-33,5,166.01,830.05,bank_transfer,STORE_102
US023197,01/31/2025,david.williams9217@yahoo.com,GADGET-39,4,253.13,1012.52,apple_pay,STORE_118
US023474,01/31/2025,sam.miller4742@yahoo.com,GADGET-35,3,226.13,576.63,apple_pay,STORE_118
US027291,01/31/2025,lisa.miller1480@gmail.com,GADGET-26,5,296.75,1483.75,bank_transfer,STORE_106
US026023,01/31/2025,alex.williams1039@yahoo.com,GADGET-02,3,233.76,701.28,bank_transfer,STORE_109
US016101,01/31/2025,alex.brown7771@email.com,GADGET-40,3,270.34,811.02,apple_pay,STORE_119
US026939,01/31/2025,david.miller7546@outlook.com,GADGET-25,1,172.56,155.3,credit_card,STORE_109
US017390,01/31/2025,sam.johnson4585@outlook.com,GADGET-05,1,132.14,132.14,paypal,STORE_111
US017784,01/31/2025,lisa.johnson4162@gmail.com,GADGET-53,3,187.67,563.01,google_pay,STORE_103
US027414,01/31/2025,john.johnson8300@outlook.com,GADGET-03,3,248.49,745.47,credit_card,STORE_115
US020727,01/31/2025,john.johnson2505@outlook.com,GADGET-12,5,258.8,1294.0,google_pay,STORE_117
US015706,01/31/2025,david.brown4320@outlook.com,GADGET-13,4,170.42,681.68,paypal,STORE_112
US026941,01/31/2025,jane.johnson3737@email.com,GADGET-28,3,199.3,508.22,google_pay,STORE_103
US026055,01/31/2025,lisa.johnson8334@gmail.com,GADGET-23,3,61.3,183.9,bank_transfer,STORE_105
US022629,01/31/2025,maria.williams6015@email.com,GADGET-41,3,186.13,558.39,bank_transfer,STORE_115
US021254,01/31/2025,sam.brown4038@email.com,GADGET-46,3,280.6,841.8,google_pay,STORE_120
US025922,01/31/2025,jane.smith1464@outlook.com,GADGET-56,2,149.08,298.16,credit_card,STORE_117
US019833,01/31/2025,maria.brown955@yahoo.com,GADGET-15,4,263.77,896.82,google_pay,STORE_117
US018791,01/31/2025,chris.jones7588@yahoo.com,GADGET-28,3,20.97,62.91,apple_pay,STORE_118
US020250,01/31/2025,jane.smith7806@yahoo.com,GADGET-21,3,49.62,148.86,apple_pay,STORE_114
US023532,01/31/2025,chris.johnson507@gmail.com,GADGET-23,4,29.26,117.04,apple_pay,STORE_105
US025826,01/31/2025,alex.smith6790@email.com,GADGET-28,2,272.47,544.94,google_pay,STORE_116
US026340,01/31/2025,jane.brown6686@outlook.com,GADGET-11,3,161.56,411.98,apple_pay,STORE_105
US021270,01/31/2025,chris.jones9789@yahoo.com,GADGET-02,2,31.4,62.8,paypal,STORE_102
US022603,01/31/2025,lisa.brown254@outlook.com,GADGET-51,5,217.87,925.95,apple_pay,STORE_103
US018195,01/31/2025,jane.williams6471@outlook.com,GADGET-33,1,43.37,43.37,credit_card,STORE_106
US025049,01/31/2025,david.johnson7566@outlook.com,GADGET-52,1,138.98,138.98,apple_pay,STORE_111
US018278,01/31/2025,maria.johnson7087@email.com,GADGET-17,5,236.16,1180.8,bank_transfer,STORE_112
US019062,01/31/2025,jane.johnson3603@yahoo.com,GADGET-27,2,220.35,440.7,credit_card,STORE_104
US016907,01/31/2025,chris.miller6903@outlook.com,GADGET-21,3,231.87,695.61,apple_pay,STORE_114
US015249,01/31/2025,alex.jones4822@yahoo.com,GADGET-50,3,48.14,144.42,google_pay,STORE_103
US025554,01/31/2025,jane.brown2683@email.com,GADGET-18,2,144.88,217.32,apple_pay,STORE_106
US023816,01/31/2025,alex.smith6699@outlook.com,GADGET-54,4,140.04,476.14,apple_pay,STORE_112
US021008,01/31/2025,alex.williams3296@yahoo.com,GADGET-24,4,290.15,1160.6,paypal,STORE_101
US016972,01/31/2025,chris.jones4608@email.com,GADGET-78,2,63.82,127.64,apple_pay,STORE_102
US028436,01/31/2025,david.williams1847@email.com,GADGET-53,2,218.87,437.74,paypal,STORE_115
US017521,01/31/2025,chris.jones9159@email.com,GADGET-25,5,58.1,246.92,apple_pay,STORE_105
US024735,01/31/2025,david.jones8256@outlook.com,GADGET-18,5,65.14,325.7,bank_transfer,STORE_114
US017208,01/31/2025,chris.williams8622@yahoo.com,GADGET-57,3,179.35,457.34,credit_card,STORE_112
US019307,01/31/2025,chris.williams3609@gmail.com,GADGET-52,1,45.41,45.41,google_pay,STORE_112
US015473,01/31/2025,john.jones7757@yahoo.com,GADGET-70,5,291.93,1459.65,google_pay,STORE_119
US026168,01/31/2025,sam.smith8287@outlook.com,GADGET-65,5,228.59,1142.95,credit_card,STORE_106
US027544,01/31/2025,maria.smith528@gmail.com,GADGET-44,2,292.96,585.92,paypal,STORE_103
US026112,01/31/2025,chris.johnson8129@email.com,GADGET-10,4,231.24,924.96,apple_pay,STORE_115
US027025,01/31/2025,lisa.smith6703@gmail.com,GADGET-14,1,124.31,93.23,google_pay,STORE_120
US023716,01/31/2025,david.williams8107@outlook.com,GADGET-70,3,200.89,482.14,bank_transfer,STORE_120
US018304,01/31/2025,sam.johnson4999@gmail.com,GADGET-50,5,267.14,1335.7,google_pay,STORE_113
US020100,01/31/2025,maria.smith6458@email.com,GADGET-53,5,27.61,117.34,credit_card,STORE_110
US021705,01/31/2025,chris.brown147@email.com,GADGET-25,4,39.75,159.0,bank_transfer,STORE_115
US021022,01/31/2025,alex.johnson3339@email.com,GADGET-27,4,208.75,835.0,credit_card,STORE_108
US024327,01/31/2025,jane.johnson7823@email.com,GADGET-30,5,38.85,194.25,credit_card,STORE_116
US024743,01/31/2025,chris.jones9368@yahoo.com,GADGET-53,5,152.23,646.98,apple_pay,STORE_101
US024458,01/31/2025,david.jones416@email.com,GADGET-60,4,254.86,866.52,paypal,STORE_114
US027483,01/31/2025,john.williams5074@gmail.com,GADGET-56,3,190.54,428.72,apple_pay,STORE_120
US016480,01/31/2025,sam.smith9204@yahoo.com,GADGET-31,3,40.91,122.73,bank_transfer,STORE_106
US020047,01/31/2025,sam.williams3785@outlook.com,GADGET-29,5,105.74,528.7,paypal,STORE_115
US024325,01/31/2025,alex.brown1279@gmail.com,GADGET-72,1,256.86,218.33,credit_card,STORE_120
US020996,01/31/2025,alex.williams5440@email.com,GADGET-34,1,252.22,227.0,bank_transfer,STORE_119
US022775,01/31/2025,john.miller1003@outlook.com,GADGET-62,3,38.83,116.49,bank_transfer,STORE_105
US021172,01/31/2025,david.jones7265@yahoo.com,GADGET-01,3,96.39,260.25,bank_transfer,STORE_120
US014256,01/31/2025,sam.brown8672@gmail.com,GADGET-08,4,61.57,197.02,apple_pay,STORE_114
US017413,01/31/2025,sam.williams846@email.com,GADGET-31,1,203.97,183.57,credit_card,STORE_104
US016546,01/31/2025,chris.miller7545@yahoo.com,GADGET-77,3,131.92,395.76,google_pay,STORE_103
US024475,01/31/2025,sam.miller2873@email.com,GADGET-21,5,247.53,1237.65,google_pay,STORE_104
US028025,01/31/2025,sam.miller4045@gmail.com,GADGET-02,4,273.62,1094.48,google_pay,STORE_103
US019297,01/31/2025,lisa.jones1727@outlook.com,GADGET-43,5,270.7,1353.5,credit_card,STORE_108
US016594,01/31/2025,jane.jones931@yahoo.com,GADGET-42,4,39.11,140.8,apple_pay,STORE_120
US028044,01/31/2025,lisa.williams3231@yahoo.com,GADGET-17,2,91.09,145.74,bank_transfer,STORE_104
US028183,01/31/2025,john.brown8002@outlook.com,GADGET-28,1,33.84,30.46,google_pay,STORE_108
US021301,01/31/2025,sam.brown2052@yahoo.com,GADGET-23,1,88.38,88.38,credit_card,STORE_112
US024758,01/31/2025,alex.williams6097@email.com,GADGET-47,4,68.34,273.36,credit_card,STORE_102
US027220,01/31/2025,john.williams376@outlook.com,GADGET-34,2,32.14,64.28,bank_transfer,STORE_106
US024048,01/31/2025,chris.smith2076@yahoo.com,GADGET-36,1,132.13,112.31,credit_card,STORE_116
US020742,01/31/2025,alex.brown6838@gmail.com,GADGET-43,5,273.92,1369.6,paypal,STORE_120
US016751,01/31/2025,maria.williams1015@outlook.com,GADGET-38,3,142.22,383.99,google_pay,STORE_113
US014471,01/31/2025,chris.jones9552@yahoo.com,GADGET-06,4,149.39,448.17,google_pay,STORE_112
US025305,01/31/2025,chris.williams9061@outlook.com,GADGET-11,4,129.82,519.28,google_pay,STORE_120
US018940,01/31/2025,chris.jones5173@outlook.com,GADGET-25,3,125.96,321.2,google_pay,STORE_115
US021613,01/31/2025,chris.miller3496@outlook.com,GADGET-16,5,149.34,746.7,bank_transfer,STORE_103
US018271,01/31/2025,sam.jones283@yahoo.com,GADGET-03,1,63.35,63.35,apple_pay,STORE_106
US014897,01/31/2025,john.williams4497@email.com,GADGET-11,1,213.95,181.86,bank_transfer,STORE_117
US014760,01/31/2025,chris.miller731@email.com,GADGET-30,1,222.27,188.93,credit_card,STORE_116
US019322,01/31/2025,lisa.jones7430@yahoo.com,GADGET-08,4,151.11,604.44,apple_pay,STORE_103
US017286,01/31/2025,chris.johnson4931@email.com,GADGET-23,1,189.72,189.72,credit_card,STORE_116
US016932,01/31/2025,maria.brown476@yahoo.com,GADGET-25,4,171.5,686.0,google_pay,STORE_115
US019406,01/31/2025,alex.williams7998@gmail.com,GADGET-57,2,228.37,456.74,apple_pay,STORE_113
US024190,01/31/2025,chris.johnson2744@yahoo.com,GADGET-06,5,121.15,605.75,bank_transfer,STORE_110
US028101,01/31/2025,maria.johnson9448@yahoo.com,GADGET-24,5,233.52,1167.6,credit_card,STORE_113
US023833,01/31/2025,alex.williams3490@email.com,GADGET-73,3,140.02,420.06,bank_transfer,STORE_119
US018761,01/31/2025,david.jones3036@gmail.com,GADGET-07,5,147.1,661.95,bank_transfer,STORE_108
US022094,01/31/2025,jane.brown1582@yahoo.com,GADGET-44,4,74.01,296.04,google_pay,STORE_120
US026226,01/31/2025,sam.smith9743@email.com,GADGET-41,2,129.28,258.56,google_pay,STORE_117
US015162,01/31/2025,chris.miller5435@yahoo.com,GADGET-71,4,82.82,248.46,paypal,STORE_102
US026754,01/31/2025,david.johnson9543@yahoo.com,GADGET-09,3,243.06,619.8,paypal,STORE_112
US016385,01/31/2025,jane.jones9332@gmail.com,GADGET-69,2,66.18,132.36,paypal,STORE_109
US024383,01/31/2025,chris.smith8034@yahoo.com,GADGET-24,4,245.56,982.24,paypal,STORE_111
US015704,01/31/2025,lisa.williams2140@yahoo.com,GADGET-19,2,76.54,153.08,apple_pay,STORE_101
US023972,01/31/2025,john.johnson7434@gmail.com,GADGET-75,2,136.03,272.06,credit_card,STORE_101
US015758,01/31/2025,david.jones2987@outlook.com,GADGET-33,2,129.62,259.24,credit_card,STORE_119
US021640,01/31/2025,maria.jones5111@gmail.com,GADGET-34,2,64.5,96.75,google_pay,STORE_113
US015640,01/31/2025,jane.brown6721@email.com,GADGET-26,5,157.61,591.04,google_pay,STORE_110
US023563,01/31/2025,lisa.brown6902@gmail.com,GADGET-48,5,247.19,926.96,credit_card,STORE_103
US023879,01/31/2025,david.jones7488@gmail.com,GADGET-77,1,102.55,102.55,google_pay,STORE_107
US023189,01/31/2025,sam.smith9288@outlook.com,GADGET-33,1,253.24,253.24,google_pay,STORE_101
US018842,01/31/2025,lisa.johnson8407@outlook.com,GADGET-69,2,256.01,409.62,bank_transfer,STORE_104
US027268,01/31/2025,alex.smith5130@gmail.com,GADGET-10,1,186.98,186.98,google_pay,STORE_111
US015403,01/31/2025,chris.smith2827@yahoo.com,GADGET-49,4,147.2,471.04,apple_pay,STORE_104
US022449,01/31/2025,maria.williams4534@yahoo.com,GADGET-47,4,178.61,571.55,apple_pay,STORE_118
US015436,01/31/2025,lisa.jones1012@yahoo.com,GADGET-49,3,280.49,631.1,bank_transfer,STORE_105
US017255,01/31/2025,maria.smith9249@gmail.com,GADGET-45,5,183.46,917.3,credit_card,STORE_106
US016430,01/31/2025,john.jones7617@email.com,GADGET-48,1,78.16,58.62,credit_card,STORE_107
US015684,01/31/2025,lisa.smith7230@outlook.com,GADGET-49,3,255.62,575.14,google_pay,STORE_116
US026986,01/31/2025,maria.williams2715@email.com,GADGET-14,4,126.8,507.2,credit_card,STORE_103
US020496,01/31/2025,jane.smith8837@yahoo.com,GADGET-09,2,109.79,219.58,google_pay,STORE_112
US020876,01/31/2025,lisa.miller9800@gmail.com,GADGET-71,3,76.39,194.79,apple_pay,STORE_117
US022987,01/31/2025,david.smith3643@gmail.com,GADGET-32,4,225.25,675.75,paypal,STORE_112
US015649,01/31/2025,john.williams2563@yahoo.com,GADGET-56,5,244.6,1223.0,google_pay,STORE_103
US022783,01/31/2025,alex.jones1836@outlook.com,GADGET-45,3,156.11,468.33,bank_transfer,STORE_117
US022932,01/31/2025,sam.johnson4524@outlook.com,GADGET-33,5,190.7,953.5,apple_pay,STORE_104
US025405,01/31/2025,lisa.jones8408@yahoo.com,GADGET-17,3,104.7,314.1,bank_transfer,STORE_109
US018351,01/31/2025,alex.johnson688@email.com,GADGET-47,1,226.86,192.83,google_pay,STORE_101
US014733,01/31/2025,chris.smith7972@email.com,GADGET-28,5,78.23,391.15,google_pay,STORE_101
US018712,01/31/2025,maria.jones180@email.com,GADGET-58,1,179.57,152.63,bank_transfer,STORE_105
US022391,01/31/2025,david.brown8163@outlook.com,GADGET-77,3,76.54,229.62,paypal,STORE_103
