order_id,order_date,email,product_sku,quantity,unit_price,total_amount,payment_method,store_id,promo_code,discount_pct,loyalty_points
US1042659,04/13/2025,jane.miller3327@gmail.com,GADGET-47,5,270.48,1352.4,bank_transfer,STORE_106,,,
US1049526,04/13/2025,maria.smith6734@yahoo.com,GADGET-50,1,158.0,158.0,paypal,STORE_108,,,
US1048995,04/13/2025,lisa.johnson9665@email.com,GADGET-69,2,292.85,497.85,credit_card,STORE_113,WELCOME15,15.0,150.0
US1043687,04/13/2025,alex.johnson7609@email.com,GADGET-43,4,42.24,168.96,apple_pay,STORE_113,,,
US1052848,04/13/2025,chris.brown5654@outlook.com,GADGET-40,1,100.69,100.69,paypal,STORE_108,,,
US1046536,04/13/2025,alex.smith5541@email.com,GADGET-24,3,120.68,362.04,google_pay,STORE_110,,,
US1051409,04/13/2025,jane.brown7684@outlook.com,GADGET-64,4,265.26,1061.04,credit_card,STORE_103,,,
US1040602,04/13/2025,david.miller2992@email.com,GADGET-25,5,154.94,774.7,paypal,STORE_120,,,
US1045547,04/13/2025,lisa.johnson3965@gmail.com,GADGET-70,3,41.64,93.69,bank_transfer,STORE_103,VIP25,25.0,250.0
US1051900,04/13/2025,maria.jones9035@email.com,GADGET-66,1,80.28,68.24,credit_card,STORE_110,WELCOME15,15.0,150.0
US1051809,04/13/2025,john.brown6449@outlook.com,GADGET-72,5,82.52,371.34,bank_transfer,STORE_120,SAVE10,10.0,100.0
US1043056,04/13/2025,john.smith5007@yahoo.com,GADGET-55,1,250.0,250.0,apple_pay,STORE_120,,,
US1042262,04/13/2025,alex.jones3975@yahoo.com,GADGET-67,1,155.99,155.99,google_pay,STORE_116,,,
US1051119,04/13/2025,jane.johnson2934@email.com,GADGET-33,2,191.79,383.58,apple_pay,STORE_115,,,
US1042647,04/13/2025,john.johnson5997@yahoo.com,GADGET-42,5,137.65,688.25,apple_pay,STORE_118,,,
US1043162,04/13/2025,jane.jones774@gmail.com,GADGET-27,5,262.93,1314.65,credit_card,STORE_103,,,
US1051946,04/13/2025,maria.jones5093@outlook.com,GADGET-47,1,269.53,242.58,paypal,STORE_112,SAVE10,10.0,100.0
US1046806,04/13/2025,david.johnson6511@yahoo.com,GADGET-31,3,149.51,448.53,apple_pay,STORE_119,,,
US1043342,04/13/2025,john.miller8597@email.com,GADGET-72,2,204.76,409.52,google_pay,STORE_119,,,
US1053493,04/13/2025,sam.miller7513@email.com,GADGET-72,5,260.75,1303.75,bank_transfer,STORE_110,,,
