order_id,order_date,customer_email,product_sku,quantity,unit_price,total_amount,payment_method,store_id
US132214,02/08/2025,jane.williams5627@email.com,GADGET-51,4,278.58,1114.32,paypal,STORE_115
US139307,02/08/2025,john.jones1433@email.com,GADGET-04,5,166.2,831.0,paypal,STORE_116
US138455,02/08/2025,david.brown5752@outlook.com,GADGET-78,1,283.33,226.66,google_pay,STORE_111
US138684,02/08/2025,chris.williams2529@yahoo.com,GADGET-05,3,36.08,108.24,bank_transfer,STORE_111
US137763,02/08/2025,chris.williams7197@yahoo.com,GADGET-33,4,91.27,328.57,bank_transfer,STORE_104
US142154,02/08/2025,chris.williams6203@gmail.com,GADGET-12,1,60.05,60.05,credit_card,STORE_111
US134304,02/08/2025,chris.smith8590@outlook.com,GADGET-37,2,120.59,241.18,paypal,STORE_111
US140609,02/08/2025,sam.johnson7943@yahoo.com,GADGET-05,5,282.27,1058.51,credit_card,STORE_108
US130074,02/08/2025,alex.brown3322@outlook.com,GADGET-61,4,273.13,819.39,bank_transfer,STORE_119
US139615,02/08/2025,maria.brown2792@email.com,GADGET-18,3,50.1,112.73,google_pay,STORE_112
US139781,02/08/2025,david.jones310@outlook.com,GADGET-69,5,178.31,891.55,paypal,STORE_102
US141406,02/08/2025,john.miller8196@yahoo.com,GADGET-12,4,131.46,525.84,google_pay,STORE_107
US130079,02/08/2025,chris.smith5289@outlook.com,GADGET-29,3,150.83,361.99,bank_transfer,STORE_106
US139727,02/08/2025,david.johnson5034@email.com,GADGET-32,1,157.39,157.39,paypal,STORE_104
US132316,02/08/2025,lisa.miller8999@gmail.com,GADGET-10,1,75.13,63.86,google_pay,STORE_113
US135131,02/08/2025,alex.miller1547@gmail.com,GADGET-19,1,161.78,161.78,bank_transfer,STORE_119
US135404,02/08/2025,alex.williams6742@gmail.com,GADGET-39,3,22.46,67.38,google_pay,STORE_115
US134003,02/08/2025,sam.johnson3209@gmail.com,GADGET-33,4,170.81,512.43,paypal,STORE_119
US141246,02/08/2025,maria.johnson5321@outlook.com,GADGET-48,4,78.48,282.53,credit_card,STORE_102
US130787,02/08/2025,david.williams4138@email.com,GADGET-75,5,284.12,1420.6,paypal,STORE_104
US141056,02/08/2025,alex.smith8243@outlook.com,GADGET-72,5,108.61,488.74,bank_transfer,STORE_104
US139232,02/08/2025,jane.brown308@email.com,GADGET-37,4,209.45,837.8,google_pay,STORE_106
US140071,02/08/2025,alex.miller6694@gmail.com,GADGET-40,4,86.08,344.32,credit_card,STORE_108
US138076,02/08/2025,lisa.brown6903@email.com,GADGET-52,1,242.9,218.61,apple_pay,STORE_117
US137726,02/08/2025,maria.miller5740@outlook.com,GADGET-57,3,204.68,614.04,credit_card,STORE_119
US139102,02/08/2025,david.brown5021@email.com,GADGET-43,5,252.86,1264.3,apple_pay,STORE_101
US130677,02/08/2025,chris.smith2333@outlook.com,GADGET-66,1,293.99,293.99,paypal,STORE_115
US137913,02/08/2025,john.smith7896@email.com,GADGET-61,2,172.26,344.52,google_pay,STORE_114
US131429,02/08/2025,sam.miller7769@yahoo.com,GADGET-52,4,173.51,624.64,paypal,STORE_106
US136314,02/08/2025,david.johnson3535@yahoo.com,GADGET-22,4,41.7,166.8,google_pay,STORE_107
US138889,02/08/2025,lisa.jones1496@outlook.com,GADGET-21,5,277.71,1180.27,google_pay,STORE_101
US135763,02/08/2025,alex.smith2379@email.com,GADGET-06,5,26.7,133.5,paypal,STORE_111
US135553,02/08/2025,maria.jones4515@yahoo.com,GADGET-77,3,140.03,420.09,bank_transfer,STORE_106
US137097,02/08/2025,alex.johnson6787@gmail.com,GADGET-42,2,169.19,304.54,paypal,STORE_113
US141346,02/08/2025,chris.smith2231@yahoo.com,GADGET-20,3,179.49,538.47,credit_card,STORE_108
US140489,02/08/2025,lisa.jones837@gmail.com,GADGET-62,4,24.95,99.8,google_pay,STORE_120
US138674,02/08/2025,maria.smith2880@gmail.com,GADGET-76,5,284.67,1209.85,apple_pay,STORE_106
US131691,02/08/2025,sam.miller286@email.com,GADGET-09,1,100.2,80.16,credit_card,STORE_112
US129605,02/08/2025,lisa.brown5921@outlook.com,GADGET-40,1,214.73,214.73,google_pay,STORE_113
US131802,02/08/2025,maria.miller3504@gmail.com,GADGET-76,3,52.54,157.62,paypal,STORE_114
US139146,02/08/2025,john.brown7714@yahoo.com,GADGET-57,4,56.86,227.44,google_pay,STORE_114
US134657,02/08/2025,jane.johnson271@outlook.com,GADGET-47,4,131.3,472.68,paypal,STORE_111
US135711,02/08/2025,alex.miller6908@gmail.com,GADGET-71,5,162.99,651.96,apple_pay,STORE_111
US138403,02/08/2025,david.williams87@email.com,GADGET-76,5,218.03,926.63,apple_pay,STORE_115
US130177,02/08/2025,chris.jones5094@gmail.com,GADGET-38,3,159.48,478.44,apple_pay,STORE_114
US141922,02/08/2025,david.brown2761@email.com,GADGET-32,1,40.7,40.7,paypal,STORE_105
US137828,02/08/2025,sam.johnson9269@outlook.com,GADGET-10,4,215.93,690.98,bank_transfer,STORE_116
US139850,02/08/2025,lisa.miller2947@email.com,GADGET-28,1,188.61,188.61,paypal,STORE_113
US129402,02/08/2025,jane.johnson8107@yahoo.com,GADGET-72,4,147.05,499.97,paypal,STORE_102
US138615,02/08/2025,maria.brown4322@yahoo.com,GADGET-75,4,60.04,180.12,credit_card,STORE_120
US136582,02/08/2025,chris.jones7438@yahoo.com,GADGET-11,3,253.94,761.82,google_pay,STORE_107
US142214,02/08/2025,maria.johnson5699@outlook.com,GADGET-07,2,68.91,137.82,bank_transfer,STORE_105
US133426,02/08/2025,lisa.brown4946@email.com,GADGET-16,3,93.77,281.31,google_pay,STORE_107
US142227,02/08/2025,chris.johnson1981@yahoo.com,GADGET-16,4,42.61,170.44,paypal,STORE_113
US134268,02/08/2025,lisa.jones7291@email.com,GADGET-48,3,142.53,427.59,paypal,STORE_113
US134005,02/08/2025,sam.brown6781@email.com,GADGET-28,2,116.22,232.44,apple_pay,STORE_110
US139330,02/08/2025,sam.miller6285@yahoo.com,GADGET-43,5,114.85,574.25,google_pay,STORE_109
US140013,02/08/2025,lisa.smith23@yahoo.com,GADGET-40,2,140.78,281.56,apple_pay,STORE_118
US128711,02/08/2025,maria.johnson5909@outlook.com,GADGET-51,5,89.41,447.05,paypal,STORE_120
US128324,02/08/2025,jane.johnson9775@email.com,GADGET-79,3,95.08,285.24,credit_card,STORE_110
US133317,02/08/2025,alex.johnson5150@outlook.com,GADGET-59,2,121.52,243.04,apple_pay,STORE_119
US141459,02/08/2025,john.brown7375@yahoo.com,GADGET-72,2,116.97,233.94,apple_pay,STORE_120
US129076,02/08/2025,alex.brown8141@outlook.com,GADGET-50,4,167.37,535.58,paypal,STORE_116
US128501,02/08/2025,sam.williams4324@gmail.com,GADGET-60,1,200.34,200.34,paypal,STORE_107
US140822,02/08/2025,jane.miller1659@yahoo.com,GADGET-07,3,88.44,265.32,google_pay,STORE_101
US128636,02/08/2025,sam.smith8045@yahoo.com,GADGET-09,2,198.14,396.28,bank_transfer,STORE_107
US131265,02/08/2025,david.smith2244@outlook.com,GADGET-16,5,119.39,447.71,credit_card,STORE_101
US140269,02/08/2025,john.smith802@yahoo.com,GADGET-25,5,185.49,927.45,credit_card,STORE_118
US136306,02/08/2025,sam.jones5587@outlook.com,GADGET-50,4,171.49,685.96,google_pay,STORE_113
US139238,02/08/2025,sam.williams565@yahoo.com,GADGET-69,1,204.35,204.35,google_pay,STORE_115
US142122,02/08/2025,alex.johnson8859@gmail.com,GADGET-77,5,200.57,1002.85,paypal,STORE_115
US131973,02/08/2025,maria.williams4270@yahoo.com,GADGET-44,2,189.31,283.97,credit_card,STORE_110
US138919,02/08/2025,jane.johnson5374@yahoo.com,GADGET-58,2,140.16,252.29,credit_card,STORE_115
US138417,02/08/2025,jane.smith332@outlook.com,GADGET-01,5,261.31,1175.89,bank_transfer,STORE_111
US140558,02/08/2025,chris.smith1235@gmail.com,GADGET-23,3,149.7,449.1,apple_pay,STORE_102
US130823,02/08/2025,sam.brown9509@outlook.com,GADGET-12,2,111.69,223.38,bank_transfer,STORE_119
US133194,02/08/2025,sam.smith6370@yahoo.com,GADGET-18,5,183.14,915.7,credit_card,STORE_111
US142070,02/08/2025,john.brown3508@email.com,GADGET-08,5,236.86,1065.87,bank_transfer,STORE_120
US130653,02/08/2025,maria.johnson411@gmail.com,GADGET-17,2,186.86,317.66,apple_pay,STORE_110
US138885,02/08/2025,jane.smith1892@gmail.com,GADGET-48,4,73.53,294.12,google_pay,STORE_105
US128255,02/08/2025,sam.johnson9467@outlook.com,GADGET-13,1,130.26,130.26,credit_card,STORE_112
US128925,02/08/2025,maria.miller6158@email.com,GADGET-27,4,76.24,304.96,paypal,STORE_111
US130972,02/08/2025,chris.smith1533@yahoo.com,GADGET-34,4,153.23,459.69,credit_card,STORE_106
US141781,02/08/2025,chris.jones3775@email.com,GADGET-34,3,57.07,171.21,paypal,STORE_101
US134918,02/08/2025,chris.miller6142@yahoo.com,GADGET-58,5,32.81,147.65,bank_transfer,STORE_115
US135789,02/08/2025,alex.johnson5811@email.com,GADGET-27,5,97.92,489.6,bank_transfer,STORE_120
US129932,02/08/2025,john.brown5403@yahoo.com,GADGET-20,5,134.72,673.6,apple_pay,STORE_115
US130218,02/08/2025,john.williams3754@outlook.com,GADGET-21,2,189.32,378.64,apple_pay,STORE_109
US130714,02/08/2025,sam.miller1582@gmail.com,GADGET-12,4,58.22,232.88,bank_transfer,STORE_102
US139844,02/08/2025,chris.miller998@gmail.com,GADGET-15,3,168.26,378.58,paypal,STORE_112
US139951,02/08/2025,chris.williams5254@email.com,GADGET-38,1,37.11,37.11,paypal,STORE_119
US133812,02/08/2025,david.miller996@email.com,GADGET-38,1,69.19,69.19,paypal,STORE_106
US133978,02/08/2025,david.smith1260@gmail.com,GADGET-48,5,281.86,1268.37,google_pay,STORE_120
