order_id,order_date,email,product_sku,quantity,unit_price,total_amount,payment_method,store_id,promo_code,discount_pct,loyalty_points
US502153,03/06/2025,sam.johnson2511@yahoo.com,GADGET-08,1,258.04,193.53,apple_pay,STORE_114,VIP25,25.0,250.0
US500961,03/06/2025,chris.brown3285@outlook.com,GADGET-59,2,206.06,309.09,paypal,STORE_113,VIP25,25.0,250.0
US508950,03/06/2025,sam.johnson586@outlook.com,GADGET-05,1,260.72,234.65,bank_transfer,STORE_118,SAVE10,10.0,100.0
US502654,03/06/2025,sam.brown3874@email.com,GADGET-20,3,43.27,129.81,apple_pay,STORE_118,,,
US501187,03/06/2025,chris.miller6007@gmail.com,GADGET-16,1,284.76,284.76,paypal,STORE_119,,,
US501166,03/06/2025,david.jones6396@email.com,GADGET-38,2,248.1,421.77,credit_card,STORE_106,WELCOME15,15.0,150.0
US501569,03/06/2025,david.jones776@yahoo.com,GADGET-70,1,155.92,155.92,credit_card,STORE_102,,,
US510775,03/06/2025,lisa.smith5695@gmail.com,GADGET-25,1,263.63,263.63,paypal,STORE_115,,,
US506160,03/06/2025,david.miller9170@outlook.com,GADGET-48,2,151.65,303.3,credit_card,STORE_111,,,
US510239,03/06/2025,jane.williams1579@outlook.com,GADGET-43,2,270.46,540.92,google_pay,STORE_119,,,
US507259,03/06/2025,alex.jones1335@yahoo.com,GADGET-40,1,242.93,242.93,google_pay,STORE_117,,,
US505626,03/06/2025,david.smith4895@gmail.com,GADGET-21,1,107.12,80.34,paypal,STORE_108,VIP25,25.0,250.0
US506855,03/06/2025,sam.smith9187@email.com,GADGET-04,1,215.78,215.78,paypal,STORE_111,,,
US511547,03/06/2025,sam.williams7567@outlook.com,GADGET-06,1,297.77,297.77,google_pay,STORE_117,,,
US499695,03/06/2025,sam.brown7293@outlook.com,GADGET-59,1,286.25,286.25,google_pay,STORE_118,,,
US511208,03/06/2025,david.brown3538@email.com,GADGET-11,3,239.09,717.27,google_pay,STORE_106,,,
US505821,03/06/2025,david.johnson1906@email.com,GADGET-58,5,286.77,1218.77,credit_card,STORE_116,WELCOME15,15.0,150.0
US505139,03/06/2025,maria.miller5566@yahoo.com,GADGET-38,2,42.44,84.88,bank_transfer,STORE_112,,,
US511031,03/06/2025,chris.miller8666@email.com,GADGET-19,2,114.62,229.24,bank_transfer,STORE_104,,,
US504948,03/06/2025,maria.brown4124@yahoo.com,GADGET-52,1,34.43,30.99,paypal,STORE_106,SAVE10,10.0,100.0
US509576,03/06/2025,david.brown360@email.com,GADGET-65,3,284.13,852.39,apple_pay,STORE_120,,,
US509103,03/06/2025,maria.johnson3750@email.com,GADGET-20,4,66.19,238.28,apple_pay,STORE_113,SAVE10,10.0,100.0
US506947,03/06/2025,david.johnson7409@email.com,GADGET-44,3,261.56,706.21,apple_pay,STORE_117,SAVE10,10.0,100.0
US510570,03/06/2025,david.brown3229@gmail.com,GADGET-20,1,120.2,120.2,paypal,STORE_101,,,
US511162,03/06/2025,jane.smith8920@gmail.com,GADGET-51,3,280.43,841.29,credit_card,STORE_107,,,
US504549,03/06/2025,john.johnson9372@outlook.com,GADGET-71,1,296.9,267.21,paypal,STORE_107,SAVE10,10.0,100.0
US512881,03/06/2025,chris.williams3682@yahoo.com,GADGET-58,4,158.2,506.24,bank_transfer,STORE_103,SAVE20,20.0,200.0
US512985,03/06/2025,sam.johnson6378@email.com,GADGET-22,2,197.75,395.5,credit_card,STORE_108,,,
US508145,03/06/2025,alex.johnson5991@yahoo.com,GADGET-47,1,219.71,219.71,paypal,STORE_119,,,
US505722,03/06/2025,sam.smith6122@gmail.com,GADGET-17,5,23.39,116.95,google_pay,STORE_113,,,
US499513,03/06/2025,chris.brown5550@email.com,GADGET-42,5,288.79,1227.36,google_pay,STORE_104,WELCOME15,15.0,150.0
US512176,03/06/2025,alex.smith548@outlook.com,GADGET-07,3,179.32,484.16,paypal,STORE_114,SAVE10,10.0,100.0
US504817,03/06/2025,alex.miller638@yahoo.com,GADGET-47,3,159.49,478.47,bank_transfer,STORE_101,,,
US504848,03/06/2025,alex.smith4089@outlook.com,GADGET-44,4,171.65,686.6,apple_pay,STORE_105,,,
US505390,03/06/2025,chris.jones7703@outlook.com,GADGET-74,3,187.19,561.57,bank_transfer,STORE_101,,,
US500176,03/06/2025,maria.jones8977@email.com,GADGET-10,1,45.36,45.36,apple_pay,STORE_117,,,
US506673,03/06/2025,lisa.miller9296@gmail.com,GADGET-77,4,249.18,996.72,apple_pay,STORE_107,,,
US502235,03/06/2025,david.smith9025@outlook.com,GADGET-01,4,165.18,660.72,google_pay,STORE_118,,,
US501715,03/06/2025,lisa.miller8779@outlook.com,GADGET-03,5,288.89,1444.45,credit_card,STORE_112,,,
US502824,03/06/2025,lisa.miller4577@outlook.com,GADGET-41,2,267.66,481.79,credit_card,STORE_102,SAVE10,10.0,100.0
US505895,03/06/2025,john.johnson3825@outlook.com,GADGET-68,3,207.12,621.36,google_pay,STORE_103,,,
US500426,03/06/2025,lisa.miller6525@gmail.com,GADGET-11,2,258.3,516.6,paypal,STORE_101,,,
US502647,03/06/2025,john.smith1231@email.com,GADGET-26,5,272.52,1362.6,google_pay,STORE_109,,,
US511710,03/06/2025,david.williams6618@gmail.com,GADGET-03,2,224.36,448.72,bank_transfer,STORE_107,,,
US508669,03/06/2025,john.johnson9316@gmail.com,GADGET-29,1,242.1,217.89,bank_transfer,STORE_108,SAVE10,10.0,100.0
US500890,03/06/2025,sam.smith7802@gmail.com,GADGET-01,4,102.7,410.8,bank_transfer,STORE_118,,,
US505351,03/06/2025,lisa.jones9856@gmail.com,GADGET-24,3,126.26,378.78,google_pay,STORE_119,,,
US509044,03/06/2025,chris.miller1306@email.com,GADGET-62,4,215.17,860.68,google_pay,STORE_108,,,
US506220,03/06/2025,john.smith2134@outlook.com,GADGET-21,3,207.45,622.35,paypal,STORE_106,,,
US512697,03/06/2025,lisa.johnson4520@outlook.com,GADGET-41,5,107.89,539.45,credit_card,STORE_105,,,
US509024,03/06/2025,sam.jones3842@gmail.com,GADGET-21,5,166.18,830.9,credit_card,STORE_107,,,
US502833,03/06/2025,lisa.miller5882@yahoo.com,GADGET-28,4,279.85,895.52,credit_card,STORE_115,SAVE20,20.0,200.0
US508173,03/06/2025,john.jones2645@outlook.com,GADGET-01,2,284.22,483.17,bank_transfer,STORE_113,WELCOME15,15.0,150.0
US500166,03/06/2025,david.brown2076@email.com,GADGET-33,2,79.51,159.02,credit_card,STORE_107,,,
US505854,03/06/2025,alex.miller9228@gmail.com,GADGET-25,5,235.92,1061.64,credit_card,STORE_118,SAVE10,10.0,100.0
US503076,03/06/2025,john.jones7792@outlook.com,GADGET-29,4,233.81,935.24,google_pay,STORE_113,,,
US499432,03/06/2025,david.smith471@yahoo.com,GADGET-60,1,209.42,188.48,bank_transfer,STORE_112,SAVE10,10.0,100.0
US505817,03/06/2025,jane.johnson737@gmail.com,GADGET-59,1,264.48,264.48,bank_transfer,STORE_110,,,
US512589,03/06/2025,sam.brown244@yahoo.com,GADGET-72,1,207.59,166.07,credit_card,STORE_113,SAVE20,20.0,200.0
US511260,03/06/2025,alex.williams985@yahoo.com,GADGET-66,4,128.9,438.26,google_pay,STORE_103,WELCOME15,15.0,150.0
US508732,03/06/2025,john.williams3014@email.com,GADGET-28,2,213.01,340.82,apple_pay,STORE_119,SAVE20,20.0,200.0
US512468,03/06/2025,david.jones8177@outlook.com,GADGET-55,3,262.83,709.64,apple_pay,STORE_118,SAVE10,10.0,100.0
US507579,03/06/2025,maria.smith4921@gmail.com,GADGET-13,1,230.67,230.67,paypal,STORE_119,,,
US499943,03/06/2025,maria.johnson4481@outlook.com,GADGET-58,1,197.4,197.4,paypal,STORE_113,,,
US512314,03/06/2025,john.jones2191@outlook.com,GADGET-46,2,284.55,569.1,google_pay,STORE_116,,,
US506059,03/06/2025,john.williams1535@outlook.com,GADGET-61,4,294.61,1178.44,bank_transfer,STORE_111,,,
US512778,03/06/2025,maria.brown9079@email.com,GADGET-18,5,197.3,986.5,paypal,STORE_109,,,
US500523,03/06/2025,lisa.williams8692@email.com,GADGET-05,2,32.38,64.76,google_pay,STORE_120,,,
US512084,03/06/2025,lisa.smith565@email.com,GADGET-15,5,38.08,190.4,google_pay,STORE_112,,,
US500259,03/06/2025,alex.brown6683@yahoo.com,GADGET-43,1,237.0,237.0,google_pay,STORE_116,,,
US504485,03/06/2025,john.smith5852@gmail.com,GADGET-37,3,74.67,190.41,apple_pay,STORE_120,WELCOME15,15.0,150.0
US498837,03/06/2025,lisa.brown7061@yahoo.com,GADGET-12,5,262.1,1048.4,bank_transfer,STORE_107,SAVE20,20.0,200.0
US505248,03/06/2025,david.brown2447@gmail.com,GADGET-01,1,232.09,185.67,paypal,STORE_113,SAVE20,20.0,200.0
US505935,03/06/2025,maria.williams6093@yahoo.com,GADGET-47,1,289.05,289.05,apple_pay,STORE_117,,,
US505308,03/06/2025,chris.smith3155@yahoo.com,GADGET-49,3,222.79,668.37,google_pay,STORE_104,,,
US508216,03/06/2025,maria.brown3760@outlook.com,GADGET-54,4,283.01,1132.04,paypal,STORE_117,,,
US508626,03/06/2025,jane.jones4837@yahoo.com,GADGET-25,5,135.02,675.1,bank_transfer,STORE_119,,,
US512146,03/06/2025,jane.smith7921@gmail.com,GADGET-12,5,294.19,1250.31,paypal,STORE_108,WELCOME15,15.0,150.0
US511091,03/06/2025,lisa.smith678@yahoo.com,GADGET-28,3,28.21,84.63,bank_transfer,STORE_112,,,
US508855,03/06/2025,maria.smith7133@outlook.com,GADGET-13,1,41.49,33.19,apple_pay,STORE_120,SAVE20,20.0,200.0
US506435,03/06/2025,alex.williams743@yahoo.com,GADGET-19,5,267.38,1336.9,bank_transfer,STORE_108,,,
US508141,03/06/2025,chris.williams2346@email.com,GADGET-31,2,33.56,67.12,google_pay,STORE_111,,,
US509483,03/06/2025,john.brown1037@yahoo.com,GADGET-20,1,290.11,232.09,google_pay,STORE_108,SAVE20,20.0,200.0
US508096,03/06/2025,jane.johnson1778@email.com,GADGET-75,4,197.66,790.64,paypal,STORE_108,,,
US508212,03/06/2025,jane.brown3132@email.com,GADGET-39,1,47.96,47.96,apple_pay,STORE_103,,,
US512989,03/06/2025,john.smith6844@outlook.com,GADGET-58,2,226.73,453.46,credit_card,STORE_112,,,
