order_id,order_date,customer_email,product_sku,quantity,unit_price,total_amount,payment_method,store_id
US359064,02/24/2025,lisa.jones5267@email.com,GADGET-20,5,69.9,349.5,apple_pay,STORE_104
US366243,02/24/2025,sam.williams5332@email.com,GADGET-30,4,89.66,358.64,google_pay,STORE_110
US367110,02/24/2025,chris.brown5091@yahoo.com,GADGET-64,2,27.55,55.1,paypal,STORE_110
US366522,02/24/2025,maria.williams4855@yahoo.com,GADGET-61,5,276.05,1104.2,credit_card,STORE_104
US361047,02/24/2025,sam.brown5989@yahoo.com,GADGET-09,4,60.77,243.08,google_pay,STORE_113
US367659,02/24/2025,sam.smith9361@email.com,GADGET-01,1,127.14,127.14,bank_transfer,STORE_101
US358412,02/24/2025,maria.johnson4820@gmail.com,GADGET-13,3,207.32,621.96,apple_pay,STORE_107
US364647,02/24/2025,chris.williams6276@gmail.com,GADGET-28,5,172.37,861.85,apple_pay,STORE_118
US368386,02/24/2025,lisa.smith7365@email.com,GADGET-09,2,123.53,197.65,google_pay,STORE_105
US362252,02/24/2025,alex.brown8515@outlook.com,GADGET-60,4,119.71,478.84,bank_transfer,STORE_115
US361804,02/24/2025,jane.smith1646@outlook.com,GADGET-39,1,189.54,189.54,paypal,STORE_117
US362104,02/24/2025,sam.jones533@outlook.com,GADGET-17,5,215.79,1078.95,google_pay,STORE_106
US360645,02/24/2025,alex.jones4623@yahoo.com,GADGET-78,2,59.68,89.52,apple_pay,STORE_119
US360677,02/24/2025,chris.smith252@outlook.com,GADGET-48,4,140.76,563.04,apple_pay,STORE_108
US368175,02/24/2025,john.miller3988@email.com,GADGET-20,1,44.37,44.37,google_pay,STORE_116
US368357,02/24/2025,chris.miller2476@email.com,GADGET-10,5,155.93,779.65,bank_transfer,STORE_117
US357970,02/24/2025,john.williams5189@yahoo.com,GADGET-23,1,263.98,263.98,bank_transfer,STORE_109
US368981,02/24/2025,john.jones1645@outlook.com,GADGET-74,1,45.57,45.57,bank_transfer,STORE_102
US361972,02/24/2025,lisa.brown4755@gmail.com,GADGET-65,2,111.67,189.84,credit_card,STORE_109
US361042,02/24/2025,alex.williams851@yahoo.com,GADGET-07,1,37.12,27.84,google_pay,STORE_107
