order_id,order_date,email,product_sku,quantity,unit_price,total_amount,payment_method,store_id,promo_code,discount_pct,loyalty_points
US1038582,04/12/2025,jane.johnson336@yahoo.com,GADGET-26,4,106.98,385.13,credit_card,STORE_113,SAVE10,10.0,100.0
US1028903,04/12/2025,sam.williams9734@outlook.com,GADGET-72,1,285.1,213.83,google_pay,STORE_115,VIP25,25.0,250.0
US1032074,04/12/2025,alex.johnson7129@outlook.com,GADGET-32,4,75.69,272.48,bank_transfer,STORE_108,SAVE10,10.0,100.0
US1033875,04/12/2025,maria.jones1309@email.com,GADGET-02,1,26.63,26.63,google_pay,STORE_111,,,
US1035046,04/12/2025,david.brown1293@yahoo.com,GADGET-28,2,183.17,293.07,google_pay,STORE_110,SAVE20,20.0,200.0
US1037293,04/12/2025,maria.johnson7750@gmail.com,GADGET-20,5,180.04,810.18,google_pay,STORE_101,SAVE10,10.0,100.0
US1029688,04/12/2025,sam.williams600@gmail.com,GADGET-22,5,39.62,198.1,paypal,STORE_118,,,
US1026491,04/12/2025,jane.williams2980@outlook.com,GADGET-20,3,110.62,331.86,google_pay,STORE_119,,,
US1029135,04/12/2025,jane.williams4080@gmail.com,GADGET-60,4,264.46,1057.84,credit_card,STORE_107,,,
US1037938,04/12/2025,lisa.miller5040@email.com,GADGET-32,1,251.87,251.87,credit_card,STORE_115,,,
US1037964,04/12/2025,lisa.miller5905@email.com,GADGET-64,1,196.62,167.13,apple_pay,STORE_106,WELCOME15,15.0,150.0
US1026589,04/12/2025,alex.miller6306@outlook.com,GADGET-49,2,297.05,504.99,paypal,STORE_114,WELCOME15,15.0,150.0
US1026128,04/12/2025,lisa.jones6940@gmail.com,GADGET-53,2,145.92,291.84,bank_transfer,STORE_113,,,
US1039531,04/12/2025,maria.miller3844@yahoo.com,GADGET-02,2,133.75,267.5,paypal,STORE_101,,,
US1031828,04/12/2025,maria.miller38@yahoo.com,GADGET-44,5,243.61,1218.05,google_pay,STORE_108,,,
US1037547,04/12/2025,sam.williams78@outlook.com,GADGET-56,3,224.2,672.6,apple_pay,STORE_115,,,
US1039799,04/12/2025,maria.williams4760@gmail.com,GADGET-23,2,84.93,169.86,bank_transfer,STORE_103,,,
US1034639,04/12/2025,jane.miller9191@gmail.com,GADGET-02,1,281.53,281.53,google_pay,STORE_117,,,
US1037673,04/12/2025,chris.jones1032@outlook.com,GADGET-25,4,156.82,627.28,google_pay,STORE_103,,,
US1030185,04/12/2025,lisa.smith4359@outlook.com,GADGET-39,2,97.17,165.19,paypal,STORE_120,WELCOME15,15.0,150.0
US1029810,04/12/2025,jane.smith9604@email.com,GADGET-23,2,187.97,375.94,bank_transfer,STORE_112,,,
US1036947,04/12/2025,chris.jones6669@outlook.com,GADGET-58,4,169.36,677.44,credit_card,STORE_110,,,
US1037557,04/12/2025,john.smith9108@email.com,GADGET-01,4,207.1,745.56,bank_transfer,STORE_117,SAVE10,10.0,100.0
US1034599,04/12/2025,maria.brown9388@outlook.com,GADGET-07,5,68.1,289.43,apple_pay,STORE_105,WELCOME15,15.0,150.0
US1035986,04/12/2025,alex.brown8520@gmail.com,GADGET-75,4,167.89,671.56,credit_card,STORE_110,,,
US1036723,04/12/2025,david.miller8125@email.com,GADGET-74,5,179.62,673.58,paypal,STORE_110,VIP25,25.0,250.0
US1026331,04/12/2025,jane.jones9501@yahoo.com,GADGET-69,3,231.69,625.56,credit_card,STORE_106,SAVE10,10.0,100.0
US1039783,04/12/2025,lisa.smith1381@yahoo.com,GADGET-17,4,267.27,1069.08,paypal,STORE_110,,,
US1030482,04/12/2025,jane.brown503@yahoo.com,GADGET-56,5,287.19,1435.95,paypal,STORE_113,,,
US1036441,04/12/2025,jane.brown394@email.com,GADGET-79,2,155.36,248.58,bank_transfer,STORE_110,SAVE20,20.0,200.0
US1032711,04/12/2025,john.smith3640@yahoo.com,GADGET-06,4,291.25,1165.0,paypal,STORE_102,,,
US1040203,04/12/2025,sam.johnson7267@email.com,GADGET-55,1,130.71,130.71,credit_card,STORE_107,,,
US1030209,04/12/2025,john.miller4308@outlook.com,GADGET-66,1,118.88,118.88,credit_card,STORE_108,,,
US1026653,04/12/2025,jane.johnson2106@yahoo.com,GADGET-71,2,133.37,266.74,apple_pay,STORE_102,,,
US1027238,04/12/2025,david.smith4582@email.com,GADGET-09,1,34.39,34.39,bank_transfer,STORE_119,,,
US1031691,04/12/2025,chris.johnson6272@outlook.com,GADGET-41,3,298.29,894.87,credit_card,STORE_111,,,
US1031498,04/12/2025,john.smith7240@outlook.com,GADGET-17,3,173.3,467.91,apple_pay,STORE_111,SAVE10,10.0,100.0
US1031578,04/12/2025,alex.jones6915@yahoo.com,GADGET-76,3,218.09,654.27,credit_card,STORE_112,,,
US1036607,04/12/2025,jane.williams7322@gmail.com,GADGET-04,3,120.68,362.04,bank_transfer,STORE_115,,,
US1039981,04/12/2025,alex.brown959@yahoo.com,GADGET-30,1,42.91,36.47,bank_transfer,STORE_105,WELCOME15,15.0,150.0
US1029414,04/12/2025,sam.jones928@yahoo.com,GADGET-57,5,167.63,670.52,credit_card,STORE_109,SAVE20,20.0,200.0
US1032768,04/12/2025,sam.smith4639@yahoo.com,GADGET-63,3,299.96,899.88,credit_card,STORE_108,,,
US1032666,04/12/2025,maria.brown9561@email.com,GADGET-24,5,78.38,391.9,credit_card,STORE_110,,,
US1034747,04/12/2025,jane.miller8105@outlook.com,GADGET-36,4,280.12,1120.48,paypal,STORE_112,,,
US1033717,04/12/2025,alex.jones8866@email.com,GADGET-10,2,162.83,293.09,paypal,STORE_111,SAVE10,10.0,100.0
US1038051,04/12/2025,sam.smith6415@gmail.com,GADGET-01,3,91.76,220.22,google_pay,STORE_115,SAVE20,20.0,200.0
US1028745,04/12/2025,john.miller509@outlook.com,GADGET-40,3,189.99,569.97,paypal,STORE_117,,,
