order_id,order_date,customer_email,product_sku,quantity,unit_price,total_amount,payment_method,store_id
US189725,02/12/2025,maria.jones5541@outlook.com,GADGET-68,5,81.16,405.8,paypal,STORE_118
US196648,02/12/2025,sam.johnson9494@yahoo.com,GADGET-77,5,27.25,136.25,apple_pay,STORE_113
US189680,02/12/2025,maria.miller6105@gmail.com,GADGET-04,3,128.56,327.83,apple_pay,STORE_116
US187167,02/12/2025,chris.miller8331@yahoo.com,GADGET-66,3,284.15,852.45,credit_card,STORE_113
US195563,02/12/2025,john.williams649@gmail.com,GADGET-51,1,251.95,251.95,credit_card,STORE_114
US186449,02/12/2025,david.brown63@gmail.com,GADGET-74,1,144.75,144.75,credit_card,STORE_119
US194944,02/12/2025,alex.miller7380@email.com,GADGET-23,5,186.01,790.54,apple_pay,STORE_102
US185864,02/12/2025,sam.jones3261@outlook.com,GADGET-24,1,131.45,105.16,credit_card,STORE_108
US193978,02/12/2025,chris.jones6129@gmail.com,GADGET-69,5,226.49,1132.45,paypal,STORE_102
US185911,02/12/2025,chris.johnson9527@gmail.com,GADGET-02,5,222.05,1110.25,google_pay,STORE_119
US189495,02/12/2025,maria.jones1378@gmail.com,GADGET-48,2,58.74,93.98,google_pay,STORE_108
US196226,02/12/2025,chris.brown2076@email.com,GADGET-78,3,89.23,227.54,apple_pay,STORE_119
US196097,02/12/2025,sam.smith4811@email.com,GADGET-47,2,173.87,347.74,paypal,STORE_119
US194418,02/12/2025,jane.johnson7500@yahoo.com,GADGET-29,3,240.61,721.83,apple_pay,STORE_117
US189425,02/12/2025,john.johnson2462@gmail.com,GADGET-52,5,90.88,386.24,paypal,STORE_116
US185471,02/12/2025,john.johnson4741@email.com,GADGET-16,5,64.07,256.28,apple_pay,STORE_113
US196856,02/12/2025,alex.brown490@gmail.com,GADGET-70,2,86.79,173.58,bank_transfer,STORE_108
US187145,02/12/2025,john.smith2165@yahoo.com,GADGET-30,1,80.18,80.18,apple_pay,STORE_109
US194221,02/12/2025,lisa.brown873@email.com,GADGET-44,3,78.8,236.4,paypal,STORE_116
US189916,02/12/2025,maria.jones578@email.com,GADGET-78,2,231.57,463.14,paypal,STORE_118
US189612,02/12/2025,john.williams7358@outlook.com,GADGET-67,2,280.11,560.22,google_pay,STORE_103
US197207,02/12/2025,sam.miller3420@yahoo.com,GADGET-09,5,242.8,1214.0,bank_transfer,STORE_115
US190279,02/12/2025,david.brown5699@outlook.com,GADGET-60,2,268.5,483.3,apple_pay,STORE_114
US190304,02/12/2025,alex.miller4494@outlook.com,GADGET-37,4,42.32,169.28,credit_card,STORE_103
