order_id,order_date,email,product_sku,quantity,unit_price,total_amount,payment_method,store_id,promo_code,discount_pct,loyalty_points
US994287,04/09/2025,sam.jones3034@gmail.com,GADGET-36,1,292.41,292.41,credit_card,STORE_107,,,
US987624,04/09/2025,david.miller3447@yahoo.com,GADGET-42,5,98.56,443.52,google_pay,STORE_115,SAVE10,10.0,100.0
US996794,04/09/2025,sam.jones6201@outlook.com,GADGET-68,2,292.42,497.11,credit_card,STORE_104,WELCOME15,15.0,150.0
US989316,04/09/2025,david.brown296@email.com,GADGET-54,1,197.91,178.12,google_pay,STORE_112,SAVE10,10.0,100.0
US995996,04/09/2025,maria.johnson7339@email.com,GADGET-63,3,262.25,786.75,paypal,STORE_104,,,
US994690,04/09/2025,david.johnson4954@yahoo.com,GADGET-26,2,62.65,125.3,bank_transfer,STORE_106,,,
US987781,04/09/2025,david.brown7343@gmail.com,GADGET-36,4,283.65,850.95,bank_transfer,STORE_108,VIP25,25.0,250.0
US994223,04/09/2025,david.johnson2736@gmail.com,GADGET-28,5,245.95,1229.75,paypal,STORE_115,,,
US988732,04/09/2025,lisa.johnson4669@gmail.com,GADGET-35,2,193.41,386.82,google_pay,STORE_105,,,
US985490,04/09/2025,sam.johnson7764@email.com,GADGET-29,3,58.07,174.21,bank_transfer,STORE_109,,,
US984929,04/09/2025,john.williams3764@yahoo.com,GADGET-67,1,24.47,24.47,paypal,STORE_104,,,
US990140,04/09/2025,chris.miller3291@email.com,GADGET-10,2,72.59,130.66,apple_pay,STORE_103,SAVE10,10.0,100.0
US990605,04/09/2025,david.smith9344@email.com,GADGET-60,3,261.24,666.16,bank_transfer,STORE_105,WELCOME15,15.0,150.0
US996920,04/09/2025,john.smith3588@email.com,GADGET-39,2,172.77,293.71,credit_card,STORE_103,WELCOME15,15.0,150.0
US983670,04/09/2025,jane.smith514@email.com,GADGET-30,5,80.2,401.0,bank_transfer,STORE_119,,,
US995020,04/09/2025,alex.miller1278@gmail.com,GADGET-37,5,183.39,825.25,google_pay,STORE_114,SAVE10,10.0,100.0
US992930,04/09/2025,chris.jones8225@gmail.com,GADGET-12,4,289.84,1159.36,google_pay,STORE_111,,,
US991786,04/09/2025,maria.williams2917@outlook.com,GADGET-01,5,169.39,846.95,google_pay,STORE_111,,,
US991722,04/09/2025,maria.miller5176@email.com,GADGET-75,4,204.93,819.72,credit_card,STORE_109,,,
US991927,04/09/2025,chris.brown5309@email.com,GADGET-37,1,162.43,162.43,credit_card,STORE_111,,,
US992016,04/09/2025,alex.brown1990@email.com,GADGET-64,4,229.48,688.44,google_pay,STORE_101,VIP25,25.0,250.0
US992720,04/09/2025,lisa.miller1164@email.com,GADGET-29,5,224.2,840.75,bank_transfer,STORE_120,VIP25,25.0,250.0
US992576,04/09/2025,john.johnson3644@yahoo.com,GADGET-79,2,76.76,153.52,credit_card,STORE_113,,,
US986385,04/09/2025,chris.williams2827@gmail.com,GADGET-71,4,87.99,263.97,credit_card,STORE_111,VIP25,25.0,250.0
US987704,04/09/2025,john.brown3130@gmail.com,GADGET-35,1,116.29,87.22,credit_card,STORE_115,VIP25,25.0,250.0
US992565,04/09/2025,maria.jones3055@yahoo.com,GADGET-40,2,288.98,577.96,credit_card,STORE_116,,,
US996500,04/09/2025,chris.miller6960@gmail.com,GADGET-53,4,257.37,1029.48,bank_transfer,STORE_109,,,
US989997,04/09/2025,maria.brown7611@outlook.com,GADGET-37,4,63.95,204.64,apple_pay,STORE_109,SAVE20,20.0,200.0
US988168,04/09/2025,maria.smith708@gmail.com,GADGET-46,1,61.95,46.46,credit_card,STORE_108,VIP25,25.0,250.0
US984040,04/09/2025,john.williams5953@email.com,GADGET-52,4,138.4,553.6,apple_pay,STORE_101,,,
US993076,04/09/2025,alex.johnson2645@outlook.com,GADGET-05,2,233.69,467.38,apple_pay,STORE_116,,,
US994152,04/09/2025,david.williams7495@email.com,GADGET-21,3,200.95,602.85,bank_transfer,STORE_115,,,
US991911,04/09/2025,lisa.miller1096@outlook.com,GADGET-41,1,136.32,115.87,credit_card,STORE_102,WELCOME15,15.0,150.0
US996551,04/09/2025,david.smith899@outlook.com,GADGET-29,4,97.5,390.0,apple_pay,STORE_107,,,
US997168,04/09/2025,maria.williams5132@outlook.com,GADGET-53,1,151.05,151.05,credit_card,STORE_105,,,
US984064,04/09/2025,sam.miller5765@yahoo.com,GADGET-25,4,128.06,409.79,apple_pay,STORE_117,SAVE20,20.0,200.0
US996610,04/09/2025,john.smith9846@email.com,GADGET-12,1,88.98,88.98,apple_pay,STORE_111,,,
US985859,04/09/2025,lisa.johnson9685@email.com,GADGET-35,3,72.57,217.71,google_pay,STORE_117,,,
US992391,04/09/2025,maria.jones8776@yahoo.com,GADGET-11,4,235.86,943.44,bank_transfer,STORE_108,,,
US996172,04/09/2025,sam.miller4963@yahoo.com,GADGET-51,2,255.59,511.18,credit_card,STORE_114,,,
US986641,04/09/2025,chris.williams8063@yahoo.com,GADGET-30,3,135.58,325.39,bank_transfer,STORE_113,SAVE20,20.0,200.0
US995524,04/09/2025,sam.johnson3841@email.com,GADGET-29,5,285.57,1427.85,google_pay,STORE_107,,,
US983619,04/09/2025,chris.jones1571@gmail.com,GADGET-06,4,126.68,506.72,paypal,STORE_119,,,
US996671,04/09/2025,david.miller8496@yahoo.com,GADGET-78,4,171.38,685.52,apple_pay,STORE_120,,,
US992518,04/09/2025,jane.miller6899@outlook.com,GADGET-38,1,267.65,267.65,google_pay,STORE_114,,,
US993884,04/09/2025,alex.smith8707@email.com,GADGET-52,4,158.08,632.32,apple_pay,STORE_104,,,
US988418,04/09/2025,chris.jones2664@gmail.com,GADGET-22,4,264.26,1057.04,paypal,STORE_118,,,
US987941,04/09/2025,john.smith7219@yahoo.com,GADGET-77,4,219.21,789.16,google_pay,STORE_108,SAVE10,10.0,100.0
US985227,04/09/2025,sam.williams8787@yahoo.com,GADGET-29,1,186.12,158.2,google_pay,STORE_119,WELCOME15,15.0,150.0
US985253,04/09/2025,jane.johnson8446@email.com,GADGET-29,1,139.43,104.57,credit_card,STORE_102,VIP25,25.0,250.0
US988626,04/09/2025,maria.smith7464@gmail.com,GADGET-63,2,206.58,309.87,google_pay,STORE_118,VIP25,25.0,250.0
US994148,04/09/2025,alex.williams7448@gmail.com,GADGET-11,4,85.9,274.88,apple_pay,STORE_109,SAVE20,20.0,200.0
US988282,04/09/2025,jane.johnson107@outlook.com,GADGET-37,2,261.85,523.7,google_pay,STORE_109,,,
US989767,04/09/2025,david.brown4819@gmail.com,GADGET-78,3,130.72,392.16,google_pay,STORE_117,,,
US994865,04/09/2025,sam.williams6346@gmail.com,GADGET-52,1,189.17,189.17,paypal,STORE_104,,,
US987085,04/09/2025,david.smith8777@yahoo.com,GADGET-42,2,197.89,395.78,credit_card,STORE_117,,,
US983744,04/09/2025,sam.smith9337@outlook.com,GADGET-49,2,222.72,445.44,credit_card,STORE_120,,,
US994918,04/09/2025,chris.williams4858@outlook.com,GADGET-45,5,177.1,885.5,apple_pay,STORE_111,,,
US987414,04/09/2025,chris.smith2666@yahoo.com,GADGET-34,5,71.26,356.3,bank_transfer,STORE_108,,,
US985640,04/09/2025,maria.smith7415@email.com,GADGET-33,3,87.44,236.09,bank_transfer,STORE_115,SAVE10,10.0,100.0
US989900,04/09/2025,alex.jones4081@email.com,GADGET-25,5,124.15,620.75,google_pay,STORE_109,,,
US997180,04/09/2025,chris.jones484@yahoo.com,GADGET-68,1,141.3,120.11,credit_card,STORE_116,WELCOME15,15.0,150.0
US987899,04/09/2025,sam.miller2057@email.com,GADGET-23,2,105.99,211.98,credit_card,STORE_109,,,
US985954,04/09/2025,alex.smith5806@outlook.com,GADGET-33,1,83.29,83.29,bank_transfer,STORE_115,,,
US991177,04/09/2025,sam.brown9618@email.com,GADGET-17,4,200.96,803.84,apple_pay,STORE_110,,,
US992500,04/09/2025,sam.brown5179@gmail.com,GADGET-18,2,231.12,462.24,bank_transfer,STORE_110,,,
US987576,04/09/2025,lisa.miller2587@yahoo.com,GADGET-17,2,138.62,277.24,paypal,STORE_107,,,
US993003,04/09/2025,david.williams9871@email.com,GADGET-69,2,161.3,290.34,paypal,STORE_113,SAVE10,10.0,100.0
US995982,04/09/2025,chris.miller2609@gmail.com,GADGET-13,5,133.25,566.31,paypal,STORE_118,WELCOME15,15.0,150.0
US988478,04/09/2025,jane.williams4425@yahoo.com,GADGET-37,1,74.92,67.43,bank_transfer,STORE_103,SAVE10,10.0,100.0
US985541,04/09/2025,sam.brown3428@gmail.com,GADGET-18,2,185.68,371.36,google_pay,STORE_117,,,
US990544,04/09/2025,sam.smith8438@yahoo.com,GADGET-66,3,243.54,730.62,bank_transfer,STORE_119,,,
US994847,04/09/2025,chris.brown5832@yahoo.com,GADGET-50,2,110.3,165.45,credit_card,STORE_103,VIP25,25.0,250.0
US991424,04/09/2025,alex.smith5275@outlook.com,GADGET-72,3,64.24,192.72,paypal,STORE_116,,,
US989594,04/09/2025,chris.miller1873@gmail.com,GADGET-43,2,96.6,193.2,apple_pay,STORE_114,,,
US995287,04/09/2025,lisa.miller4011@yahoo.com,GADGET-11,3,251.13,753.39,google_pay,STORE_103,,,
US986132,04/09/2025,chris.smith4897@yahoo.com,GADGET-49,2,131.62,263.24,paypal,STORE_117,,,
US986914,04/09/2025,chris.jones9788@gmail.com,GADGET-55,2,47.36,94.72,paypal,STORE_104,,,
US985338,04/09/2025,chris.miller1628@gmail.com,GADGET-26,1,226.51,181.21,bank_transfer,STORE_117,SAVE20,20.0,200.0
US995953,04/09/2025,chris.johnson5982@gmail.com,GADGET-21,1,94.51,94.51,google_pay,STORE_105,,,
US995458,04/09/2025,maria.miller3423@outlook.com,GADGET-62,1,208.07,208.07,google_pay,STORE_108,,,
US983926,04/09/2025,lisa.smith8827@outlook.com,GADGET-52,3,172.29,516.87,paypal,STORE_120,,,
US995503,04/09/2025,lisa.miller5281@email.com,GADGET-73,4,114.1,456.4,google_pay,STORE_104,,,
US992822,04/09/2025,lisa.brown6322@outlook.com,GADGET-73,3,101.22,303.66,bank_transfer,STORE_119,,,
US986804,04/09/2025,sam.brown7486@email.com,GADGET-39,4,53.79,193.64,apple_pay,STORE_111,SAVE10,10.0,100.0
US983411,04/09/2025,alex.brown4339@outlook.com,GADGET-47,5,139.65,593.51,bank_transfer,STORE_112,WELCOME15,15.0,150.0
US992123,04/09/2025,lisa.miller3491@yahoo.com,GADGET-31,5,273.38,1366.9,apple_pay,STORE_110,,,
US986437,04/09/2025,sam.miller3416@email.com,GADGET-78,1,204.32,204.32,bank_transfer,STORE_117,,,
US992837,04/09/2025,maria.williams3522@yahoo.com,GADGET-05,2,90.12,180.24,paypal,STORE_117,,,
US993983,04/09/2025,lisa.johnson4419@email.com,GADGET-21,1,34.39,34.39,google_pay,STORE_117,,,
US988777,04/09/2025,david.smith2211@gmail.com,GADGET-43,3,27.91,75.36,apple_pay,STORE_106,SAVE10,10.0,100.0
US988954,04/09/2025,jane.johnson6504@gmail.com,GADGET-14,4,109.11,436.44,bank_transfer,STORE_102,,,
US995351,04/09/2025,sam.smith6393@yahoo.com,GADGET-11,5,215.76,1078.8,paypal,STORE_107,,,
US983253,04/09/2025,lisa.brown3674@gmail.com,GADGET-27,4,66.93,267.72,paypal,STORE_118,,,
US996837,04/09/2025,alex.miller8773@email.com,GADGET-12,5,146.31,731.55,credit_card,STORE_101,,,
US992208,04/09/2025,david.jones4371@email.com,GADGET-72,4,298.92,956.54,google_pay,STORE_102,SAVE20,20.0,200.0
US997018,04/09/2025,david.johnson2986@gmail.com,GADGET-21,3,146.01,350.42,bank_transfer,STORE_106,SAVE20,20.0,200.0
US995697,04/09/2025,maria.smith5993@yahoo.com,GADGET-25,2,103.47,206.94,bank_transfer,STORE_108,,,
US989833,04/09/2025,sam.jones3810@outlook.com,GADGET-21,4,39.28,157.12,bank_transfer,STORE_110,,,
US987291,04/09/2025,jane.williams2091@email.com,GADGET-39,3,157.39,472.17,google_pay,STORE_108,,,
US985386,04/09/2025,chris.williams4071@gmail.com,GADGET-51,5,123.64,525.47,credit_card,STORE_105,WELCOME15,15.0,150.0
US987964,04/09/2025,john.johnson8840@email.com,GADGET-21,5,184.37,921.85,google_pay,STORE_107,,,
US984458,04/09/2025,chris.smith2105@outlook.com,GADGET-63,1,161.22,161.22,paypal,STORE_111,,,
US991135,04/09/2025,chris.williams659@yahoo.com,GADGET-61,2,169.92,271.87,google_pay,STORE_106,SAVE20,20.0,200.0
US988279,04/09/2025,alex.brown7602@email.com,GADGET-65,1,250.15,212.63,paypal,STORE_104,WELCOME15,15.0,150.0
US991150,04/09/2025,lisa.williams3967@email.com,GADGET-35,4,291.2,1164.8,bank_transfer,STORE_102,,,
US983643,04/09/2025,chris.jones7241@email.com,GADGET-79,4,37.05,148.2,paypal,STORE_112,,,
US994248,04/09/2025,david.williams6763@email.com,GADGET-01,2,135.43,270.86,google_pay,STORE_106,,,
US984024,04/09/2025,sam.jones1374@email.com,GADGET-05,1,224.03,224.03,credit_card,STORE_115,,,
US986671,04/09/2025,david.miller3763@outlook.com,GADGET-48,5,276.1,1173.42,credit_card,STORE_103,WELCOME15,15.0,150.0
US986491,04/09/2025,alex.miller3631@outlook.com,GADGET-24,3,79.33,237.99,google_pay,STORE_110,,,
US983423,04/09/2025,chris.williams4512@gmail.com,GADGET-69,3,209.95,629.85,credit_card,STORE_103,,,
US993775,04/09/2025,jane.miller5318@gmail.com,GADGET-45,2,32.41,64.82,google_pay,STORE_115,,,
US992247,04/09/2025,maria.jones8732@gmail.com,GADGET-45,5,163.17,652.68,apple_pay,STORE_113,SAVE20,20.0,200.0
US996493,04/09/2025,chris.brown6343@outlook.com,GADGET-79,5,56.9,284.5,credit_card,STORE_114,,,
US994902,04/09/2025,john.smith9126@yahoo.com,GADGET-32,1,237.4,237.4,paypal,STORE_106,,,
US991918,04/09/2025,david.jones8726@yahoo.com,GADGET-68,2,125.16,250.32,bank_transfer,STORE_112,,,
US992413,04/09/2025,john.jones7229@yahoo.com,GADGET-72,2,30.51,61.02,paypal,STORE_103,,,
US984045,04/09/2025,alex.smith8446@email.com,GADGET-58,5,236.3,1181.5,credit_card,STORE_106,,,
US983555,04/09/2025,john.smith8374@email.com,GADGET-17,3,89.79,202.03,bank_transfer,STORE_102,VIP25,25.0,250.0
US983350,04/09/2025,david.smith9120@email.com,GADGET-31,2,46.62,93.24,paypal,STORE_115,,,
US993101,04/09/2025,jane.brown9436@email.com,GADGET-67,5,133.25,533.0,paypal,STORE_116,SAVE20,20.0,200.0
US992556,04/09/2025,chris.jones9859@outlook.com,GADGET-78,4,296.64,889.92,apple_pay,STORE_109,VIP25,25.0,250.0
US991715,04/09/2025,john.williams1293@gmail.com,GADGET-33,3,293.17,879.51,google_pay,STORE_109,,,
US991810,04/09/2025,lisa.brown1360@yahoo.com,GADGET-58,1,68.98,68.98,bank_transfer,STORE_120,,,
US987287,04/09/2025,david.smith2594@yahoo.com,GADGET-22,1,279.23,279.23,apple_pay,STORE_114,,,
US990040,04/09/2025,maria.smith2229@email.com,GADGET-23,5,281.47,1055.51,apple_pay,STORE_109,VIP25,25.0,250.0
US996721,04/09/2025,maria.smith8558@email.com,GADGET-69,4,191.95,767.8,bank_transfer,STORE_116,,,
US993313,04/09/2025,lisa.jones5271@email.com,GADGET-11,4,38.16,152.64,credit_card,STORE_107,,,
US983751,04/09/2025,chris.miller438@yahoo.com,GADGET-27,5,89.31,446.55,credit_card,STORE_108,,,
US985326,04/09/2025,sam.brown3256@email.com,GADGET-70,4,44.31,132.93,paypal,STORE_107,VIP25,25.0,250.0
US990587,04/09/2025,sam.miller9962@email.com,GADGET-03,2,40.99,81.98,credit_card,STORE_113,,,
US985704,04/09/2025,david.williams9715@gmail.com,GADGET-39,1,84.12,84.12,paypal,STORE_109,,,
US987569,04/09/2025,sam.jones6298@outlook.com,GADGET-78,4,93.24,372.96,google_pay,STORE_118,,,
US985038,04/09/2025,lisa.miller7593@email.com,GADGET-04,1,220.13,220.13,credit_card,STORE_115,,,
US994935,04/09/2025,alex.jones4811@email.com,GADGET-69,5,58.24,291.2,paypal,STORE_115,,,
US986923,04/09/2025,maria.miller1828@email.com,GADGET-55,1,189.66,189.66,google_pay,STORE_109,,,
US993989,04/09/2025,maria.jones5691@email.com,GADGET-19,1,71.86,53.89,google_pay,STORE_106,VIP25,25.0,250.0
US987015,04/09/2025,john.smith5174@outlook.com,GADGET-60,1,70.11,70.11,apple_pay,STORE_114,,,
US995334,04/09/2025,sam.smith4491@gmail.com,GADGET-47,4,281.02,1124.08,paypal,STORE_107,,,
US989346,04/09/2025,maria.williams1746@outlook.com,GADGET-04,1,122.38,110.14,google_pay,STORE_120,SAVE10,10.0,100.0
US990472,04/09/2025,alex.williams5182@gmail.com,GADGET-77,1,155.34,155.34,credit_card,STORE_117,,,
US994944,04/09/2025,jane.smith7068@gmail.com,GADGET-21,2,220.85,441.7,google_pay,STORE_106,,,
US984399,04/09/2025,sam.brown2240@gmail.com,GADGET-61,1,263.03,263.03,google_pay,STORE_104,,,
US994382,04/09/2025,john.smith2504@yahoo.com,GADGET-13,4,188.38,753.52,apple_pay,STORE_115,,,
US986148,04/09/2025,john.smith6587@yahoo.com,GADGET-76,3,110.6,331.8,google_pay,STORE_113,,,
US993554,04/09/2025,maria.johnson453@yahoo.com,GADGET-01,4,167.92,671.68,apple_pay,STORE_101,,,
US986035,04/09/2025,chris.miller3706@gmail.com,GADGET-61,4,188.67,754.68,bank_transfer,STORE_115,,,
US993959,04/09/2025,lisa.williams280@outlook.com,GADGET-40,5,127.37,541.32,paypal,STORE_106,WELCOME15,15.0,150.0
US986460,04/09/2025,chris.miller5155@email.com,GADGET-33,3,219.62,658.86,apple_pay,STORE_106,,,
US985984,04/09/2025,chris.smith48@outlook.com,GADGET-45,2,35.71,64.28,apple_pay,STORE_101,SAVE10,10.0,100.0
US985441,04/09/2025,alex.jones7470@gmail.com,GADGET-12,4,239.47,957.88,bank_transfer,STORE_114,,,
US993901,04/09/2025,chris.williams1736@outlook.com,GADGET-38,2,210.36,315.54,paypal,STORE_109,VIP25,25.0,250.0
US985138,04/09/2025,maria.williams4515@yahoo.com,GADGET-58,1,74.48,59.58,bank_transfer,STORE_106,SAVE20,20.0,200.0
US988025,04/09/2025,chris.jones7304@yahoo.com,GADGET-07,5,196.94,984.7,bank_transfer,STORE_102,,,
US988472,04/09/2025,david.johnson54@yahoo.com,GADGET-20,3,144.85,434.55,apple_pay,STORE_104,,,
US991000,04/09/2025,lisa.johnson7630@yahoo.com,GADGET-18,4,286.87,1032.73,paypal,STORE_112,SAVE10,10.0,100.0
US988803,04/09/2025,john.williams6877@yahoo.com,GADGET-73,2,263.1,526.2,bank_transfer,STORE_108,,,
US983522,04/09/2025,maria.jones8165@yahoo.com,GADGET-22,4,97.59,390.36,apple_pay,STORE_117,,,
