order_id,order_date,email,product_sku,quantity,unit_price,total_amount,payment_method,store_id,promo_code,discount_pct,loyalty_points
US1237204,04/26/2025,maria.jones5557@outlook.com,GADGET-76,3,179.24,537.72,apple_pay,STORE_103,,,
US1229746,04/26/2025,sam.johnson6849@email.com,GADGET-02,3,219.78,494.5,paypal,STORE_112,VIP25,25.0,250.0
US1230280,04/26/2025,jane.brown5951@gmail.com,GADGET-49,1,98.05,98.05,credit_card,STORE_108,,,
US1233168,04/26/2025,lisa.brown3098@email.com,GADGET-16,3,98.14,294.42,bank_transfer,STORE_112,,,
US1228591,04/26/2025,chris.smith887@email.com,GADGET-63,1,143.66,143.66,google_pay,STORE_101,,,
US1235334,04/26/2025,lisa.smith6711@outlook.com,GADGET-45,1,163.69,139.14,apple_pay,STORE_120,WELCOME15,15.0,150.0
US1234486,04/26/2025,jane.smith3311@gmail.com,GADGET-74,1,259.05,259.05,credit_card,STORE_116,,,
US1232365,04/26/2025,lisa.johnson9133@gmail.com,GADGET-65,1,49.69,44.72,bank_transfer,STORE_119,SAVE10,10.0,100.0
US1230890,04/26/2025,john.brown4871@email.com,GADGET-32,1,290.9,290.9,apple_pay,STORE_108,,,
US1227483,04/26/2025,lisa.miller2080@gmail.com,GADGET-39,4,171.85,687.4,credit_card,STORE_102,,,
US1233072,04/26/2025,sam.johnson2421@email.com,GADGET-05,1,242.19,242.19,paypal,STORE_103,,,
US1233524,04/26/2025,sam.smith2871@outlook.com,GADGET-63,4,129.65,518.6,credit_card,STORE_118,,,
US1235644,04/26/2025,alex.miller2675@outlook.com,GADGET-69,3,253.62,760.86,paypal,STORE_117,,,
US1226527,04/26/2025,david.miller4263@outlook.com,GADGET-70,3,282.73,763.37,bank_transfer,STORE_103,SAVE10,10.0,100.0
US1231765,04/26/2025,alex.miller6822@outlook.com,GADGET-37,3,255.21,765.63,apple_pay,STORE_106,,,
US1228511,04/26/2025,lisa.jones8648@gmail.com,GADGET-69,3,263.39,790.17,bank_transfer,STORE_110,,,
US1231400,04/26/2025,sam.jones5640@outlook.com,GADGET-39,2,257.63,515.26,google_pay,STORE_108,,,
US1227992,04/26/2025,alex.miller93@yahoo.com,GADGET-55,5,284.21,1421.05,apple_pay,STORE_115,,,
US1226743,04/26/2025,david.williams6184@yahoo.com,GADGET-37,5,55.48,277.4,bank_transfer,STORE_117,,,
US1237477,04/26/2025,alex.brown7452@outlook.com,GADGET-21,4,78.73,314.92,google_pay,STORE_108,,,
US1238899,04/26/2025,chris.smith4117@yahoo.com,GADGET-16,5,166.35,831.75,credit_card,STORE_106,,,
US1225545,04/26/2025,lisa.jones2867@yahoo.com,GADGET-18,4,149.32,537.55,apple_pay,STORE_112,SAVE10,10.0,100.0
US1230497,04/26/2025,alex.jones974@yahoo.com,GADGET-10,5,293.93,1175.72,bank_transfer,STORE_112,SAVE20,20.0,200.0
US1228476,04/26/2025,john.williams1365@email.com,GADGET-15,3,58.42,140.21,apple_pay,STORE_116,SAVE20,20.0,200.0
US1230610,04/26/2025,maria.miller653@outlook.com,GADGET-29,4,165.41,661.64,bank_transfer,STORE_119,,,
US1229449,04/26/2025,chris.smith1976@yahoo.com,GADGET-08,1,66.75,66.75,bank_transfer,STORE_114,,,
US1227919,04/26/2025,jane.williams9020@outlook.com,GADGET-38,1,165.63,165.63,google_pay,STORE_111,,,
US1233596,04/26/2025,maria.miller3716@gmail.com,GADGET-06,5,39.16,166.43,credit_card,STORE_113,WELCOME15,15.0,150.0
US1236651,04/26/2025,maria.jones7592@email.com,GADGET-36,3,143.52,387.5,credit_card,STORE_108,SAVE10,10.0,100.0
US1238475,04/26/2025,jane.johnson7520@email.com,GADGET-45,4,182.55,730.2,apple_pay,STORE_116,,,
US1236274,04/26/2025,sam.brown368@gmail.com,GADGET-36,2,106.56,213.12,credit_card,STORE_118,,,
US1238762,04/26/2025,david.miller5586@yahoo.com,GADGET-53,3,133.47,400.41,paypal,STORE_112,,,
US1225920,04/26/2025,chris.miller9405@yahoo.com,GADGET-10,4,158.12,632.48,apple_pay,STORE_112,,,
US1227603,04/26/2025,lisa.miller1735@outlook.com,GADGET-62,4,108.66,347.71,apple_pay,STORE_110,SAVE20,20.0,200.0
