order_id,order_date,customer_email,product_sku,quantity,unit_price,total_amount,payment_method,store_id
US029605,02/01/2025,maria.smith6135@gmail.com,GADGET-41,2,50.4,90.72,bank_transfer,STORE_102
US036024,02/01/2025,alex.brown4763@yahoo.com,GADGET-46,2,233.29,349.94,credit_card,STORE_103
US036392,02/01/2025,jane.miller2730@gmail.com,GADGET-49,2,88.05,140.88,bank_transfer,STORE_107
US034641,02/01/2025,lisa.williams7709@yahoo.com,GADGET-68,5,133.45,500.44,google_pay,STORE_108
US036828,02/01/2025,jane.miller448@yahoo.com,GADGET-47,1,231.1,231.1,apple_pay,STORE_107
US030768,02/01/2025,chris.brown1086@gmail.com,GADGET-52,2,193.3,386.6,apple_pay,STORE_105
US033600,02/01/2025,sam.miller2990@gmail.com,GADGET-71,4,299.27,957.66,google_pay,STORE_118
US034057,02/01/2025,chris.jones2085@email.com,GADGET-60,3,231.09,693.27,google_pay,STORE_102
US041224,02/01/2025,david.smith6377@outlook.com,GADGET-73,1,140.29,140.29,bank_transfer,STORE_101
US036122,02/01/2025,david.smith1992@gmail.com,GADGET-66,4,295.44,1181.76,credit_card,STORE_104
US038316,02/01/2025,john.johnson1054@outlook.com,GADGET-56,2,246.76,444.17,google_pay,STORE_113
US032458,02/01/2025,chris.williams4724@yahoo.com,GADGET-20,5,104.07,520.35,apple_pay,STORE_110
US039843,02/01/2025,chris.williams7916@yahoo.com,GADGET-20,4,53.98,161.94,paypal,STORE_114
US036398,02/01/2025,jane.brown3105@gmail.com,GADGET-16,3,274.6,741.42,google_pay,STORE_115
US033278,02/01/2025,maria.williams5757@yahoo.com,GADGET-60,5,242.01,1210.05,google_pay,STORE_115
US039833,02/01/2025,jane.williams72@email.com,GADGET-79,1,233.39,233.39,credit_card,STORE_104
US041255,02/01/2025,john.williams3984@gmail.com,GADGET-48,4,82.65,264.48,credit_card,STORE_113
US029962,02/01/2025,chris.smith5293@yahoo.com,GADGET-35,3,262.01,628.82,apple_pay,STORE_118
US034344,02/01/2025,alex.smith5270@email.com,GADGET-78,2,64.27,109.26,google_pay,STORE_119
US042151,02/01/2025,jane.johnson8481@email.com,GADGET-24,3,85.43,256.29,credit_card,STORE_104
US036139,02/01/2025,alex.jones9457@email.com,GADGET-09,1,108.67,81.5,bank_transfer,STORE_116
US042006,02/01/2025,john.johnson2432@gmail.com,GADGET-13,5,151.9,759.5,google_pay,STORE_109
US032008,02/01/2025,jane.johnson3523@yahoo.com,GADGET-03,3,171.44,514.32,apple_pay,STORE_101
US031304,02/01/2025,maria.williams8338@yahoo.com,GADGET-54,4,114.1,456.4,google_pay,STORE_114
US029196,02/01/2025,chris.jones5984@email.com,GADGET-61,2,38.0,64.6,paypal,STORE_107
US037771,02/01/2025,chris.smith872@yahoo.com,GADGET-08,5,120.9,604.5,google_pay,STORE_115
US035872,02/01/2025,alex.miller3192@email.com,GADGET-67,5,285.68,1428.4,google_pay,STORE_104
US029030,02/01/2025,david.brown5535@outlook.com,GADGET-66,5,101.3,430.52,credit_card,STORE_102
